path,category,purpose,provenance_records,current_status,current_sha256,expected_sha256,bytes,csv_data_rows
results/q2_scaling_baseline/v1/figure_previews/grayscale/raw_q2_token_ecdf_grayscale.png,B1经典M0与输入快照,冻结N、D、Loss拟合、轨迹映射、Bootstrap与验证；本包只复用已冻结输出。,冻结M0运行产物（Gate 0复现清单）,HASH_MATCH,942a4e6ffecc22106368bb6c3eb031189ba4c3832cadca92fb01a91695a3b869,942a4e6ffecc22106368bb6c3eb031189ba4c3832cadca92fb01a91695a3b869,33665,
results/q2_scaling_baseline/v1/figure_previews/grayscale/result_q2_B1_observed_vs_fitted_grayscale.png,B1经典M0与输入快照,冻结N、D、Loss拟合、轨迹映射、Bootstrap与验证；本包只复用已冻结输出。,冻结M0运行产物（Gate 0复现清单）,HASH_MATCH,28a31164e8dc4c7841e12e1a1ecd2ed7f9d62d7f6039a097b94d2ffe20d29741,28a31164e8dc4c7841e12e1a1ecd2ed7f9d62d7f6039a097b94d2ffe20d29741,47996,
results/q2_scaling_baseline/v1/figure_previews/grayscale/result_q2_leave_one_size_out_grayscale.png,B1经典M0与输入快照,冻结N、D、Loss拟合、轨迹映射、Bootstrap与验证；本包只复用已冻结输出。,冻结M0运行产物（Gate 0复现清单）,HASH_MATCH,cdcb2c02a72ec3262f1f15cfd66049eb94736f9e2f18f09c6dc963e54f2346f5,cdcb2c02a72ec3262f1f15cfd66049eb94736f9e2f18f09c6dc963e54f2346f5,154624,
results/q2_scaling_baseline/v1/figure_previews/grayscale/result_q2_validation_by_source_grayscale.png,B1经典M0与输入快照,冻结N、D、Loss拟合、轨迹映射、Bootstrap与验证；本包只复用已冻结输出。,冻结M0运行产物（Gate 0复现清单）,HASH_MATCH,12d151d18e2b7b94c38010d565ad5b271653332ec02bcc609f9370cd638d7a4d,12d151d18e2b7b94c38010d565ad5b271653332ec02bcc609f9370cd638d7a4d,144921,
results/q2_scaling_baseline/v1/fit_parameters.json,B1经典M0与输入快照,冻结N、D、Loss拟合、轨迹映射、Bootstrap与验证；本包只复用已冻结输出。,冻结M0运行产物（Gate 0复现清单）; M0效应/验证收口的实际输入清单; Q2综合收口的实际输入清单,HASH_MATCH,d2bdfcf9cb8b66f32cbd633b36614a3552d290f7207cf86f4e3a02b602e4e4d8,d2bdfcf9cb8b66f32cbd633b36614a3552d290f7207cf86f4e3a02b602e4e4d8,1823,
results/q2_scaling_baseline/v1/fit_summary.json,B1经典M0与输入快照,冻结N、D、Loss拟合、轨迹映射、Bootstrap与验证；本包只复用已冻结输出。,冻结M0运行产物（Gate 0复现清单）,HASH_MATCH,a5fe21c1b23c466fe86c67ebf1520fb4e56723a0c5764528a8e12f51dff521ea,a5fe21c1b23c466fe86c67ebf1520fb4e56723a0c5764528a8e12f51dff521ea,6156,
results/q2_scaling_baseline/v1/gate0_audit.json,B1经典M0与输入快照,冻结N、D、Loss拟合、轨迹映射、Bootstrap与验证；本包只复用已冻结输出。,冻结M0运行产物（Gate 0复现清单）,HASH_MATCH,cd390dd83074321943e11e189ecae4e536583da0221531788ef7220bb60315af,cd390dd83074321943e11e189ecae4e536583da0221531788ef7220bb60315af,13722,
results/q2_scaling_baseline/v1/gate0_b1_trajectory_mapping.csv,B1经典M0与输入快照,冻结N、D、Loss拟合、轨迹映射、Bootstrap与验证；本包只复用已冻结输出。,冻结M0运行产物（Gate 0复现清单）,HASH_MATCH,ea2c1fd78c7a84e0f41d70a57b630089781b8d8cbd9c9a9434e6ea7c787c0c37,ea2c1fd78c7a84e0f41d70a57b630089781b8d8cbd9c9a9434e6ea7c787c0c37,955,8
results/q2_scaling_baseline/v1/gate0_design_support.json,B1经典M0与输入快照,冻结N、D、Loss拟合、轨迹映射、Bootstrap与验证；本包只复用已冻结输出。,冻结M0运行产物（Gate 0复现清单）,HASH_MATCH,3a93a6dc4fb11c6477390d13ba887cfee7f9d84a68064fc1172c36f3cf3db2c0,3a93a6dc4fb11c6477390d13ba887cfee7f9d84a68064fc1172c36f3cf3db2c0,358,
results/q2_scaling_baseline/v1/gate0_file_roles.csv,B1经典M0与输入快照,冻结N、D、Loss拟合、轨迹映射、Bootstrap与验证；本包只复用已冻结输出。,冻结M0运行产物（Gate 0复现清单）,HASH_MATCH,4c5091c00a59635fe3630211dc49344e4e5428a4606aaadabffeef365ec83928,4c5091c00a59635fe3630211dc49344e4e5428a4606aaadabffeef365ec83928,715,6
results/q2_scaling_baseline/v1/gate0_frozen_input_snapshot.json,B1经典M0与输入快照,冻结N、D、Loss拟合、轨迹映射、Bootstrap与验证；本包只复用已冻结输出。,冻结M0运行产物（Gate 0复现清单）,HASH_MATCH,05f20b329dc45099a975a8732e7b81f498baf9b3fac60b8e75194dcdc9b0323f,05f20b329dc45099a975a8732e7b81f498baf9b3fac60b8e75194dcdc9b0323f,3996,
results/q2_scaling_baseline/v1/leave_one_size_out.csv,B1经典M0与输入快照,冻结N、D、Loss拟合、轨迹映射、Bootstrap与验证；本包只复用已冻结输出。,冻结M0运行产物（Gate 0复现清单）,HASH_MATCH,1da4d0ca5909f584c0ab4a1e40a33113c9fc768940d154308088e0edb4e22708,1da4d0ca5909f584c0ab4a1e40a33113c9fc768940d154308088e0edb4e22708,1987,8
results/q2_scaling_baseline/v1/multistart_fits.csv,B1经典M0与输入快照,冻结N、D、Loss拟合、轨迹映射、Bootstrap与验证；本包只复用已冻结输出。,冻结M0运行产物（Gate 0复现清单）,HASH_MATCH,72926da185ab884a382a502e1ccabe1033737c6a66de6c638e9cbd593ffc36e3,72926da185ab884a382a502e1ccabe1033737c6a66de6c638e9cbd593ffc36e3,4956,24
results/q2_scaling_baseline/v1/q2_m0_marginal_effects_by_size.csv,B1经典M0与输入快照,冻结N、D、Loss拟合、轨迹映射、Bootstrap与验证；本包只复用已冻结输出。,Q2综合收口的实际输入清单,HASH_MATCH,6230d61ba866ac7d7c8f63c8eaa30614d8e58ce4e588fe0bb244229c25635ade,6230d61ba866ac7d7c8f63c8eaa30614d8e58ce4e588fe0bb244229c25635ade,3978,8
results/q2_scaling_baseline/v1/q2_m0_marginal_effects_report.md,B1经典M0与输入快照,冻结N、D、Loss拟合、轨迹映射、Bootstrap与验证；本包只复用已冻结输出。,Q2综合收口的实际输入清单,HASH_MATCH,5da3bdc13fc9c92081dd856870e8a422cda11307a21660743130ef54a5dbc285,5da3bdc13fc9c92081dd856870e8a422cda11307a21660743130ef54a5dbc285,4253,
results/q2_scaling_baseline/v1/q2_scaling_baseline_report.md,B1经典M0与输入快照,冻结N、D、Loss拟合、轨迹映射、Bootstrap与验证；本包只复用已冻结输出。,冻结M0运行产物（Gate 0复现清单）,HASH_MATCH,8aa65fc287cf4c3ae3b12f06abc56c76739a1c38f79c386b2c87d2bd9b314fd8,8aa65fc287cf4c3ae3b12f06abc56c76739a1c38f79c386b2c87d2bd9b314fd8,4587,
results/q2_scaling_baseline/v1/validation_comparability.json,B1经典M0与输入快照,冻结N、D、Loss拟合、轨迹映射、Bootstrap与验证；本包只复用已冻结输出。,冻结M0运行产物（Gate 0复现清单）; M0效应/验证收口的实际输入清单; Q2综合收口的实际输入清单,HASH_MATCH,73fcacf9a212cd5c63428329021e7389e8f5e0d1dbb582c31a1d2aea5d908a75,73fcacf9a212cd5c63428329021e7389e8f5e0d1dbb582c31a1d2aea5d908a75,658,
results/q2_scaling_baseline/v1/validation_metrics_by_source.csv,B1经典M0与输入快照,冻结N、D、Loss拟合、轨迹映射、Bootstrap与验证；本包只复用已冻结输出。,冻结M0运行产物（Gate 0复现清单）; M0效应/验证收口的实际输入清单; Q2综合收口的实际输入清单,HASH_MATCH,15ea2b015ba1bd1dad49b92999b13b97d26a676be3bfb68dd11c63f574755af0,15ea2b015ba1bd1dad49b92999b13b97d26a676be3bfb68dd11c63f574755af0,957,4
results/q2_scaling_baseline/v1/validation_metrics_by_stratum.csv,B1经典M0与输入快照,冻结N、D、Loss拟合、轨迹映射、Bootstrap与验证；本包只复用已冻结输出。,冻结M0运行产物（Gate 0复现清单）; M0效应/验证收口的实际输入清单; Q2综合收口的实际输入清单,HASH_MATCH,0167fe3480330135919c812902dc6786d64e0fbf218f62c481f35c4e7aa75798,0167fe3480330135919c812902dc6786d64e0fbf218f62c481f35c4e7aa75798,5525,42
results/q2_scaling_baseline/v1/复现清单.json,B1经典M0与输入快照,冻结N、D、Loss拟合、轨迹映射、Bootstrap与验证；本包只复用已冻结输出。,M0效应/验证收口的实际输入清单,HASH_MATCH,14ba89697200d34d506add1a327044251084291b98a8d5804be07c4673f97fb8,14ba89697200d34d506add1a327044251084291b98a8d5804be07c4673f97fb8,14823,
src/q2_m0_effects_validation_closeout.py,B2–B5验证和可比性,按来源记录验证数量和边界；B4/B5不与B1合并评分。,M0效应/验证收口的实际输入清单,HASH_MATCH,837fd30491d5d113b8f7e7853e34087bf13038bd71af679b27fbd1be086e0d1a,837fd30491d5d113b8f7e7853e34087bf13038bd71af679b27fbd1be086e0d1a,27975,
中文题目/F题/real_attachments/B_scaling_laws/cerebras_training_log.csv,B1经典M0与输入快照,冻结N、D、Loss拟合、轨迹映射、Bootstrap与验证；本包只复用已冻结输出。,M0原始输入快照（Gate 0复现清单）,HASH_MATCH,178f878cad2cb31e4ec104c670553de23818197876d824a113fdb911125951a6,178f878cad2cb31e4ec104c670553de23818197876d824a113fdb911125951a6,89643,1029
中文题目/F题/real_attachments/B_scaling_laws/published_scaling_data.csv,B1经典M0与输入快照,冻结N、D、Loss拟合、轨迹映射、Bootstrap与验证；本包只复用已冻结输出。,M0原始输入快照（Gate 0复现清单）,HASH_MATCH,dd858c5e48610e28589340d5db023d6abfb31df597506789ccdfc6a546731bbd,dd858c5e48610e28589340d5db023d6abfb31df597506789ccdfc6a546731bbd,1967,44
中文题目/F题/real_attachments/B_scaling_laws/pythia_checkpoint_index.csv,B1经典M0与输入快照,冻结N、D、Loss拟合、轨迹映射、Bootstrap与验证；本包只复用已冻结输出。,M0原始输入快照（Gate 0复现清单）,HASH_MATCH,0f7f63535cbc1bbef5165776562e71401af9f762cfe02aaea30c824f45fbc9ed,0f7f63535cbc1bbef5165776562e71401af9f762cfe02aaea30c824f45fbc9ed,117698,1386
中文题目/F题/real_attachments/B_scaling_laws/pythia_training_log_existing.csv,B1经典M0与输入快照,冻结N、D、Loss拟合、轨迹映射、Bootstrap与验证；本包只复用已冻结输出。,M0原始输入快照（Gate 0复现清单）,HASH_MATCH,529a59644b0f57bf3a76037838b614bfedc35e58bb26b93052e34ffc63e454c2,529a59644b0f57bf3a76037838b614bfedc35e58bb26b93052e34ffc63e454c2,111459,1176
中文题目/F题/real_attachments/B_scaling_laws/scaling_baseline.csv,B1经典M0与输入快照,冻结N、D、Loss拟合、轨迹映射、Bootstrap与验证；本包只复用已冻结输出。,M0原始输入快照（Gate 0复现清单）,HASH_MATCH,2272983ded93de35e05f9acbf95ebceedf43f283345e4be72b54fee94080391e,2272983ded93de35e05f9acbf95ebceedf43f283345e4be72b54fee94080391e,1421,57
中文题目/F题/real_attachments/B_scaling_laws/training_trajectories/pythia_0.070542B_trajectory.csv,B1经典M0与输入快照,冻结N、D、Loss拟合、轨迹映射、Bootstrap与验证；本包只复用已冻结输出。,M0原始输入快照（Gate 0复现清单）,HASH_MATCH,19663f2f14d62af377377962ec8f794148450bfb278fdbeb2452f4641fe6a440,19663f2f14d62af377377962ec8f794148450bfb278fdbeb2452f4641fe6a440,14040,500
中文题目/F题/real_attachments/B_scaling_laws/training_trajectories/pythia_0.162405B_trajectory.csv,B1经典M0与输入快照,冻结N、D、Loss拟合、轨迹映射、Bootstrap与验证；本包只复用已冻结输出。,M0原始输入快照（Gate 0复现清单）,HASH_MATCH,8e2b78cde966b0a3e8b6272935c3f3dcccc5a54e94bb7db79ded2fd8fdf5a124,8e2b78cde966b0a3e8b6272935c3f3dcccc5a54e94bb7db79ded2fd8fdf5a124,14040,500
中文题目/F题/real_attachments/B_scaling_laws/training_trajectories/pythia_0.409009B_trajectory.csv,B1经典M0与输入快照,冻结N、D、Loss拟合、轨迹映射、Bootstrap与验证；本包只复用已冻结输出。,M0原始输入快照（Gate 0复现清单）,HASH_MATCH,8c803195d475d8ff320afd90887ae48cec6463f4d01a2264c6680611ed9db170,8c803195d475d8ff320afd90887ae48cec6463f4d01a2264c6680611ed9db170,14040,500
中文题目/F题/real_attachments/B_scaling_laws/training_trajectories/pythia_1.040867B_trajectory.csv,B1经典M0与输入快照,冻结N、D、Loss拟合、轨迹映射、Bootstrap与验证；本包只复用已冻结输出。,M0原始输入快照（Gate 0复现清单）,HASH_MATCH,bb73b2852db183bee3d76c76f55e2bdcc292d7ed0881cb27966525b56afcafc0,bb73b2852db183bee3d76c76f55e2bdcc292d7ed0881cb27966525b56afcafc0,14040,500
中文题目/F题/real_attachments/B_scaling_laws/training_trajectories/pythia_1.416184B_trajectory.csv,B1经典M0与输入快照,冻结N、D、Loss拟合、轨迹映射、Bootstrap与验证；本包只复用已冻结输出。,M0原始输入快照（Gate 0复现清单）,HASH_MATCH,cd0d718747fb6048cb474066dbf35f64ef852f59cba2886484cbdf14bc68a02f,cd0d718747fb6048cb474066dbf35f64ef852f59cba2886484cbdf14bc68a02f,14040,500
中文题目/F题/real_attachments/B_scaling_laws/training_trajectories/pythia_11.965825B_trajectory.csv,B1经典M0与输入快照,冻结N、D、Loss拟合、轨迹映射、Bootstrap与验证；本包只复用已冻结输出。,M0原始输入快照（Gate 0复现清单）,HASH_MATCH,e223b3d48bc4fef3cbc03fd583ff7aef87e474903d829f6c417310cb99fa7b5e,e223b3d48bc4fef3cbc03fd583ff7aef87e474903d829f6c417310cb99fa7b5e,14540,500
中文题目/F题/real_attachments/B_scaling_laws/training_trajectories/pythia_2.782831B_trajectory.csv,B1经典M0与输入快照,冻结N、D、Loss拟合、轨迹映射、Bootstrap与验证；本包只复用已冻结输出。,M0原始输入快照（Gate 0复现清单）,HASH_MATCH,552f03249b69234009eb028b3296d6bd1b1cb3a52c0d3a84a669baa0e3179482,552f03249b69234009eb028b3296d6bd1b1cb3a52c0d3a84a669baa0e3179482,14040,500
中文题目/F题/real_attachments/B_scaling_laws/training_trajectories/pythia_6.86104B_trajectory.csv,B1经典M0与输入快照,冻结N、D、Loss拟合、轨迹映射、Bootstrap与验证；本包只复用已冻结输出。,M0原始输入快照（Gate 0复现清单）,HASH_MATCH,8814c8414fddc914444c74e6cf8da02e3e156a0d7fb8acea6c5da05e438bf054,8814c8414fddc914444c74e6cf8da02e3e156a0d7fb8acea6c5da05e438bf054,13540,500
中文题目/F题/数据说明(无隐藏字段版本）.pdf,Q2阶段输入/记录,实际使用的无隐藏字段版本；仅用于B6–B10数据角色核验，不用于M0拟合，也不替代历史原始PDF。,Q2完整回答补充复现清单（仅用可见文本核对B6–B10数据角色）,HASH_MATCH,b2c8e1b997f25ab7f5c83539931dfe2260262078fac85ed09f2e99b801f3866f,b2c8e1b997f25ab7f5c83539931dfe2260262078fac85ed09f2e99b801f3866f,489317,
中文题目/F题/数据说明.pdf,Q2阶段输入/记录,用于可追溯复核；具体用途见对应报告和manifest。,M0原始输入快照（Gate 0复现清单）,MISSING_AT_RECORDED_PATH,,f5c851bbe4b3d8c9079609c37f2c3b0835244067711d6d761c66adeaa8357835,,
题目分析报告.md,题意/数据污染边界,仅采纳可见正式题意、字段和可复核审计；低可见度文本不作为指令或建模证据。,M0原始输入快照（Gate 0复现清单）,CHANGED_SINCE_FROZEN_SNAPSHOT,2a2519b2ce7245b522f21d87252fb753cfea97d24c44dbce8674e858963595bb,978c7e7a13a24bda2a5b3d022a004bf8dcef10639aa80f19122037ce103d832a,51457,
