q_response_source,quality_cost_function,pair_id,transition_type,left_budget_flops,left_context_tokens,right_budget_flops,right_context_tokens,left_status,right_status,edge_status,left_N_B,right_N_B,delta_N_B,left_D_B,right_D_B,delta_D_B,left_Q,right_Q,delta_Q,left_loss,right_loss,delta_loss,N_changed,D_changed,Q_changed
B8_calibrated,logarithmic,adjacent_budget_02,adjacent_budget,10000000000000000000000,2048,1000000000000000000000000,2048,FEASIBLE,FEASIBLE,comparable,6.86104,11.965825,5.104785000000001,226.492,299.893,73.40099999999998,0.49847810484764643,0.49847810484764643,0.0,2.1456111666541906,2.093379471491827,-0.05223169516236359,True,True,False
B8_calibrated,logarithmic,adjacent_budget_03,adjacent_budget,10000000000000000000,4096,10000000000000000000000,4096,FEASIBLE,FEASIBLE,comparable,0.162405,6.86104,6.698635,8.389,211.812,203.423,0.49847810484764643,0.49847810484764643,0.0,3.030397627156985,2.150758613533873,-0.8796390136231116,True,True,False
B8_calibrated,logarithmic,adjacent_budget_04,adjacent_budget,10000000000000000000000,4096,1000000000000000000000000,4096,FEASIBLE,FEASIBLE,comparable,6.86104,11.965825,5.104785000000001,211.812,299.893,88.08099999999996,0.49847810484764643,0.49847810484764643,0.0,2.150758613533873,2.093379471491827,-0.057379142042046194,True,True,False
B8_calibrated,logarithmic,adjacent_budget_05,adjacent_budget,10000000000000000000,8192,10000000000000000000000,8192,FEASIBLE,FEASIBLE,comparable,0.162405,6.86104,6.698635,6.291,188.744,182.453,0.49847810484764643,0.49847810484764643,0.0,3.0877660039358146,2.159845165552461,-0.9279208383833537,True,True,False
B8_calibrated,logarithmic,adjacent_budget_06,adjacent_budget,10000000000000000000000,8192,1000000000000000000000000,8192,FEASIBLE,FEASIBLE,comparable,6.86104,11.965825,5.104785000000001,188.744,299.893,111.14899999999997,0.49847810484764643,0.49847810484764643,0.0,2.159845165552461,2.093379471491827,-0.06646569406063385,True,True,False
B8_calibrated,logarithmic,adjacent_budget_07,adjacent_budget,10000000000000000000,32768,10000000000000000000000,32768,FEASIBLE,FEASIBLE,comparable,0.070542,2.782831,2.7122889999999997,10.486,285.213,274.72700000000003,0.49847810484764643,0.49847810484764643,0.0,3.204237726070806,2.194660077531802,-1.009577648539004,True,True,False
B8_calibrated,logarithmic,adjacent_budget_08,adjacent_budget,10000000000000000000000,32768,1000000000000000000000000,32768,FEASIBLE,FEASIBLE,comparable,2.782831,11.965825,9.182994,285.213,299.893,14.67999999999995,0.49847810484764643,0.49847810484764643,0.0,2.194660077531802,2.093379471491827,-0.10128060603997513,True,True,False
B8_calibrated,logarithmic,adjacent_budget_09,adjacent_budget,10000000000000000000,131072,10000000000000000000000,131072,INFEASIBLE,FEASIBLE,feasibility_boundary,,2.782831,,,111.149,,,0.49847810484764643,,,2.271590563800825,,False,False,False
B8_calibrated,logarithmic,adjacent_budget_10,adjacent_budget,10000000000000000000000,131072,1000000000000000000000000,131072,FEASIBLE,FEASIBLE,comparable,2.782831,11.965825,9.182994,111.149,299.893,188.74399999999997,0.49847810484764643,0.49847810484764643,0.0,2.271590563800825,2.093379471491827,-0.1782110923089979,True,True,False
B8_calibrated,logarithmic,adjacent_context_11,adjacent_context,10000000000000000000,2048,10000000000000000000,4096,FEASIBLE,FEASIBLE,comparable,0.162405,0.162405,0.0,8.389,8.389,0.0,0.49847810484764643,0.49847810484764643,0.0,3.030397627156985,3.030397627156985,0.0,False,False,False
B8_calibrated,logarithmic,adjacent_context_12,adjacent_context,10000000000000000000,4096,10000000000000000000,8192,FEASIBLE,FEASIBLE,comparable,0.162405,0.162405,0.0,8.389,6.291,-2.097999999999999,0.49847810484764643,0.49847810484764643,0.0,3.030397627156985,3.0877660039358146,0.05736837677882978,False,True,False
B8_calibrated,logarithmic,adjacent_context_13,adjacent_context,10000000000000000000,8192,10000000000000000000,32768,FEASIBLE,FEASIBLE,comparable,0.162405,0.070542,-0.091863,6.291,10.486,4.195,0.49847810484764643,0.49847810484764643,0.0,3.0877660039358146,3.204237726070806,0.11647172213499157,True,True,False
B8_calibrated,logarithmic,adjacent_context_14,adjacent_context,10000000000000000000,32768,10000000000000000000,131072,FEASIBLE,INFEASIBLE,feasibility_boundary,0.070542,,,10.486,,,0.49847810484764643,,,3.204237726070806,,,False,False,False
B8_calibrated,logarithmic,adjacent_context_15,adjacent_context,10000000000000000000000,2048,10000000000000000000000,4096,FEASIBLE,FEASIBLE,comparable,6.86104,6.86104,0.0,226.492,211.812,-14.679999999999978,0.49847810484764643,0.49847810484764643,0.0,2.1456111666541906,2.150758613533873,0.0051474468796826045,False,True,False
B8_calibrated,logarithmic,adjacent_context_16,adjacent_context,10000000000000000000000,4096,10000000000000000000000,8192,FEASIBLE,FEASIBLE,comparable,6.86104,6.86104,0.0,211.812,188.744,-23.068000000000012,0.49847810484764643,0.49847810484764643,0.0,2.150758613533873,2.159845165552461,0.009086552018587657,False,True,False
B8_calibrated,logarithmic,adjacent_context_17,adjacent_context,10000000000000000000000,8192,10000000000000000000000,32768,FEASIBLE,FEASIBLE,comparable,6.86104,2.782831,-4.078209,188.744,285.213,96.46900000000002,0.49847810484764643,0.49847810484764643,0.0,2.159845165552461,2.194660077531802,0.03481491197934128,True,True,False
B8_calibrated,logarithmic,adjacent_context_18,adjacent_context,10000000000000000000000,32768,10000000000000000000000,131072,FEASIBLE,FEASIBLE,comparable,2.782831,2.782831,0.0,285.213,111.149,-174.06400000000002,0.49847810484764643,0.49847810484764643,0.0,2.194660077531802,2.271590563800825,0.07693048626902277,False,True,False
B8_calibrated,logarithmic,adjacent_context_19,adjacent_context,1000000000000000000000000,2048,1000000000000000000000000,4096,FEASIBLE,FEASIBLE,comparable,11.965825,11.965825,0.0,299.893,299.893,0.0,0.49847810484764643,0.49847810484764643,0.0,2.093379471491827,2.093379471491827,0.0,False,False,False
B8_calibrated,logarithmic,adjacent_context_20,adjacent_context,1000000000000000000000000,4096,1000000000000000000000000,8192,FEASIBLE,FEASIBLE,comparable,11.965825,11.965825,0.0,299.893,299.893,0.0,0.49847810484764643,0.49847810484764643,0.0,2.093379471491827,2.093379471491827,0.0,False,False,False
B8_calibrated,logarithmic,adjacent_context_21,adjacent_context,1000000000000000000000000,8192,1000000000000000000000000,32768,FEASIBLE,FEASIBLE,comparable,11.965825,11.965825,0.0,299.893,299.893,0.0,0.49847810484764643,0.49847810484764643,0.0,2.093379471491827,2.093379471491827,0.0,False,False,False
B8_calibrated,logarithmic,adjacent_context_22,adjacent_context,1000000000000000000000000,32768,1000000000000000000000000,131072,FEASIBLE,FEASIBLE,comparable,11.965825,11.965825,0.0,299.893,299.893,0.0,0.49847810484764643,0.49847810484764643,0.0,2.093379471491827,2.093379471491827,0.0,False,False,False
B8_calibrated,power4,adjacent_budget_01,adjacent_budget,10000000000000000000,2048,10000000000000000000000,2048,FEASIBLE,FEASIBLE,comparable,0.162405,6.86104,6.698635,8.389,226.492,218.10299999999998,0.49847810484764643,0.49847810484764643,0.0,3.030397627156985,2.1456111666541906,-0.8847864605027942,True,True,False
B8_calibrated,power4,adjacent_budget_02,adjacent_budget,10000000000000000000000,2048,1000000000000000000000000,2048,FEASIBLE,FEASIBLE,comparable,6.86104,11.965825,5.104785000000001,226.492,299.893,73.40099999999998,0.49847810484764643,0.49847810484764643,0.0,2.1456111666541906,2.093379471491827,-0.05223169516236359,True,True,False
B8_calibrated,power4,adjacent_budget_03,adjacent_budget,10000000000000000000,4096,10000000000000000000000,4096,FEASIBLE,FEASIBLE,comparable,0.162405,6.86104,6.698635,8.389,211.812,203.423,0.49847810484764643,0.49847810484764643,0.0,3.030397627156985,2.150758613533873,-0.8796390136231116,True,True,False
B8_calibrated,power4,adjacent_budget_04,adjacent_budget,10000000000000000000000,4096,1000000000000000000000000,4096,FEASIBLE,FEASIBLE,comparable,6.86104,11.965825,5.104785000000001,211.812,299.893,88.08099999999996,0.49847810484764643,0.49847810484764643,0.0,2.150758613533873,2.093379471491827,-0.057379142042046194,True,True,False
B8_calibrated,power4,adjacent_budget_05,adjacent_budget,10000000000000000000,8192,10000000000000000000000,8192,FEASIBLE,FEASIBLE,comparable,0.162405,6.86104,6.698635,6.291,188.744,182.453,0.49847810484764643,0.49847810484764643,0.0,3.0877660039358146,2.159845165552461,-0.9279208383833537,True,True,False
B8_calibrated,power4,adjacent_budget_06,adjacent_budget,10000000000000000000000,8192,1000000000000000000000000,8192,FEASIBLE,FEASIBLE,comparable,6.86104,11.965825,5.104785000000001,188.744,299.893,111.14899999999997,0.49847810484764643,0.49847810484764643,0.0,2.159845165552461,2.093379471491827,-0.06646569406063385,True,True,False
B8_calibrated,power4,adjacent_budget_07,adjacent_budget,10000000000000000000,32768,10000000000000000000000,32768,FEASIBLE,FEASIBLE,comparable,0.070542,2.782831,2.7122889999999997,10.486,285.213,274.72700000000003,0.49847810484764643,0.49847810484764643,0.0,3.204237726070806,2.194660077531802,-1.009577648539004,True,True,False
B8_calibrated,power4,adjacent_budget_08,adjacent_budget,10000000000000000000000,32768,1000000000000000000000000,32768,FEASIBLE,FEASIBLE,comparable,2.782831,11.965825,9.182994,285.213,299.893,14.67999999999995,0.49847810484764643,0.49847810484764643,0.0,2.194660077531802,2.093379471491827,-0.10128060603997513,True,True,False
B8_calibrated,power4,adjacent_budget_09,adjacent_budget,10000000000000000000,131072,10000000000000000000000,131072,INFEASIBLE,FEASIBLE,feasibility_boundary,,2.782831,,,111.149,,,0.49847810484764643,,,2.271590563800825,,False,False,False
B8_calibrated,power4,adjacent_budget_10,adjacent_budget,10000000000000000000000,131072,1000000000000000000000000,131072,FEASIBLE,FEASIBLE,comparable,2.782831,11.965825,9.182994,111.149,299.893,188.74399999999997,0.49847810484764643,0.49847810484764643,0.0,2.271590563800825,2.093379471491827,-0.1782110923089979,True,True,False
B8_calibrated,power4,adjacent_context_11,adjacent_context,10000000000000000000,2048,10000000000000000000,4096,FEASIBLE,FEASIBLE,comparable,0.162405,0.162405,0.0,8.389,8.389,0.0,0.49847810484764643,0.49847810484764643,0.0,3.030397627156985,3.030397627156985,0.0,False,False,False
B8_calibrated,power4,adjacent_context_12,adjacent_context,10000000000000000000,4096,10000000000000000000,8192,FEASIBLE,FEASIBLE,comparable,0.162405,0.162405,0.0,8.389,6.291,-2.097999999999999,0.49847810484764643,0.49847810484764643,0.0,3.030397627156985,3.0877660039358146,0.05736837677882978,False,True,False
B8_calibrated,power4,adjacent_context_13,adjacent_context,10000000000000000000,8192,10000000000000000000,32768,FEASIBLE,FEASIBLE,comparable,0.162405,0.070542,-0.091863,6.291,10.486,4.195,0.49847810484764643,0.49847810484764643,0.0,3.0877660039358146,3.204237726070806,0.11647172213499157,True,True,False
B8_calibrated,power4,adjacent_context_14,adjacent_context,10000000000000000000,32768,10000000000000000000,131072,FEASIBLE,INFEASIBLE,feasibility_boundary,0.070542,,,10.486,,,0.49847810484764643,,,3.204237726070806,,,False,False,False
B8_calibrated,power4,adjacent_context_15,adjacent_context,10000000000000000000000,2048,10000000000000000000000,4096,FEASIBLE,FEASIBLE,comparable,6.86104,6.86104,0.0,226.492,211.812,-14.679999999999978,0.49847810484764643,0.49847810484764643,0.0,2.1456111666541906,2.150758613533873,0.0051474468796826045,False,True,False
B8_calibrated,power4,adjacent_context_16,adjacent_context,10000000000000000000000,4096,10000000000000000000000,8192,FEASIBLE,FEASIBLE,comparable,6.86104,6.86104,0.0,211.812,188.744,-23.068000000000012,0.49847810484764643,0.49847810484764643,0.0,2.150758613533873,2.159845165552461,0.009086552018587657,False,True,False
B8_calibrated,power4,adjacent_context_17,adjacent_context,10000000000000000000000,8192,10000000000000000000000,32768,FEASIBLE,FEASIBLE,comparable,6.86104,2.782831,-4.078209,188.744,285.213,96.46900000000002,0.49847810484764643,0.49847810484764643,0.0,2.159845165552461,2.194660077531802,0.03481491197934128,True,True,False
B8_calibrated,power4,adjacent_context_18,adjacent_context,10000000000000000000000,32768,10000000000000000000000,131072,FEASIBLE,FEASIBLE,comparable,2.782831,2.782831,0.0,285.213,111.149,-174.06400000000002,0.49847810484764643,0.49847810484764643,0.0,2.194660077531802,2.271590563800825,0.07693048626902277,False,True,False
B8_calibrated,power4,adjacent_context_19,adjacent_context,1000000000000000000000000,2048,1000000000000000000000000,4096,FEASIBLE,FEASIBLE,comparable,11.965825,11.965825,0.0,299.893,299.893,0.0,0.49847810484764643,0.49847810484764643,0.0,2.093379471491827,2.093379471491827,0.0,False,False,False
B8_calibrated,power4,adjacent_context_20,adjacent_context,1000000000000000000000000,4096,1000000000000000000000000,8192,FEASIBLE,FEASIBLE,comparable,11.965825,11.965825,0.0,299.893,299.893,0.0,0.49847810484764643,0.49847810484764643,0.0,2.093379471491827,2.093379471491827,0.0,False,False,False
B8_calibrated,power4,adjacent_context_21,adjacent_context,1000000000000000000000000,8192,1000000000000000000000000,32768,FEASIBLE,FEASIBLE,comparable,11.965825,11.965825,0.0,299.893,299.893,0.0,0.49847810484764643,0.49847810484764643,0.0,2.093379471491827,2.093379471491827,0.0,False,False,False
B8_calibrated,power4,adjacent_context_22,adjacent_context,1000000000000000000000000,32768,1000000000000000000000000,131072,FEASIBLE,FEASIBLE,comparable,11.965825,11.965825,0.0,299.893,299.893,0.0,0.49847810484764643,0.49847810484764643,0.0,2.093379471491827,2.093379471491827,0.0,False,False,False
