scenario_id,budget_flops,context_length_tokens,grid_id,source_run_id,N_params_B,D_tokens_B,support_feasible,support_feasible_source_column,budget_feasible_recomputed,budget_feasible_existing,final_feasible_recomputed,cost_fields_match,mask_fields_match,C_train_flops,C_Q_flops,C_attn_flops,C_total_flops,budget_slack_flops
C10000000000000000000000_L4096,10000000000000000000000,4096,519,519,1.040867,96.469,True,m3_search_allowed,True,True,True,True,True,602468391738000000000,0,82257017751961600000,684725409489961600000,9315274590510038400000
C10000000000000000000000_L4096,10000000000000000000000,4096,520,520,1.040867,98.566,True,m3_search_allowed,True,True,True,True,True,615564580332000000000,0,84045084034662400000,699609664366662400000,9300390335633337600000
C10000000000000000000000_L4096,10000000000000000000000,4096,521,521,1.040867,100.663,True,m3_search_allowed,True,True,True,True,True,628660768926000000000,0,85833150317363200000,714493919243363200000,9285506080756636800000
C10000000000000000000000_L4096,10000000000000000000000,4096,522,522,1.040867,102.76,True,m3_search_allowed,True,True,True,True,True,641756957520000000000,0,87621216600064000000,729378174120064000000,9270621825879936000000
C10000000000000000000000_L4096,10000000000000000000000,4096,523,523,1.040867,104.858,True,m3_search_allowed,True,True,True,True,True,654859391316000000000,0,89410135561011200000,744269526877011200000,9255730473122988800000
C10000000000000000000000_L4096,10000000000000000000000,4096,524,524,1.040867,106.955,True,m3_search_allowed,True,True,True,True,True,667955579910000000000,0,91198201843712000000,759153781753712000000,9240846218246288000000
C10000000000000000000000_L4096,10000000000000000000000,4096,525,525,1.040867,109.052,True,m3_search_allowed,True,True,True,True,True,681051768504000000000,0,92986268126412800000,774038036630412800000,9225961963369587200000
C10000000000000000000000_L4096,10000000000000000000000,4096,526,526,1.040867,111.149,True,m3_search_allowed,True,True,True,True,True,694147957098000000000,0,94774334409113600000,788922291507113600000,9211077708492886400000
C10000000000000000000000_L4096,10000000000000000000000,4096,527,527,1.040867,113.246,True,m3_search_allowed,True,True,True,True,True,707244145692000000000,0,96562400691814400000,803806546383814400000,9196193453616185600000
C10000000000000000000000_L4096,10000000000000000000000,4096,528,528,1.040867,115.343,True,m3_search_allowed,True,True,True,True,True,720340334286000000000,0,98350466974515200000,818690801260515200000,9181309198739484800000
C10000000000000000000000_L4096,10000000000000000000000,4096,529,529,1.040867,117.441,True,m3_search_allowed,True,True,True,True,True,733442768082000000000,0,100139385935462400000,833582154017462400000,9166417845982537600000
C10000000000000000000000_L4096,10000000000000000000000,4096,530,530,1.040867,119.538,True,m3_search_allowed,True,True,True,True,True,746538956676000000000,0,101927452218163200000,848466408894163200000,9151533591105836800000
C10000000000000000000000_L4096,10000000000000000000000,4096,531,531,1.040867,121.635,True,m3_search_allowed,True,True,True,True,True,759635145270000000000,0,103715518500864000000,863350663770864000000,9136649336229136000000
C10000000000000000000000_L4096,10000000000000000000000,4096,532,532,1.040867,123.732,True,m3_search_allowed,True,True,True,True,True,772731333864000000000,0,105503584783564800000,878234918647564800000,9121765081352435200000
C10000000000000000000000_L4096,10000000000000000000000,4096,533,533,1.040867,125.829,True,m3_search_allowed,True,True,True,True,True,785827522458000000000,0,107291651066265600000,893119173524265600000,9106880826475734400000
C10000000000000000000000_L4096,10000000000000000000000,4096,534,534,1.040867,127.926,True,m3_search_allowed,True,True,True,True,True,798923711052000000000,0,109079717348966400000,908003428400966400000,9091996571599033600000
C10000000000000000000000_L4096,10000000000000000000000,4096,535,535,1.040867,130.023,True,m3_search_allowed,True,True,True,True,True,812019899646000000000,0,110867783631667200000,922887683277667200000,9077112316722332800000
C10000000000000000000000_L4096,10000000000000000000000,4096,536,536,1.040867,132.121,True,m3_search_allowed,True,True,True,True,True,825122333442000000000,0,112656702592614400000,937779036034614400000,9062220963965385600000
C10000000000000000000000_L4096,10000000000000000000000,4096,537,537,1.040867,134.218,True,m3_search_allowed,True,True,True,True,True,838218522036000000000,0,114444768875315200000,952663290911315200000,9047336709088684800000
C10000000000000000000000_L4096,10000000000000000000000,4096,538,538,1.040867,136.315,True,m3_search_allowed,True,True,True,True,True,851314710630000000000,0,116232835158016000000,967547545788016000000,9032452454211984000000
C10000000000000000000000_L4096,10000000000000000000000,4096,539,539,1.040867,138.412,True,m3_search_allowed,True,True,True,True,True,864410899224000000000,0,118020901440716800000,982431800664716800000,9017568199335283200000
C10000000000000000000000_L4096,10000000000000000000000,4096,540,540,1.040867,140.509,True,m3_search_allowed,True,True,True,True,True,877507087818000000000,0,119808967723417600000,997316055541417600000,9002683944458582400000
C10000000000000000000000_L4096,10000000000000000000000,4096,541,541,1.040867,142.606,True,m3_search_allowed,True,True,True,True,True,890603276412000000000,0,121597034006118400000,1012200310418118400000,8987799689581881600000
C10000000000000000000000_L4096,10000000000000000000000,4096,542,542,1.040867,144.703,True,m3_search_allowed,True,True,True,True,True,903699465006000000000,0,123385100288819200000,1027084565294819200000,8972915434705180800000
C10000000000000000000000_L4096,10000000000000000000000,4096,543,543,1.040867,146.801,True,m3_search_allowed,True,True,True,True,True,916801898802000000000,0,125174019249766400000,1041975918051766400000,8958024081948233600000
C10000000000000000000000_L4096,10000000000000000000000,4096,544,544,1.040867,148.898,True,m3_search_allowed,True,True,True,True,True,929898087396000000000,0,126962085532467200000,1056860172928467200000,8943139827071532800000
C10000000000000000000000_L4096,10000000000000000000000,4096,545,545,1.040867,150.995,True,m3_search_allowed,True,True,True,True,True,942994275990000000000,0,128750151815168000000,1071744427805168000000,8928255572194832000000
C10000000000000000000000_L4096,10000000000000000000000,4096,546,546,1.040867,153.092,True,m3_search_allowed,True,True,True,True,True,956090464584000000000,0,130538218097868800000,1086628682681868800000,8913371317318131200000
C10000000000000000000000_L4096,10000000000000000000000,4096,547,547,1.040867,155.189,True,m3_search_allowed,True,True,True,True,True,969186653178000000000,0,132326284380569600000,1101512937558569600000,8898487062441430400000
C10000000000000000000000_L4096,10000000000000000000000,4096,548,548,1.040867,157.286,True,m3_search_allowed,True,True,True,True,True,982282841772000000000,0,134114350663270400000,1116397192435270400000,8883602807564729600000
C10000000000000000000000_L4096,10000000000000000000000,4096,549,549,1.040867,159.384,True,m3_search_allowed,True,True,True,True,True,995385275568000000000,0,135903269624217600000,1131288545192217600000,8868711454807782400000
C10000000000000000000000_L4096,10000000000000000000000,4096,550,550,1.040867,161.481,True,m3_search_allowed,True,True,True,True,True,1008481464162000000000,0,137691335906918400000,1146172800068918400000,8853827199931081600000
C10000000000000000000000_L4096,10000000000000000000000,4096,551,551,1.040867,163.578,True,m3_search_allowed,True,True,True,True,True,1021577652756000000000,0,139479402189619200000,1161057054945619200000,8838942945054380800000
C10000000000000000000000_L4096,10000000000000000000000,4096,552,552,1.040867,165.675,True,m3_search_allowed,True,True,True,True,True,1034673841350000000000,0,141267468472320000000,1175941309822320000000,8824058690177680000000
C10000000000000000000000_L4096,10000000000000000000000,4096,553,553,1.040867,167.772,True,m3_search_allowed,True,True,True,True,True,1047770029944000000000,0,143055534755020800000,1190825564699020800000,8809174435300979200000
C10000000000000000000000_L4096,10000000000000000000000,4096,554,554,1.040867,169.869,True,m3_search_allowed,True,True,True,True,True,1060866218538000000000,0,144843601037721600000,1205709819575721600000,8794290180424278400000
C10000000000000000000000_L4096,10000000000000000000000,4096,555,555,1.040867,171.966,True,m3_search_allowed,True,True,True,True,True,1073962407132000000000,0,146631667320422400000,1220594074452422400000,8779405925547577600000
C10000000000000000000000_L4096,10000000000000000000000,4096,556,556,1.040867,174.064,True,m3_search_allowed,True,True,True,True,True,1087064840928000000000,0,148420586281369600000,1235485427209369600000,8764514572790630400000
C10000000000000000000000_L4096,10000000000000000000000,4096,557,557,1.040867,176.161,True,m3_search_allowed,True,True,True,True,True,1100161029522000000000,0,150208652564070400000,1250369682086070400000,8749630317913929600000
C10000000000000000000000_L4096,10000000000000000000000,4096,558,558,1.040867,178.258,True,m3_search_allowed,True,True,True,True,True,1113257218116000000000,0,151996718846771200000,1265253936962771200000,8734746063037228800000
C10000000000000000000000_L4096,10000000000000000000000,4096,559,559,1.040867,180.355,True,m3_search_allowed,True,True,True,True,True,1126353406710000000000,0,153784785129472000000,1280138191839472000000,8719861808160528000000
C10000000000000000000000_L4096,10000000000000000000000,4096,560,560,1.040867,182.452,True,m3_search_allowed,True,True,True,True,True,1139449595304000000000,0,155572851412172800000,1295022446716172800000,8704977553283827200000
C10000000000000000000000_L4096,10000000000000000000000,4096,561,561,1.040867,184.549,True,m3_search_allowed,True,True,True,True,True,1152545783898000000000,0,157360917694873600000,1309906701592873600000,8690093298407126400000
C10000000000000000000000_L4096,10000000000000000000000,4096,562,562,1.040867,186.647,True,m3_search_allowed,True,True,True,True,True,1165648217694000000000,0,159149836655820800000,1324798054349820800000,8675201945650179200000
C10000000000000000000000_L4096,10000000000000000000000,4096,563,563,1.040867,188.744,True,m3_search_allowed,True,True,True,True,True,1178744406288000000000,0,160937902938521600000,1339682309226521600000,8660317690773478400000
C10000000000000000000000_L4096,10000000000000000000000,4096,564,564,1.040867,190.841,True,m3_search_allowed,True,True,True,True,True,1191840594882000000000,0,162725969221222400000,1354566564103222400000,8645433435896777600000
C10000000000000000000000_L4096,10000000000000000000000,4096,565,565,1.040867,192.938,True,m3_search_allowed,True,True,True,True,True,1204936783476000000000,0,164514035503923200000,1369450818979923200000,8630549181020076800000
C10000000000000000000000_L4096,10000000000000000000000,4096,566,566,1.040867,195.035,True,m3_search_allowed,True,True,True,True,True,1218032972070000000000,0,166302101786624000000,1384335073856624000000,8615664926143376000000
C10000000000000000000000_L4096,10000000000000000000000,4096,567,567,1.040867,197.132,True,m3_search_allowed,True,True,True,True,True,1231129160664000000000,0,168090168069324800000,1399219328733324800000,8600780671266675200000
C10000000000000000000000_L4096,10000000000000000000000,4096,568,568,1.040867,199.229,True,m3_search_allowed,True,True,True,True,True,1244225349258000000000,0,169878234352025600000,1414103583610025600000,8585896416389974400000
C10000000000000000000000_L4096,10000000000000000000000,4096,569,569,1.040867,201.327,True,m3_search_allowed,True,True,True,True,True,1257327783054000000000,0,171667153312972800000,1428994936366972800000,8571005063633027200000
C10000000000000000000000_L4096,10000000000000000000000,4096,570,570,1.040867,203.424,True,m3_search_allowed,True,True,True,True,True,1270423971648000000000,0,173455219595673600000,1443879191243673600000,8556120808756326400000
C10000000000000000000000_L4096,10000000000000000000000,4096,571,571,1.040867,205.521,True,m3_search_allowed,True,True,True,True,True,1283520160242000000000,0,175243285878374400000,1458763446120374400000,8541236553879625600000
C10000000000000000000000_L4096,10000000000000000000000,4096,572,572,1.040867,207.618,True,m3_search_allowed,True,True,True,True,True,1296616348836000000000,0,177031352161075200000,1473647700997075200000,8526352299002924800000
C10000000000000000000000_L4096,10000000000000000000000,4096,573,573,1.040867,209.715,True,m3_search_allowed,True,True,True,True,True,1309712537430000000000,0,178819418443776000000,1488531955873776000000,8511468044126224000000
C10000000000000000000000_L4096,10000000000000000000000,4096,574,574,1.040867,211.812,True,m3_search_allowed,True,True,True,True,True,1322808726024000000000,0,180607484726476800000,1503416210750476800000,8496583789249523200000
C10000000000000000000000_L4096,10000000000000000000000,4096,575,575,1.040867,213.91,True,m3_search_allowed,True,True,True,True,True,1335911159820000000000,0,182396403687424000000,1518307563507424000000,8481692436492576000000
C10000000000000000000000_L4096,10000000000000000000000,4096,576,576,1.040867,216.007,True,m3_search_allowed,True,True,True,True,True,1349007348414000000000,0,184184469970124800000,1533191818384124800000,8466808181615875200000
C10000000000000000000000_L4096,10000000000000000000000,4096,577,577,1.040867,218.104,True,m3_search_allowed,True,True,True,True,True,1362103537008000000000,0,185972536252825600000,1548076073260825600000,8451923926739174400000
C10000000000000000000000_L4096,10000000000000000000000,4096,578,578,1.040867,220.201,True,m3_search_allowed,True,True,True,True,True,1375199725602000000000,0,187760602535526400000,1562960328137526400000,8437039671862473600000
C10000000000000000000000_L4096,10000000000000000000000,4096,579,579,1.040867,222.298,True,m3_search_allowed,True,True,True,True,True,1388295914196000000000,0,189548668818227200000,1577844583014227200000,8422155416985772800000
C10000000000000000000000_L4096,10000000000000000000000,4096,580,580,1.040867,224.395,True,m3_search_allowed,True,True,True,True,True,1401392102790000000000,0,191336735100928000000,1592728837890928000000,8407271162109072000000
C10000000000000000000000_L4096,10000000000000000000000,4096,581,581,1.040867,226.492,True,m3_search_allowed,True,True,True,True,True,1414488291384000000000,0,193124801383628800000,1607613092767628800000,8392386907232371200000
C10000000000000000000000_L4096,10000000000000000000000,4096,582,582,1.040867,228.59,True,m3_search_allowed,True,True,True,True,True,1427590725180000000000,0,194913720344576000000,1622504445524576000000,8377495554475424000000
C10000000000000000000000_L4096,10000000000000000000000,4096,583,583,1.040867,230.687,True,m3_search_allowed,True,True,True,True,True,1440686913774000000000,0,196701786627276800000,1637388700401276800000,8362611299598723200000
C10000000000000000000000_L4096,10000000000000000000000,4096,584,584,1.040867,232.784,True,m3_search_allowed,True,True,True,True,True,1453783102368000000000,0,198489852909977600000,1652272955277977600000,8347727044722022400000
C10000000000000000000000_L4096,10000000000000000000000,4096,585,585,1.040867,234.881,True,m3_search_allowed,True,True,True,True,True,1466879290962000000000,0,200277919192678400000,1667157210154678400000,8332842789845321600000
C10000000000000000000000_L4096,10000000000000000000000,4096,586,586,1.040867,236.978,True,m3_search_allowed,True,True,True,True,True,1479975479556000000000,0,202065985475379200000,1682041465031379200000,8317958534968620800000
C10000000000000000000000_L4096,10000000000000000000000,4096,587,587,1.040867,239.075,True,m3_search_allowed,True,True,True,True,True,1493071668150000000000,0,203854051758080000000,1696925719908080000000,8303074280091920000000
C10000000000000000000000_L4096,10000000000000000000000,4096,588,588,1.040867,241.172,True,m3_search_allowed,True,True,True,True,True,1506167856744000000000,0,205642118040780800000,1711809974784780800000,8288190025215219200000
C10000000000000000000000_L4096,10000000000000000000000,4096,589,589,1.040867,243.27,True,m3_search_allowed,True,True,True,True,True,1519270290540000000000,0,207431037001728000000,1726701327541728000000,8273298672458272000000
C10000000000000000000000_L4096,10000000000000000000000,4096,590,590,1.040867,245.367,True,m3_search_allowed,True,True,True,True,True,1532366479134000000000,0,209219103284428800000,1741585582418428800000,8258414417581571200000
C10000000000000000000000_L4096,10000000000000000000000,4096,591,591,1.040867,247.464,True,m3_search_allowed,True,True,True,True,True,1545462667728000000000,0,211007169567129600000,1756469837295129600000,8243530162704870400000
C10000000000000000000000_L4096,10000000000000000000000,4096,592,592,1.040867,249.561,True,m3_search_allowed,True,True,True,True,True,1558558856322000000000,0,212795235849830400000,1771354092171830400000,8228645907828169600000
C10000000000000000000000_L4096,10000000000000000000000,4096,593,593,1.040867,251.658,True,m3_search_allowed,True,True,True,True,True,1571655044916000000000,0,214583302132531200000,1786238347048531200000,8213761652951468800000
C10000000000000000000000_L4096,10000000000000000000000,4096,594,594,1.040867,253.755,True,m3_search_allowed,True,True,True,True,True,1584751233510000000000,0,216371368415232000000,1801122601925232000000,8198877398074768000000
C10000000000000000000000_L4096,10000000000000000000000,4096,595,595,1.040867,255.853,True,m3_search_allowed,True,True,True,True,True,1597853667306000000000,0,218160287376179200000,1816013954682179200000,8183986045317820800000
C10000000000000000000000_L4096,10000000000000000000000,4096,596,596,1.040867,257.95,True,m3_search_allowed,True,True,True,True,True,1610949855900000000000,0,219948353658880000000,1830898209558880000000,8169101790441120000000
C10000000000000000000000_L4096,10000000000000000000000,4096,597,597,1.040867,260.047,True,m3_search_allowed,True,True,True,True,True,1624046044494000000000,0,221736419941580800000,1845782464435580800000,8154217535564419200000
C10000000000000000000000_L4096,10000000000000000000000,4096,598,598,1.040867,262.144,True,m3_search_allowed,True,True,True,True,True,1637142233088000000000,0,223524486224281600000,1860666719312281600000,8139333280687718400000
C10000000000000000000000_L4096,10000000000000000000000,4096,599,599,1.040867,264.241,True,m3_search_allowed,True,True,True,True,True,1650238421682000000000,0,225312552506982400000,1875550974188982400000,8124449025811017600000
C10000000000000000000000_L4096,10000000000000000000000,4096,600,600,1.040867,266.338,True,m3_search_allowed,True,True,True,True,True,1663334610276000000000,0,227100618789683200000,1890435229065683200000,8109564770934316800000
C10000000000000000000000_L4096,10000000000000000000000,4096,601,601,1.040867,268.435,True,m3_search_allowed,True,True,True,True,True,1676430798870000000000,0,228888685072384000000,1905319483942384000000,8094680516057616000000
C10000000000000000000000_L4096,10000000000000000000000,4096,602,602,1.040867,270.533,True,m3_search_allowed,True,True,True,True,True,1689533232666000000000,0,230677604033331200000,1920210836699331200000,8079789163300668800000
C10000000000000000000000_L4096,10000000000000000000000,4096,603,603,1.040867,272.63,True,m3_search_allowed,True,True,True,True,True,1702629421260000000000,0,232465670316032000000,1935095091576032000000,8064904908423968000000
C10000000000000000000000_L4096,10000000000000000000000,4096,604,604,1.040867,274.727,True,m3_search_allowed,True,True,True,True,True,1715725609854000000000,0,234253736598732800000,1949979346452732800000,8050020653547267200000
C10000000000000000000000_L4096,10000000000000000000000,4096,605,605,1.040867,276.824,True,m3_search_allowed,True,True,True,True,True,1728821798448000000000,0,236041802881433600000,1964863601329433600000,8035136398670566400000
C10000000000000000000000_L4096,10000000000000000000000,4096,606,606,1.040867,278.921,True,m3_search_allowed,True,True,True,True,True,1741917987042000000000,0,237829869164134400000,1979747856206134400000,8020252143793865600000
C10000000000000000000000_L4096,10000000000000000000000,4096,607,607,1.040867,281.018,True,m3_search_allowed,True,True,True,True,True,1755014175636000000000,0,239617935446835200000,1994632111082835200000,8005367888917164800000
C10000000000000000000000_L4096,10000000000000000000000,4096,608,608,1.040867,283.116,True,m3_search_allowed,True,True,True,True,True,1768116609432000000000,0,241406854407782400000,2009523463839782400000,7990476536160217600000
C10000000000000000000000_L4096,10000000000000000000000,4096,609,609,1.040867,285.213,True,m3_search_allowed,True,True,True,True,True,1781212798026000000000,0,243194920690483200000,2024407718716483200000,7975592281283516800000
C10000000000000000000000_L4096,10000000000000000000000,4096,610,610,1.040867,287.31,True,m3_search_allowed,True,True,True,True,True,1794308986620000000000,0,244982986973184000000,2039291973593184000000,7960708026406816000000
C10000000000000000000000_L4096,10000000000000000000000,4096,611,611,1.040867,289.407,True,m3_search_allowed,True,True,True,True,True,1807405175214000000000,0,246771053255884800000,2054176228469884800000,7945823771530115200000
C10000000000000000000000_L4096,10000000000000000000000,4096,612,612,1.040867,291.504,True,m3_search_allowed,True,True,True,True,True,1820501363808000000000,0,248559119538585600000,2069060483346585600000,7930939516653414400000
C10000000000000000000000_L4096,10000000000000000000000,4096,613,613,1.040867,293.601,True,m3_search_allowed,True,True,True,True,True,1833597552402000000000,0,250347185821286400000,2083944738223286400000,7916055261776713600000
C10000000000000000000000_L4096,10000000000000000000000,4096,614,614,1.040867,295.698,True,m3_search_allowed,True,True,True,True,True,1846693740996000000000,0,252135252103987200000,2098828993099987200000,7901171006900012800000
C10000000000000000000000_L4096,10000000000000000000000,4096,615,615,1.040867,297.796,True,m3_search_allowed,True,True,True,True,True,1859796174792000000000,0,253924171064934400000,2113720345856934400000,7886279654143065600000
C10000000000000000000000_L4096,10000000000000000000000,4096,616,616,1.040867,299.893,True,m3_search_allowed,True,True,True,True,True,1872892363386000000000,0,255712237347635200000,2128604600733635200000,7871395399266364800000
C10000000000000000000000_L4096,10000000000000000000000,4096,624,624,1.416184,0.134,True,m3_search_allowed,True,True,True,True,True,1138611936000000000,0,155458482995200000,1294070418995200000,9998705929581004800000
C10000000000000000000000_L4096,10000000000000000000000,4096,625,625,1.416184,0.268,True,m3_search_allowed,True,True,True,True,True,2277223872000000000,0,310916965990400000,2588140837990400000,9997411859162009600000
C10000000000000000000000_L4096,10000000000000000000000,4096,626,626,1.416184,0.537,True,m3_search_allowed,True,True,True,True,True,4562944848000000000,0,622994069913600000,5185938917913600000,9994814061082086400000
C10000000000000000000000_L4096,10000000000000000000000,4096,627,627,1.416184,1.074,True,m3_search_allowed,True,True,True,True,True,9125889696000000000,0,1245988139827200000,10371877835827200000,9989628122164172800000
C10000000000000000000000_L4096,10000000000000000000000,4096,628,628,1.416184,2.097,True,m3_search_allowed,True,True,True,True,True,17818427088000000000,0,2432809245081600000,20251236333081600000,9979748763666918400000
C10000000000000000000000_L4096,10000000000000000000000,4096,629,629,1.416184,4.194,True,m3_search_allowed,True,True,True,True,True,35636854176000000000,0,4865618490163200000,40502472666163200000,9959497527333836800000
C10000000000000000000000_L4096,10000000000000000000000,4096,630,630,1.416184,6.291,True,m3_search_allowed,True,True,True,True,True,53455281264000000000,0,7298427735244800000,60753708999244800000,9939246291000755200000
C10000000000000000000000_L4096,10000000000000000000000,4096,631,631,1.416184,8.389,True,m3_search_allowed,True,True,True,True,True,71282205456000000000,0,9732397118259200000,81014602574259200000,9918985397425740800000
C10000000000000000000000_L4096,10000000000000000000000,4096,632,632,1.416184,10.486,True,m3_search_allowed,True,True,True,True,True,89100632544000000000,0,12165206363340800000,101265838907340800000,9898734161092659200000
C10000000000000000000000_L4096,10000000000000000000000,4096,633,633,1.416184,12.583,True,m3_search_allowed,True,True,True,True,True,106919059632000000000,0,14598015608422400000,121517075240422400000,9878482924759577600000
C10000000000000000000000_L4096,10000000000000000000000,4096,634,634,1.416184,14.68,True,m3_search_allowed,True,True,True,True,True,124737486720000000000,0,17030824853504000000,141768311573504000000,9858231688426496000000
C10000000000000000000000_L4096,10000000000000000000000,4096,635,635,1.416184,16.777,True,m3_search_allowed,True,True,True,True,True,142555913808000000000,0,19463634098585600000,162019547906585600000,9837980452093414400000
C10000000000000000000000_L4096,10000000000000000000000,4096,636,636,1.416184,18.874,True,m3_search_allowed,True,True,True,True,True,160374340896000000000,0,21896443343667200000,182270784239667200000,9817729215760332800000
C10000000000000000000000_L4096,10000000000000000000000,4096,637,637,1.416184,20.972,True,m3_search_allowed,True,True,True,True,True,178201265088000000000,0,24330412726681600000,202531677814681600000,9797468322185318400000
C10000000000000000000000_L4096,10000000000000000000000,4096,638,638,1.416184,23.069,True,m3_search_allowed,True,True,True,True,True,196019692176000000000,0,26763221971763200000,222782914147763200000,9777217085852236800000
C10000000000000000000000_L4096,10000000000000000000000,4096,639,639,1.416184,25.166,True,m3_search_allowed,True,True,True,True,True,213838119264000000000,0,29196031216844800000,243034150480844800000,9756965849519155200000
C10000000000000000000000_L4096,10000000000000000000000,4096,640,640,1.416184,27.263,True,m3_search_allowed,True,True,True,True,True,231656546352000000000,0,31628840461926400000,263285386813926400000,9736714613186073600000
C10000000000000000000000_L4096,10000000000000000000000,4096,641,641,1.416184,29.36,True,m3_search_allowed,True,True,True,True,True,249474973440000000000,0,34061649707008000000,283536623147008000000,9716463376852992000000
C10000000000000000000000_L4096,10000000000000000000000,4096,642,642,1.416184,31.457,True,m3_search_allowed,True,True,True,True,True,267293400528000000000,0,36494458952089600000,303787859480089600000,9696212140519910400000
C10000000000000000000000_L4096,10000000000000000000000,4096,643,643,1.416184,33.554,True,m3_search_allowed,True,True,True,True,True,285111827616000000000,0,38927268197171200000,324039095813171200000,9675960904186828800000
C10000000000000000000000_L4096,10000000000000000000000,4096,644,644,1.416184,35.652,True,m3_search_allowed,True,True,True,True,True,302938751808000000000,0,41361237580185600000,344299989388185600000,9655700010611814400000
C10000000000000000000000_L4096,10000000000000000000000,4096,645,645,1.416184,37.749,True,m3_search_allowed,True,True,True,True,True,320757178896000000000,0,43794046825267200000,364551225721267200000,9635448774278732800000
C10000000000000000000000_L4096,10000000000000000000000,4096,646,646,1.416184,39.846,True,m3_search_allowed,True,True,True,True,True,338575605984000000000,0,46226856070348800000,384802462054348800000,9615197537945651200000
C10000000000000000000000_L4096,10000000000000000000000,4096,647,647,1.416184,41.943,True,m3_search_allowed,True,True,True,True,True,356394033072000000000,0,48659665315430400000,405053698387430400000,9594946301612569600000
C10000000000000000000000_L4096,10000000000000000000000,4096,648,648,1.416184,44.04,True,m3_search_allowed,True,True,True,True,True,374212460160000000000,0,51092474560512000000,425304934720512000000,9574695065279488000000
C10000000000000000000000_L4096,10000000000000000000000,4096,649,649,1.416184,46.137,True,m3_search_allowed,True,True,True,True,True,392030887248000000000,0,53525283805593600000,445556171053593600000,9554443828946406400000
C10000000000000000000000_L4096,10000000000000000000000,4096,650,650,1.416184,48.234,True,m3_search_allowed,True,True,True,True,True,409849314336000000000,0,55958093050675200000,465807407386675200000,9534192592613324800000
C10000000000000000000000_L4096,10000000000000000000000,4096,651,651,1.416184,50.332,True,m3_search_allowed,True,True,True,True,True,427676238528000000000,0,58392062433689600000,486068300961689600000,9513931699038310400000
C10000000000000000000000_L4096,10000000000000000000000,4096,652,652,1.416184,52.429,True,m3_search_allowed,True,True,True,True,True,445494665616000000000,0,60824871678771200000,506319537294771200000,9493680462705228800000
C10000000000000000000000_L4096,10000000000000000000000,4096,653,653,1.416184,54.526,True,m3_search_allowed,True,True,True,True,True,463313092704000000000,0,63257680923852800000,526570773627852800000,9473429226372147200000
C10000000000000000000000_L4096,10000000000000000000000,4096,654,654,1.416184,56.623,True,m3_search_allowed,True,True,True,True,True,481131519792000000000,0,65690490168934400000,546822009960934400000,9453177990039065600000
C10000000000000000000000_L4096,10000000000000000000000,4096,655,655,1.416184,58.72,True,m3_search_allowed,True,True,True,True,True,498949946880000000000,0,68123299414016000000,567073246294016000000,9432926753705984000000
C10000000000000000000000_L4096,10000000000000000000000,4096,656,656,1.416184,60.817,True,m3_search_allowed,True,True,True,True,True,516768373968000000000,0,70556108659097600000,587324482627097600000,9412675517372902400000
C10000000000000000000000_L4096,10000000000000000000000,4096,657,657,1.416184,62.915,True,m3_search_allowed,True,True,True,True,True,534595298160000000000,0,72990078042112000000,607585376202112000000,9392414623797888000000
C10000000000000000000000_L4096,10000000000000000000000,4096,658,658,1.416184,65.012,True,m3_search_allowed,True,True,True,True,True,552413725248000000000,0,75422887287193600000,627836612535193600000,9372163387464806400000
C10000000000000000000000_L4096,10000000000000000000000,4096,659,659,1.416184,67.109,True,m3_search_allowed,True,True,True,True,True,570232152336000000000,0,77855696532275200000,648087848868275200000,9351912151131724800000
C10000000000000000000000_L4096,10000000000000000000000,4096,660,660,1.416184,69.206,True,m3_search_allowed,True,True,True,True,True,588050579424000000000,0,80288505777356800000,668339085201356800000,9331660914798643200000
C10000000000000000000000_L4096,10000000000000000000000,4096,661,661,1.416184,71.303,True,m3_search_allowed,True,True,True,True,True,605869006512000000000,0,82721315022438400000,688590321534438400000,9311409678465561600000
C10000000000000000000000_L4096,10000000000000000000000,4096,662,662,1.416184,73.4,True,m3_search_allowed,True,True,True,True,True,623687433600000000000,0,85154124267520000000,708841557867520000000,9291158442132480000000
C10000000000000000000000_L4096,10000000000000000000000,4096,663,663,1.416184,75.497,True,m3_search_allowed,True,True,True,True,True,641505860688000000000,0,87586933512601600000,729092794200601600000,9270907205799398400000
C10000000000000000000000_L4096,10000000000000000000000,4096,664,664,1.416184,77.595,True,m3_search_allowed,True,True,True,True,True,659332784880000000000,0,90020902895616000000,749353687775616000000,9250646312224384000000
C10000000000000000000000_L4096,10000000000000000000000,4096,665,665,1.416184,79.692,True,m3_search_allowed,True,True,True,True,True,677151211968000000000,0,92453712140697600000,769604924108697600000,9230395075891302400000
C10000000000000000000000_L4096,10000000000000000000000,4096,666,666,1.416184,81.789,True,m3_search_allowed,True,True,True,True,True,694969639056000000000,0,94886521385779200000,789856160441779200000,9210143839558220800000
C10000000000000000000000_L4096,10000000000000000000000,4096,667,667,1.416184,83.886,True,m3_search_allowed,True,True,True,True,True,712788066144000000000,0,97319330630860800000,810107396774860800000,9189892603225139200000
C10000000000000000000000_L4096,10000000000000000000000,4096,668,668,1.416184,85.983,True,m3_search_allowed,True,True,True,True,True,730606493232000000000,0,99752139875942400000,830358633107942400000,9169641366892057600000
C10000000000000000000000_L4096,10000000000000000000000,4096,669,669,1.416184,88.08,True,m3_search_allowed,True,True,True,True,True,748424920320000000000,0,102184949121024000000,850609869441024000000,9149390130558976000000
