grid_id,source_run_id,N_params_B,D_tokens_B,N_parameters,D_tokens,observed_exact,matched_run_id,observed_val_loss,m0_predicted_val_loss
373,373,0.409009,113.246,409009000,113246000000,True,373,2.4998,2.4996152551390995
374,374,0.409009,115.343,409009000,115343000000,True,374,2.498,2.4979244550763977
375,375,0.409009,117.441,409009000,117441000000,True,375,2.4965,2.4962717686121585
376,376,0.409009,119.538,409009000,119538000000,True,376,2.4946,2.4946572051421834
377,377,0.409009,121.635,409009000,121635000000,True,377,2.4932,2.4930784914093094
378,378,0.409009,123.732,409009000,123732000000,True,378,2.4916,2.4915342336225033
379,379,0.409009,125.829,409009000,125829000000,True,379,2.4903,2.490023114641971
380,380,0.409009,127.926,409009000,127926000000,True,380,2.4884,2.4885438885691262
381,381,0.409009,130.023,409009000,130023000000,True,381,2.487,2.487095375799978
382,382,0.409009,132.121,409009000,132121000000,True,382,2.4856,2.4856757887430803
383,383,0.409009,134.218,409009000,134218000000,True,383,2.484,2.4842854200387263
384,384,0.409009,136.315,409009000,136315000000,True,384,2.4829,2.4829225796720378
385,385,0.409009,138.412,409009000,138412000000,True,385,2.4815,2.4815863115237007
386,386,0.409009,140.509,409009000,140509000000,True,386,2.4803,2.480275706532016
387,387,0.409009,142.606,409009000,142606000000,True,387,2.479,2.478989899715347
388,388,0.409009,144.703,409009000,144703000000,True,388,2.478,2.4777280674236186
389,389,0.409009,146.801,409009000,146801000000,True,389,2.4766,2.4764888395359916
390,390,0.409009,148.898,409009000,148898000000,True,390,2.4752,2.4752726486880072
391,391,0.409009,150.995,409009000,150995000000,True,391,2.474,2.474078184602828
392,392,0.409009,153.092,409009000,153092000000,True,392,2.473,2.4729047653873764
393,393,0.409009,155.189,409009000,155189000000,True,393,2.4716,2.471751739518985
394,394,0.409009,157.286,409009000,157286000000,True,394,2.4708,2.47061848410397
395,395,0.409009,159.384,409009000,159384000000,True,395,2.4696,2.4695038764664803
396,396,0.409009,161.481,409009000,161481000000,True,396,2.4683,2.468408408544961
397,397,0.409009,163.578,409009000,163578000000,True,397,2.4671,2.4673309982649174
398,398,0.409009,165.675,409009000,165675000000,True,398,2.4664,2.4662711221321008
399,399,0.409009,167.772,409009000,167772000000,True,399,2.4652,2.4652282782111077
400,400,0.409009,169.869,409009000,169869000000,True,400,2.4644,2.4642019849811874
401,401,0.409009,171.966,409009000,171966000000,True,401,2.463,2.4631917802660532
402,402,0.409009,174.064,409009000,174064000000,True,402,2.4621,2.462196749618038
403,403,0.409009,176.161,409009000,176161000000,True,403,2.4612,2.461217414993712
404,404,0.409009,178.258,409009000,178258000000,True,404,2.4603,2.4602528885237587
405,405,0.409009,180.355,409009000,180355000000,True,405,2.4592,2.459302776008204
406,406,0.409009,182.452,409009000,182452000000,True,406,2.4584,2.4583666981695282
407,407,0.409009,184.549,409009000,184549000000,True,407,2.4573,2.4574442899239495
408,408,0.409009,186.647,409009000,186647000000,True,408,2.4565,2.4565347692993273
409,409,0.409009,188.744,409009000,188744000000,True,409,2.4557,2.455638664488015
410,410,0.409009,190.841,409009000,190841000000,True,410,2.4548,2.4547552123739833
411,411,0.409009,192.938,409009000,192938000000,True,411,2.454,2.4538840981906445
412,412,0.409009,195.035,409009000,195035000000,True,412,2.4529,2.453025018315126
413,413,0.409009,197.132,409009000,197132000000,True,413,2.452,2.452177679758957
414,414,0.409009,199.229,409009000,199229000000,True,414,2.4515,2.4513417996871674
415,415,0.409009,201.327,409009000,201327000000,True,415,2.4506,2.450516714316271
416,416,0.409009,203.424,409009000,203424000000,True,416,2.4496,2.449702946222021
417,417,0.409009,205.521,409009000,205521000000,True,417,2.4491,2.448899844487687
418,418,0.409009,207.618,409009000,207618000000,True,418,2.4481,2.448107162593095
419,419,0.409009,209.715,409009000,209715000000,True,419,2.4475,2.4473246621324813
420,420,0.409009,211.812,409009000,211812000000,True,420,2.4466,2.446552112469427
421,421,0.409009,213.91,409009000,213910000000,True,421,2.446,2.4457889289273194
422,422,0.409009,216.007,409009000,216007000000,True,422,2.4452,2.4450356228939762
423,423,0.409009,218.104,409009000,218104000000,True,423,2.4443,2.444291619078534
424,424,0.409009,220.201,409009000,220201000000,True,424,2.4437,2.4435567148168627
425,425,0.409009,222.298,409009000,222298000000,True,425,2.4429,2.4428307137367815
426,426,0.409009,224.395,409009000,224395000000,True,426,2.4423,2.4421134255055503
427,427,0.409009,226.492,409009000,226492000000,True,427,2.4413,2.4414046655897446
428,428,0.409009,228.59,409009000,228590000000,True,428,2.4408,2.44070392298472
429,429,0.409009,230.687,409009000,230687000000,True,429,2.4401,2.4400116920236745
430,430,0.409009,232.784,409009000,232784000000,True,430,2.4391,2.4393274682643704
431,431,0.409009,234.881,409009000,234881000000,True,431,2.4385,2.4386510881953445
432,432,0.409009,236.978,409009000,236978000000,True,432,2.4377,2.4379823930660556
433,433,0.409009,239.075,409009000,239075000000,True,433,2.4373,2.4373212287075914
434,434,0.409009,241.172,409009000,241172000000,True,434,2.4368,2.4366674453616257
435,435,0.409009,243.27,409009000,243270000000,True,435,2.4362,2.4360205909001778
436,436,0.409009,245.367,409009000,245367000000,True,436,2.4354,2.435381140487686
437,437,0.409009,247.464,409009000,247464000000,True,437,2.4349,2.4347486466158497
438,438,0.409009,249.561,409009000,249561000000,True,438,2.434,2.4341229756101104
439,439,0.409009,251.658,409009000,251658000000,True,439,2.4333,2.4335039974603463
440,440,0.409009,253.755,409009000,253755000000,True,440,2.4329,2.432891585690874
441,441,0.409009,255.853,409009000,255853000000,True,441,2.4323,2.432285329784748
442,442,0.409009,257.95,409009000,257950000000,True,442,2.4317,2.4316856878576196
443,443,0.409009,260.047,409009000,260047000000,True,443,2.4309,2.431092252818484
444,444,0.409009,262.144,409009000,262144000000,True,444,2.4305,2.430504911139523
445,445,0.409009,264.241,409009000,264241000000,True,445,2.4298,2.4299235522564384
446,446,0.409009,266.338,409009000,266338000000,True,446,2.4294,2.4293480684683058
447,447,0.409009,268.435,409009000,268435000000,True,447,2.4288,2.4287783548415667
448,448,0.409009,270.533,409009000,270533000000,True,448,2.4281,2.428214041476628
449,449,0.409009,272.63,409009000,272630000000,True,449,2.4276,2.4276555666168425
450,450,0.409009,274.727,409009000,274727000000,True,450,2.427,2.4271025627741256
451,451,0.409009,276.824,409009000,276824000000,True,451,2.4266,2.426554935201461
452,452,0.409009,278.921,409009000,278921000000,True,452,2.4261,2.4260125914945734
453,453,0.409009,281.018,409009000,281018000000,True,453,2.4254,2.4254754415169035
454,454,0.409009,283.116,409009000,283116000000,True,454,2.425,2.42494314481495
455,455,0.409009,285.213,409009000,285213000000,True,455,2.4244,2.424416122973048
456,456,0.409009,287.31,409009000,287310000000,True,456,2.4238,2.4238940373106153
457,457,0.409009,289.407,409009000,289407000000,True,457,2.4234,2.423376806069501
458,458,0.409009,291.504,409009000,291504000000,True,458,2.4228,2.4228643494256388
459,459,0.409009,293.601,409009000,293601000000,True,459,2.4223,2.422356589429767
460,460,0.409009,295.698,409009000,295698000000,True,460,2.4217,2.421853449950382
461,461,0.409009,297.796,409009000,297796000000,True,461,2.4216,2.4213546199266105
462,462,0.409009,299.893,409009000,299893000000,True,462,2.4209,2.4208605022003455
470,470,1.040867,0.134,1040867000,134000000,True,470,4.2153,4.215862659148774
471,471,1.040867,0.268,1040867000,268000000,True,471,3.8315,3.831994269866949
472,472,1.040867,0.537,1040867000,537000000,True,472,3.5146,3.5150467832436325
473,473,1.040867,1.074,1040867000,1074000000,True,473,3.2545,3.254759849979395
474,474,1.040867,2.097,1040867000,2097000000,True,474,3.0476,3.0471290586736224
475,475,1.040867,4.194,1040867000,4194000000,True,475,2.8697,2.8693544595144207
476,476,1.040867,6.291,1040867000,6291000000,True,476,2.7802,2.780274085661116
477,477,1.040867,8.389,1040867000,8389000000,True,477,2.723,2.722905708882286
478,478,1.040867,10.486,1040867000,10486000000,True,478,2.6816,2.681503850874625
479,479,1.040867,12.583,1040867000,12583000000,True,479,2.6501,2.6495429532692376
480,480,1.040867,14.68,1040867000,14680000000,True,480,2.6239,2.6237636325087306
481,481,1.040867,16.777,1040867000,16777000000,True,481,2.6023,2.6023138601288114
482,482,1.040867,18.874,1040867000,18874000000,True,482,2.5839,2.584047708295607
483,483,1.040867,20.972,1040867000,20972000000,True,483,2.5679,2.5682033840660567
484,484,1.040867,23.069,1040867000,23069000000,True,484,2.5543,2.554274372392862
485,485,1.040867,25.166,1040867000,25166000000,True,485,2.5417,2.541878452193611
486,486,1.040867,27.263,1040867000,27263000000,True,486,2.5305,2.5307387422885324
487,487,1.040867,29.36,1040867000,29360000000,True,487,2.5205,2.520645041570504
488,488,1.040867,31.457,1040867000,31457000000,True,488,2.5113,2.5114343026339014
489,489,1.040867,33.554,1040867000,33554000000,True,489,2.5032,2.5029777093337002
490,490,1.040867,35.652,1040867000,35652000000,True,490,2.4953,2.495168279965453
491,491,1.040867,37.749,1040867000,37749000000,True,491,2.4879,2.4879292713100276
492,492,1.040867,39.846,1040867000,39846000000,True,492,2.4814,2.4811874810274595
493,493,1.040867,41.943,1040867000,41943000000,True,493,2.4749,2.4748851629987967
494,494,1.040867,44.04,1040867000,44040000000,True,494,2.4688,2.468973752896822
495,495,1.040867,46.137,1040867000,46137000000,True,495,2.4636,2.463412050989628
496,496,1.040867,48.234,1040867000,48234000000,True,496,2.4582,2.4581648290625306
497,497,1.040867,50.332,1040867000,50332000000,True,497,2.453,2.4531994453994157
498,498,1.040867,52.429,1040867000,52429000000,True,498,2.4485,2.4484943254359566
499,499,1.040867,54.526,1040867000,54526000000,True,499,2.4439,2.4440241053338543
500,500,1.040867,56.623,1040867000,56623000000,True,500,2.4396,2.439768677687572
501,501,1.040867,58.72,1040867000,58720000000,True,501,2.4358,2.4357103218155167
502,502,1.040867,60.817,1040867000,60817000000,True,502,2.4321,2.4318333469686326
503,503,1.040867,62.915,1040867000,62915000000,True,503,2.4279,2.428122068046478
504,504,1.040867,65.012,1040867000,65012000000,True,504,2.4246,2.424567558373632
505,505,1.040867,67.109,1040867000,67109000000,True,505,2.4211,2.4211568426285295
506,506,1.040867,69.206,1040867000,69206000000,True,506,2.4178,2.417879875710151
507,507,1.040867,71.303,1040867000,71303000000,True,507,2.4146,2.414727592074611
508,508,1.040867,73.4,1040867000,73400000000,True,508,2.4116,2.4116917846818637
509,509,1.040867,75.497,1040867000,75497000000,True,509,2.4088,2.4087650018804116
510,510,1.040867,77.595,1040867000,77595000000,True,510,2.4058,2.4059391355923827
511,511,1.040867,79.692,1040867000,79692000000,True,511,2.4032,2.4032106841027927
512,512,1.040867,81.789,1040867000,81789000000,True,512,2.4006,2.4005726093664315
513,513,1.040867,83.886,1040867000,83886000000,True,513,2.398,2.398019713098428
514,514,1.040867,85.983,1040867000,85983000000,True,514,2.3954,2.3955472165840654
515,515,1.040867,88.08,1040867000,88080000000,True,515,2.3931,2.393150717548743
516,516,1.040867,90.178,1040867000,90178000000,True,516,2.3909,2.3908250604004886
517,517,1.040867,92.275,1040867000,92275000000,True,517,2.3886,2.388568702548826
518,518,1.040867,94.372,1040867000,94372000000,True,518,2.3863,2.386377036727448
519,519,1.040867,96.469,1040867000,96469000000,True,519,2.3842,2.384246831261245
520,520,1.040867,98.566,1040867000,98566000000,True,520,2.3822,2.382175081748981
521,521,1.040867,100.663,1040867000,100663000000,True,521,2.38,2.380158990643905
522,522,1.040867,102.76,1040867000,102760000000,True,522,2.3782,2.3781959490511047
523,523,1.040867,104.858,1040867000,104858000000,True,523,2.3762,2.3762826201833205
524,524,1.040867,106.955,1040867000,106955000000,True,524,2.3745,2.3744185484312244
525,525,1.040867,109.052,1040867000,109052000000,True,525,2.3725,2.372600676043465
526,526,1.040867,111.149,1040867000,111149000000,True,526,2.3706,2.3708270020881
527,527,1.040867,113.246,1040867000,113246000000,True,527,2.3689,2.3690956479851284
528,528,1.040867,115.343,1040867000,115343000000,True,528,2.3674,2.3674048479224266
529,529,1.040867,117.441,1040867000,117441000000,True,529,2.3658,2.3657521614581873
530,530,1.040867,119.538,1040867000,119538000000,True,530,2.364,2.364137597988212
531,531,1.040867,121.635,1040867000,121635000000,True,531,2.3626,2.362558884255338
532,532,1.040867,123.732,1040867000,123732000000,True,532,2.3608,2.361014626468532
533,533,1.040867,125.829,1040867000,125829000000,True,533,2.3595,2.3595035074879998
534,534,1.040867,127.926,1040867000,127926000000,True,534,2.3579,2.358024281415155
535,535,1.040867,130.023,1040867000,130023000000,True,535,2.3565,2.3565757686460067
536,536,1.040867,132.121,1040867000,132121000000,True,536,2.3552,2.355156181589109
537,537,1.040867,134.218,1040867000,134218000000,True,537,2.3537,2.353765812884755
538,538,1.040867,136.315,1040867000,136315000000,True,538,2.3524,2.3524029725180666
539,539,1.040867,138.412,1040867000,138412000000,True,539,2.3512,2.3510667043697295
540,540,1.040867,140.509,1040867000,140509000000,True,540,2.3497,2.3497560993780446
541,541,1.040867,142.606,1040867000,142606000000,True,541,2.3485,2.348470292561376
542,542,1.040867,144.703,1040867000,144703000000,True,542,2.3471,2.3472084602696475
543,543,1.040867,146.801,1040867000,146801000000,True,543,2.346,2.3459692323820205
544,544,1.040867,148.898,1040867000,148898000000,True,544,2.3449,2.344753041534036
545,545,1.040867,150.995,1040867000,150995000000,True,545,2.3433,2.343558577448857
546,546,1.040867,153.092,1040867000,153092000000,True,546,2.3423,2.342385158233405
547,547,1.040867,155.189,1040867000,155189000000,True,547,2.3413,2.341232132365014
548,548,1.040867,157.286,1040867000,157286000000,True,548,2.3401,2.3400988769499986
549,549,1.040867,159.384,1040867000,159384000000,True,549,2.339,2.338984269312509
550,550,1.040867,161.481,1040867000,161481000000,True,550,2.3378,2.33788880139099
551,551,1.040867,163.578,1040867000,163578000000,True,551,2.3368,2.3368113911109463
552,552,1.040867,165.675,1040867000,165675000000,True,552,2.3357,2.3357515149781296
553,553,1.040867,167.772,1040867000,167772000000,True,553,2.3348,2.3347086710571365
554,554,1.040867,169.869,1040867000,169869000000,True,554,2.3337,2.333682377827216
555,555,1.040867,171.966,1040867000,171966000000,True,555,2.3327,2.332672173112082
556,556,1.040867,174.064,1040867000,174064000000,True,556,2.3316,2.3316771424640668
557,557,1.040867,176.161,1040867000,176161000000,True,557,2.3306,2.3306978078397407
558,558,1.040867,178.258,1040867000,178258000000,True,558,2.3297,2.3297332813697875
559,559,1.040867,180.355,1040867000,180355000000,True,559,2.3288,2.328783168854233
560,560,1.040867,182.452,1040867000,182452000000,True,560,2.3278,2.327847091015557
561,561,1.040867,184.549,1040867000,184549000000,True,561,2.3269,2.3269246827699783
562,562,1.040867,186.647,1040867000,186647000000,True,562,2.3262,2.326015162145356
563,563,1.040867,188.744,1040867000,188744000000,True,563,2.3252,2.3251190573340437
564,564,1.040867,190.841,1040867000,190841000000,True,564,2.3242,2.324235605220012
565,565,1.040867,192.938,1040867000,192938000000,True,565,2.3235,2.3233644910366733
566,566,1.040867,195.035,1040867000,195035000000,True,566,2.3225,2.322505411161155
567,567,1.040867,197.132,1040867000,197132000000,True,567,2.3215,2.321658072604986
568,568,1.040867,199.229,1040867000,199229000000,True,568,2.3207,2.320822192533196
569,569,1.040867,201.327,1040867000,201327000000,True,569,2.3198,2.3199971071623
570,570,1.040867,203.424,1040867000,203424000000,True,570,2.3191,2.31918333906805
571,571,1.040867,205.521,1040867000,205521000000,True,571,2.3184,2.3183802373337157
572,572,1.040867,207.618,1040867000,207618000000,True,572,2.3178,2.3175875554391236
573,573,1.040867,209.715,1040867000,209715000000,True,573,2.3168,2.31680505497851
574,574,1.040867,211.812,1040867000,211812000000,True,574,2.316,2.316032505315456
575,575,1.040867,213.91,1040867000,213910000000,True,575,2.3153,2.315269321773348
576,576,1.040867,216.007,1040867000,216007000000,True,576,2.3143,2.314516015740005
577,577,1.040867,218.104,1040867000,218104000000,True,577,2.3138,2.313772011924563
578,578,1.040867,220.201,1040867000,220201000000,True,578,2.3131,2.3130371076628915
579,579,1.040867,222.298,1040867000,222298000000,True,579,2.3122,2.3123111065828104
580,580,1.040867,224.395,1040867000,224395000000,True,580,2.3117,2.311593818351579
581,581,1.040867,226.492,1040867000,226492000000,True,581,2.3109,2.3108850584357734
582,582,1.040867,228.59,1040867000,228590000000,True,582,2.3101,2.3101843158307487
583,583,1.040867,230.687,1040867000,230687000000,True,583,2.3096,2.3094920848697034
584,584,1.040867,232.784,1040867000,232784000000,True,584,2.309,2.3088078611103993
585,585,1.040867,234.881,1040867000,234881000000,True,585,2.3081,2.3081314810413733
586,586,1.040867,236.978,1040867000,236978000000,True,586,2.3075,2.3074627859120844
587,587,1.040867,239.075,1040867000,239075000000,True,587,2.3068,2.3068016215536202
588,588,1.040867,241.172,1040867000,241172000000,True,588,2.3061,2.3061478382076546
589,589,1.040867,243.27,1040867000,243270000000,True,589,2.3056,2.3055009837462066
590,590,1.040867,245.367,1040867000,245367000000,True,590,2.3048,2.304861533333715
591,591,1.040867,247.464,1040867000,247464000000,True,591,2.3042,2.3042290394618785
592,592,1.040867,249.561,1040867000,249561000000,True,592,2.3036,2.3036033684561392
593,593,1.040867,251.658,1040867000,251658000000,True,593,2.303,2.302984390306375
594,594,1.040867,253.755,1040867000,253755000000,True,594,2.3024,2.302371978536903
595,595,1.040867,255.853,1040867000,255853000000,True,595,2.3019,2.301765722630777
596,596,1.040867,257.95,1040867000,257950000000,True,596,2.3011,2.3011660807036485
597,597,1.040867,260.047,1040867000,260047000000,True,597,2.3005,2.300572645664513
598,598,1.040867,262.144,1040867000,262144000000,True,598,2.2999,2.299985303985552
599,599,1.040867,264.241,1040867000,264241000000,True,599,2.2994,2.2994039451024673
600,600,1.040867,266.338,1040867000,266338000000,True,600,2.2989,2.2988284613143346
601,601,1.040867,268.435,1040867000,268435000000,True,601,2.2983,2.2982587476875955
602,602,1.040867,270.533,1040867000,270533000000,True,602,2.2976,2.297694434322657
603,603,1.040867,272.63,1040867000,272630000000,True,603,2.2972,2.2971359594628713
604,604,1.040867,274.727,1040867000,274727000000,True,604,2.2967,2.2965829556201545
605,605,1.040867,276.824,1040867000,276824000000,True,605,2.2961,2.29603532804749
606,606,1.040867,278.921,1040867000,278921000000,True,606,2.2957,2.2954929843406022
607,607,1.040867,281.018,1040867000,281018000000,True,607,2.2949,2.2949558343629324
608,608,1.040867,283.116,1040867000,283116000000,True,608,2.2943,2.294423537660979
609,609,1.040867,285.213,1040867000,285213000000,True,609,2.2937,2.293896515819077
610,610,1.040867,287.31,1040867000,287310000000,True,610,2.2935,2.293374430156644
611,611,1.040867,289.407,1040867000,289407000000,True,611,2.2929,2.29285719891553
612,612,1.040867,291.504,1040867000,291504000000,True,612,2.2923,2.2923447422716676
613,613,1.040867,293.601,1040867000,293601000000,True,613,2.2919,2.291836982275796
614,614,1.040867,295.698,1040867000,295698000000,True,614,2.2912,2.2913338427964107
615,615,1.040867,297.796,1040867000,297796000000,True,615,2.2911,2.2908350127726393
616,616,1.040867,299.893,1040867000,299893000000,True,616,2.2904,2.2903408950463744
624,624,1.416184,0.134,1416184000,134000000,True,624,4.1816,4.181156438075205
625,625,1.416184,0.268,1416184000,268000000,True,625,3.7976,3.797288048793379
626,626,1.416184,0.537,1416184000,537000000,True,626,3.4805,3.4803405621700634
627,627,1.416184,1.074,1416184000,1074000000,True,627,3.22,3.2200536289058252
628,628,1.416184,2.097,1416184000,2097000000,True,628,3.0125,3.0124228376000524
629,629,1.416184,4.194,1416184000,4194000000,True,629,2.8347,2.834648238440851
630,630,1.416184,6.291,1416184000,6291000000,True,630,2.7458,2.7455678645875463
631,631,1.416184,8.389,1416184000,8389000000,True,631,2.6879,2.688199487808716
632,632,1.416184,10.486,1416184000,10486000000,True,632,2.6471,2.646797629801055
633,633,1.416184,12.583,1416184000,12583000000,True,633,2.6148,2.614836732195668
634,634,1.416184,14.68,1416184000,14680000000,True,634,2.589,2.589057411435161
635,635,1.416184,16.777,1416184000,16777000000,True,635,2.5674,2.567607639055242
636,636,1.416184,18.874,1416184000,18874000000,True,636,2.5491,2.5493414872220375
637,637,1.416184,20.972,1416184000,20972000000,True,637,2.5336,2.533497162992487
638,638,1.416184,23.069,1416184000,23069000000,True,638,2.5196,2.5195681513192922
639,639,1.416184,25.166,1416184000,25166000000,True,639,2.507,2.5071722311200415
640,640,1.416184,27.263,1416184000,27263000000,True,640,2.4958,2.4960325212149628
641,641,1.416184,29.36,1416184000,29360000000,True,641,2.4859,2.4859388204969344
642,642,1.416184,31.457,1416184000,31457000000,True,642,2.4769,2.476728081560332
643,643,1.416184,33.554,1416184000,33554000000,True,643,2.4682,2.4682714882601307
644,644,1.416184,35.652,1416184000,35652000000,True,644,2.4602,2.4604620588918835
645,645,1.416184,37.749,1416184000,37749000000,True,645,2.4532,2.453223050236458
646,646,1.416184,39.846,1416184000,39846000000,True,646,2.4464,2.44648125995389
647,647,1.416184,41.943,1416184000,41943000000,True,647,2.4398,2.440178941925227
648,648,1.416184,44.04,1416184000,44040000000,True,648,2.4342,2.4342675318232523
649,649,1.416184,46.137,1416184000,46137000000,True,649,2.4287,2.4287058299160584
650,650,1.416184,48.234,1416184000,48234000000,True,650,2.4235,2.4234586079889615
651,651,1.416184,50.332,1416184000,50332000000,True,651,2.4187,2.418493224325846
652,652,1.416184,52.429,1416184000,52429000000,True,652,2.4139,2.4137881043623874
653,653,1.416184,54.526,1416184000,54526000000,True,653,2.4093,2.4093178842602847
654,654,1.416184,56.623,1416184000,56623000000,True,654,2.4049,2.4050624566140026
655,655,1.416184,58.72,1416184000,58720000000,True,655,2.4013,2.401004100741947
656,656,1.416184,60.817,1416184000,60817000000,True,656,2.3971,2.3971271258950635
657,657,1.416184,62.915,1416184000,62915000000,True,657,2.3934,2.3934158469729083
658,658,1.416184,65.012,1416184000,65012000000,True,658,2.3898,2.3898613373000623
659,659,1.416184,67.109,1416184000,67109000000,True,659,2.3865,2.38645062155496
660,660,1.416184,69.206,1416184000,69206000000,True,660,2.3831,2.3831736546365816
661,661,1.416184,71.303,1416184000,71303000000,True,661,2.3799,2.3800213710010416
662,662,1.416184,73.4,1416184000,73400000000,True,662,2.3769,2.376985563608294
663,663,1.416184,75.497,1416184000,75497000000,True,663,2.374,2.374058780806842
664,664,1.416184,77.595,1416184000,77595000000,True,664,2.3712,2.371232914518813
665,665,1.416184,79.692,1416184000,79692000000,True,665,2.3684,2.368504463029223
666,666,1.416184,81.789,1416184000,81789000000,True,666,2.3659,2.365866388292862
667,667,1.416184,83.886,1416184000,83886000000,True,667,2.3633,2.3633134920248584
668,668,1.416184,85.983,1416184000,85983000000,True,668,2.361,2.360840995510496
669,669,1.416184,88.08,1416184000,88080000000,True,669,2.3581,2.3584444964751734
670,670,1.416184,90.178,1416184000,90178000000,True,670,2.3562,2.356118839326919
671,671,1.416184,92.275,1416184000,92275000000,True,671,2.354,2.3538624814752565
672,672,1.416184,94.372,1416184000,94372000000,True,672,2.3514,2.3516708156538786
673,673,1.416184,96.469,1416184000,96469000000,True,673,2.3495,2.3495406101876752
674,674,1.416184,98.566,1416184000,98566000000,True,674,2.3474,2.3474688606754115
675,675,1.416184,100.663,1416184000,100663000000,True,675,2.3453,2.3454527695703353
676,676,1.416184,102.76,1416184000,102760000000,True,676,2.3434,2.343489727977535
677,677,1.416184,104.858,1416184000,104858000000,True,677,2.3414,2.341576399109751
678,678,1.416184,106.955,1416184000,106955000000,True,678,2.3399,2.3397123273576548
679,679,1.416184,109.052,1416184000,109052000000,True,679,2.338,2.3378944549698955
680,680,1.416184,111.149,1416184000,111149000000,True,680,2.3362,2.3361207810145306
681,681,1.416184,113.246,1416184000,113246000000,True,681,2.3345,2.334389426911559
682,682,1.416184,115.343,1416184000,115343000000,True,682,2.3326,2.332698626848857
683,683,1.416184,117.441,1416184000,117441000000,True,683,2.331,2.3310459403846178
684,684,1.416184,119.538,1416184000,119538000000,True,684,2.3295,2.3294313769146426
685,685,1.416184,121.635,1416184000,121635000000,True,685,2.3277,2.3278526631817686
686,686,1.416184,123.732,1416184000,123732000000,True,686,2.3264,2.3263084053949625
687,687,1.416184,125.829,1416184000,125829000000,True,687,2.3248,2.32479728641443
688,688,1.416184,127.926,1416184000,127926000000,True,688,2.3233,2.3233180603415855
689,689,1.416184,130.023,1416184000,130023000000,True,689,2.3219,2.321869547572437
690,690,1.416184,132.121,1416184000,132121000000,True,690,2.3205,2.32044996051554
691,691,1.416184,134.218,1416184000,134218000000,True,691,2.319,2.319059591811186
692,692,1.416184,136.315,1416184000,136315000000,True,692,2.3178,2.3176967514444966
693,693,1.416184,138.412,1416184000,138412000000,True,693,2.3162,2.31636048329616
694,694,1.416184,140.509,1416184000,140509000000,True,694,2.3151,2.315049878304475
695,695,1.416184,142.606,1416184000,142606000000,True,695,2.3138,2.3137640714878063
696,696,1.416184,144.703,1416184000,144703000000,True,696,2.3125,2.3125022391960783
697,697,1.416184,146.801,1416184000,146801000000,True,697,2.3113,2.311263011308451
698,698,1.416184,148.898,1416184000,148898000000,True,698,2.3099,2.3100468204604665
699,699,1.416184,150.995,1416184000,150995000000,True,699,2.3089,2.3088523563752874
700,700,1.416184,153.092,1416184000,153092000000,True,700,2.3077,2.3076789371598356
701,701,1.416184,155.189,1416184000,155189000000,True,701,2.3065,2.3065259112914442
702,702,1.416184,157.286,1416184000,157286000000,True,702,2.3055,2.305392655876429
703,703,1.416184,159.384,1416184000,159384000000,True,703,2.3042,2.3042780482389396
704,704,1.416184,161.481,1416184000,161481000000,True,704,2.303,2.3031825803174204
705,705,1.416184,163.578,1416184000,163578000000,True,705,2.3019,2.3021051700373767
706,706,1.416184,165.675,1416184000,165675000000,True,706,2.3011,2.30104529390456
707,707,1.416184,167.772,1416184000,167772000000,True,707,2.2999,2.300002449983567
708,708,1.416184,169.869,1416184000,169869000000,True,708,2.2991,2.2989761567536466
709,709,1.416184,171.966,1416184000,171966000000,True,709,2.2978,2.2979659520385125
710,710,1.416184,174.064,1416184000,174064000000,True,710,2.2971,2.296970921390497
711,711,1.416184,176.161,1416184000,176161000000,True,711,2.296,2.295991586766171
712,712,1.416184,178.258,1416184000,178258000000,True,712,2.295,2.295027060296218
713,713,1.416184,180.355,1416184000,180355000000,True,713,2.294,2.2940769477806633
714,714,1.416184,182.452,1416184000,182452000000,True,714,2.2932,2.2931408699419875
715,715,1.416184,184.549,1416184000,184549000000,True,715,2.2922,2.2922184616964087
716,716,1.416184,186.647,1416184000,186647000000,True,716,2.2914,2.2913089410717866
717,717,1.416184,188.744,1416184000,188744000000,True,717,2.2904,2.290412836260474
718,718,1.416184,190.841,1416184000,190841000000,True,718,2.2895,2.2895293841464426
719,719,1.416184,192.938,1416184000,192938000000,True,719,2.2886,2.2886582699631037
720,720,1.416184,195.035,1416184000,195035000000,True,720,2.2878,2.2877991900875854
721,721,1.416184,197.132,1416184000,197132000000,True,721,2.287,2.2869518515314162
722,722,1.416184,199.229,1416184000,199229000000,True,722,2.286,2.2861159714596266
723,723,1.416184,201.327,1416184000,201327000000,True,723,2.2852,2.28529088608873
724,724,1.416184,203.424,1416184000,203424000000,True,724,2.2845,2.28447711799448
725,725,1.416184,205.521,1416184000,205521000000,True,725,2.2837,2.283674016260146
726,726,1.416184,207.618,1416184000,207618000000,True,726,2.2829,2.2828813343655545
727,727,1.416184,209.715,1416184000,209715000000,True,727,2.2821,2.2820988339049406
728,728,1.416184,211.812,1416184000,211812000000,True,728,2.2814,2.281326284241886
729,729,1.416184,213.91,1416184000,213910000000,True,729,2.2805,2.2805631006997786
730,730,1.416184,216.007,1416184000,216007000000,True,730,2.2797,2.2798097946664355
731,731,1.416184,218.104,1416184000,218104000000,True,731,2.2791,2.2790657908509933
732,732,1.416184,220.201,1416184000,220201000000,True,732,2.2782,2.278330886589322
