sample_id,run_id,N_params_B,D_tokens_B,observed_val_loss,m0_predicted_val_loss
555,555,1.040867,171.966,2.3327,2.332672173112082
556,556,1.040867,174.064,2.3316,2.3316771424640668
557,557,1.040867,176.161,2.3306,2.3306978078397407
558,558,1.040867,178.258,2.3297,2.3297332813697875
559,559,1.040867,180.355,2.3288,2.328783168854233
560,560,1.040867,182.452,2.3278,2.327847091015557
561,561,1.040867,184.549,2.3269,2.3269246827699783
562,562,1.040867,186.647,2.3262,2.326015162145356
563,563,1.040867,188.744,2.3252,2.3251190573340437
564,564,1.040867,190.841,2.3242,2.324235605220012
565,565,1.040867,192.938,2.3235,2.3233644910366733
566,566,1.040867,195.035,2.3225,2.322505411161155
567,567,1.040867,197.132,2.3215,2.321658072604986
568,568,1.040867,199.229,2.3207,2.320822192533196
569,569,1.040867,201.327,2.3198,2.3199971071623
570,570,1.040867,203.424,2.3191,2.31918333906805
571,571,1.040867,205.521,2.3184,2.3183802373337157
572,572,1.040867,207.618,2.3178,2.3175875554391236
573,573,1.040867,209.715,2.3168,2.31680505497851
574,574,1.040867,211.812,2.316,2.316032505315456
575,575,1.040867,213.91,2.3153,2.315269321773348
576,576,1.040867,216.007,2.3143,2.314516015740005
577,577,1.040867,218.104,2.3138,2.313772011924563
578,578,1.040867,220.201,2.3131,2.3130371076628915
579,579,1.040867,222.298,2.3122,2.3123111065828104
580,580,1.040867,224.395,2.3117,2.311593818351579
581,581,1.040867,226.492,2.3109,2.3108850584357734
582,582,1.040867,228.59,2.3101,2.3101843158307487
583,583,1.040867,230.687,2.3096,2.3094920848697034
584,584,1.040867,232.784,2.309,2.3088078611103993
585,585,1.040867,234.881,2.3081,2.3081314810413733
586,586,1.040867,236.978,2.3075,2.3074627859120844
587,587,1.040867,239.075,2.3068,2.3068016215536202
588,588,1.040867,241.172,2.3061,2.3061478382076546
589,589,1.040867,243.27,2.3056,2.3055009837462066
590,590,1.040867,245.367,2.3048,2.304861533333715
591,591,1.040867,247.464,2.3042,2.3042290394618785
592,592,1.040867,249.561,2.3036,2.3036033684561392
593,593,1.040867,251.658,2.303,2.302984390306375
594,594,1.040867,253.755,2.3024,2.302371978536903
595,595,1.040867,255.853,2.3019,2.301765722630777
596,596,1.040867,257.95,2.3011,2.3011660807036485
597,597,1.040867,260.047,2.3005,2.300572645664513
598,598,1.040867,262.144,2.2999,2.299985303985552
599,599,1.040867,264.241,2.2994,2.2994039451024673
600,600,1.040867,266.338,2.2989,2.2988284613143346
601,601,1.040867,268.435,2.2983,2.2982587476875955
602,602,1.040867,270.533,2.2976,2.297694434322657
603,603,1.040867,272.63,2.2972,2.2971359594628713
604,604,1.040867,274.727,2.2967,2.2965829556201545
605,605,1.040867,276.824,2.2961,2.29603532804749
606,606,1.040867,278.921,2.2957,2.2954929843406022
607,607,1.040867,281.018,2.2949,2.2949558343629324
608,608,1.040867,283.116,2.2943,2.294423537660979
609,609,1.040867,285.213,2.2937,2.293896515819077
610,610,1.040867,287.31,2.2935,2.293374430156644
611,611,1.040867,289.407,2.2929,2.29285719891553
612,612,1.040867,291.504,2.2923,2.2923447422716676
613,613,1.040867,293.601,2.2919,2.291836982275796
614,614,1.040867,295.698,2.2912,2.2913338427964107
615,615,1.040867,297.796,2.2911,2.2908350127726393
616,616,1.040867,299.893,2.2904,2.2903408950463744
624,624,1.416184,0.134,4.1816,4.181156438075205
625,625,1.416184,0.268,3.7976,3.797288048793379
626,626,1.416184,0.537,3.4805,3.4803405621700634
627,627,1.416184,1.074,3.22,3.2200536289058252
628,628,1.416184,2.097,3.0125,3.0124228376000524
629,629,1.416184,4.194,2.8347,2.834648238440851
630,630,1.416184,6.291,2.7458,2.7455678645875463
631,631,1.416184,8.389,2.6879,2.688199487808716
632,632,1.416184,10.486,2.6471,2.646797629801055
633,633,1.416184,12.583,2.6148,2.614836732195668
634,634,1.416184,14.68,2.589,2.589057411435161
635,635,1.416184,16.777,2.5674,2.567607639055242
636,636,1.416184,18.874,2.5491,2.5493414872220375
637,637,1.416184,20.972,2.5336,2.533497162992487
638,638,1.416184,23.069,2.5196,2.5195681513192922
639,639,1.416184,25.166,2.507,2.5071722311200415
640,640,1.416184,27.263,2.4958,2.4960325212149628
641,641,1.416184,29.36,2.4859,2.4859388204969344
642,642,1.416184,31.457,2.4769,2.476728081560332
643,643,1.416184,33.554,2.4682,2.4682714882601307
644,644,1.416184,35.652,2.4602,2.4604620588918835
645,645,1.416184,37.749,2.4532,2.453223050236458
646,646,1.416184,39.846,2.4464,2.44648125995389
647,647,1.416184,41.943,2.4398,2.440178941925227
648,648,1.416184,44.04,2.4342,2.4342675318232523
649,649,1.416184,46.137,2.4287,2.4287058299160584
650,650,1.416184,48.234,2.4235,2.4234586079889615
651,651,1.416184,50.332,2.4187,2.418493224325846
652,652,1.416184,52.429,2.4139,2.4137881043623874
653,653,1.416184,54.526,2.4093,2.4093178842602847
654,654,1.416184,56.623,2.4049,2.4050624566140026
655,655,1.416184,58.72,2.4013,2.401004100741947
656,656,1.416184,60.817,2.3971,2.3971271258950635
657,657,1.416184,62.915,2.3934,2.3934158469729083
658,658,1.416184,65.012,2.3898,2.3898613373000623
659,659,1.416184,67.109,2.3865,2.38645062155496
660,660,1.416184,69.206,2.3831,2.3831736546365816
661,661,1.416184,71.303,2.3799,2.3800213710010416
662,662,1.416184,73.4,2.3769,2.376985563608294
663,663,1.416184,75.497,2.374,2.374058780806842
664,664,1.416184,77.595,2.3712,2.371232914518813
665,665,1.416184,79.692,2.3684,2.368504463029223
666,666,1.416184,81.789,2.3659,2.365866388292862
667,667,1.416184,83.886,2.3633,2.3633134920248584
668,668,1.416184,85.983,2.361,2.360840995510496
669,669,1.416184,88.08,2.3581,2.3584444964751734
670,670,1.416184,90.178,2.3562,2.356118839326919
671,671,1.416184,92.275,2.354,2.3538624814752565
672,672,1.416184,94.372,2.3514,2.3516708156538786
673,673,1.416184,96.469,2.3495,2.3495406101876752
674,674,1.416184,98.566,2.3474,2.3474688606754115
675,675,1.416184,100.663,2.3453,2.3454527695703353
676,676,1.416184,102.76,2.3434,2.343489727977535
677,677,1.416184,104.858,2.3414,2.341576399109751
678,678,1.416184,106.955,2.3399,2.3397123273576548
679,679,1.416184,109.052,2.338,2.3378944549698955
680,680,1.416184,111.149,2.3362,2.3361207810145306
681,681,1.416184,113.246,2.3345,2.334389426911559
682,682,1.416184,115.343,2.3326,2.332698626848857
683,683,1.416184,117.441,2.331,2.3310459403846178
684,684,1.416184,119.538,2.3295,2.3294313769146426
685,685,1.416184,121.635,2.3277,2.3278526631817686
686,686,1.416184,123.732,2.3264,2.3263084053949625
687,687,1.416184,125.829,2.3248,2.32479728641443
688,688,1.416184,127.926,2.3233,2.3233180603415855
689,689,1.416184,130.023,2.3219,2.321869547572437
690,690,1.416184,132.121,2.3205,2.32044996051554
691,691,1.416184,134.218,2.319,2.319059591811186
692,692,1.416184,136.315,2.3178,2.3176967514444966
693,693,1.416184,138.412,2.3162,2.31636048329616
694,694,1.416184,140.509,2.3151,2.315049878304475
695,695,1.416184,142.606,2.3138,2.3137640714878063
696,696,1.416184,144.703,2.3125,2.3125022391960783
697,697,1.416184,146.801,2.3113,2.311263011308451
698,698,1.416184,148.898,2.3099,2.3100468204604665
699,699,1.416184,150.995,2.3089,2.3088523563752874
700,700,1.416184,153.092,2.3077,2.3076789371598356
701,701,1.416184,155.189,2.3065,2.3065259112914442
702,702,1.416184,157.286,2.3055,2.305392655876429
703,703,1.416184,159.384,2.3042,2.3042780482389396
704,704,1.416184,161.481,2.303,2.3031825803174204
705,705,1.416184,163.578,2.3019,2.3021051700373767
706,706,1.416184,165.675,2.3011,2.30104529390456
707,707,1.416184,167.772,2.2999,2.300002449983567
708,708,1.416184,169.869,2.2991,2.2989761567536466
709,709,1.416184,171.966,2.2978,2.2979659520385125
710,710,1.416184,174.064,2.2971,2.296970921390497
711,711,1.416184,176.161,2.296,2.295991586766171
712,712,1.416184,178.258,2.295,2.295027060296218
713,713,1.416184,180.355,2.294,2.2940769477806633
714,714,1.416184,182.452,2.2932,2.2931408699419875
715,715,1.416184,184.549,2.2922,2.2922184616964087
716,716,1.416184,186.647,2.2914,2.2913089410717866
717,717,1.416184,188.744,2.2904,2.290412836260474
718,718,1.416184,190.841,2.2895,2.2895293841464426
719,719,1.416184,192.938,2.2886,2.2886582699631037
720,720,1.416184,195.035,2.2878,2.2877991900875854
721,721,1.416184,197.132,2.287,2.2869518515314162
722,722,1.416184,199.229,2.286,2.2861159714596266
723,723,1.416184,201.327,2.2852,2.28529088608873
724,724,1.416184,203.424,2.2845,2.28447711799448
725,725,1.416184,205.521,2.2837,2.283674016260146
726,726,1.416184,207.618,2.2829,2.2828813343655545
727,727,1.416184,209.715,2.2821,2.2820988339049406
728,728,1.416184,211.812,2.2814,2.281326284241886
729,729,1.416184,213.91,2.2805,2.2805631006997786
730,730,1.416184,216.007,2.2797,2.2798097946664355
731,731,1.416184,218.104,2.2791,2.2790657908509933
732,732,1.416184,220.201,2.2782,2.278330886589322
733,733,1.416184,222.298,2.2776,2.277604885509241
734,734,1.416184,224.395,2.2767,2.2768875972780096
735,735,1.416184,226.492,2.2763,2.276178837362204
736,736,1.416184,228.59,2.2755,2.275478094757179
737,737,1.416184,230.687,2.2748,2.274785863796134
738,738,1.416184,232.784,2.2742,2.2741016400368297
739,739,1.416184,234.881,2.2736,2.2734252599678033
740,740,1.416184,236.978,2.2728,2.272756564838515
741,741,1.416184,239.075,2.2719,2.2720954004800507
742,742,1.416184,241.172,2.2713,2.271441617134085
743,743,1.416184,243.27,2.2707,2.270794762672637
744,744,1.416184,245.367,2.2702,2.270155312260145
745,745,1.416184,247.464,2.2696,2.269522818388309
746,746,1.416184,249.561,2.2688,2.26889714738257
747,747,1.416184,251.658,2.2683,2.2682781692328056
748,748,1.416184,253.755,2.2676,2.2676657574633334
749,749,1.416184,255.853,2.267,2.2670595015572075
750,750,1.416184,257.95,2.2663,2.266459859630079
751,751,1.416184,260.047,2.2658,2.2658664245909432
752,752,1.416184,262.144,2.2652,2.265279082911982
753,753,1.416184,264.241,2.2646,2.2646977240288977
754,754,1.416184,266.338,2.2642,2.264122240240765
755,755,1.416184,268.435,2.2635,2.263552526614026
756,756,1.416184,270.533,2.2632,2.2629882132490877
757,757,1.416184,272.63,2.2625,2.2624297383893017
758,758,1.416184,274.727,2.2619,2.2618767345465844
759,759,1.416184,276.824,2.2613,2.2613291069739203
760,760,1.416184,278.921,2.2609,2.2607867632670327
761,761,1.416184,281.018,2.2602,2.260249613289363
762,762,1.416184,283.116,2.2597,2.259717316587409
763,763,1.416184,285.213,2.2594,2.2591902947455074
764,764,1.416184,287.31,2.2587,2.2586682090830745
765,765,1.416184,289.407,2.2583,2.258150977841961
766,766,1.416184,291.504,2.2576,2.257638521198098
767,767,1.416184,293.601,2.2571,2.257130761202226
768,768,1.416184,295.698,2.2568,2.256627621722841
769,769,1.416184,297.796,2.2561,2.2561287916990698
770,770,1.416184,299.893,2.2558,2.255634673972805
778,778,2.782831,0.134,4.1162,4.1166262208615
779,779,2.782831,0.268,3.7324,3.732757831579674
780,780,2.782831,0.537,3.4164,3.4158103449563577
781,781,2.782831,1.074,3.1558,3.15552341169212
782,782,2.782831,2.097,2.9476,2.947892620386347
783,783,2.782831,4.194,2.7702,2.7701180212271455
784,784,2.782831,6.291,2.6811,2.681037647373841
785,785,2.782831,8.389,2.6238,2.623669270595011
786,786,2.782831,10.486,2.5824,2.58226741258735
787,787,2.782831,12.583,2.5504,2.550306514981963
788,788,2.782831,14.68,2.5246,2.5245271942214558
789,789,2.782831,16.777,2.503,2.5030774218415366
790,790,2.782831,18.874,2.4846,2.484811270008332
791,791,2.782831,20.972,2.469,2.468966945778782
792,792,2.782831,23.069,2.455,2.455037934105587
793,793,2.782831,25.166,2.4427,2.4426420139063363
794,794,2.782831,27.263,2.4313,2.431502304001257
795,795,2.782831,29.36,2.4212,2.4214086032832287
796,796,2.782831,31.457,2.4123,2.412197864346626
797,797,2.782831,33.554,2.4037,2.4037412710464254
798,798,2.782831,35.652,2.396,2.3959318416781783
799,799,2.782831,37.749,2.3887,2.388692833022753
800,800,2.782831,39.846,2.3819,2.3819510427401847
801,801,2.782831,41.943,2.3757,2.375648724711522
802,802,2.782831,44.04,2.3697,2.369737314609547
803,803,2.782831,46.137,2.3642,2.364175612702353
804,804,2.782831,48.234,2.3589,2.358928390775256
805,805,2.782831,50.332,2.3539,2.3539630071121405
806,806,2.782831,52.429,2.3492,2.349257887148682
807,807,2.782831,54.526,2.3448,2.3447876670465795
808,808,2.782831,56.623,2.3405,2.3405322394002974
809,809,2.782831,58.72,2.3366,2.3364738835282415
810,810,2.782831,60.817,2.3325,2.332596908681358
811,811,2.782831,62.915,2.3288,2.328885629759203
812,812,2.782831,65.012,2.3253,2.325331120086357
813,813,2.782831,67.109,2.3221,2.3219204043412547
814,814,2.782831,69.206,2.3186,2.3186434374228764
815,815,2.782831,71.303,2.3156,2.3154911537873364
816,816,2.782831,73.4,2.3123,2.312455346394589
817,817,2.782831,75.497,2.3095,2.309528563593137
818,818,2.782831,77.595,2.3068,2.306702697305108
819,819,2.782831,79.692,2.304,2.303974245815518
820,820,2.782831,81.789,2.3014,2.3013361710791562
821,821,2.782831,83.886,2.2987,2.298783274811153
822,822,2.782831,85.983,2.2964,2.29631077829679
823,823,2.782831,88.08,2.2941,2.2939142792614677
824,824,2.782831,90.178,2.2915,2.2915886221132133
825,825,2.782831,92.275,2.2893,2.289332264261551
826,826,2.782831,94.372,2.2873,2.287140598440173
827,827,2.782831,96.469,2.2851,2.2850103929739696
828,828,2.782831,98.566,2.2829,2.2829386434617063
829,829,2.782831,100.663,2.2809,2.28092255235663
830,830,2.782831,102.76,2.2789,2.2789595107638294
831,831,2.782831,104.858,2.2769,2.2770461818960457
832,832,2.782831,106.955,2.2751,2.275182110143949
833,833,2.782831,109.052,2.2733,2.27336423775619
834,834,2.782831,111.149,2.2715,2.271590563800825
835,835,2.782831,113.246,2.2698,2.2698592096978536
836,836,2.782831,115.343,2.2682,2.2681684096351513
837,837,2.782831,117.441,2.2666,2.266515723170912
838,838,2.782831,119.538,2.2648,2.264901159700937
839,839,2.782831,121.635,2.2634,2.2633224459680634
840,840,2.782831,123.732,2.2617,2.261778188181257
841,841,2.782831,125.829,2.2603,2.260267069200725
842,842,2.782831,127.926,2.2588,2.25878784312788
843,843,2.782831,130.023,2.2572,2.257339330358732
844,844,2.782831,132.121,2.2559,2.2559197433018343
845,845,2.782831,134.218,2.2545,2.2545293745974804
846,846,2.782831,136.315,2.2532,2.2531665342307914
847,847,2.782831,138.412,2.2518,2.2518302660824547
848,848,2.782831,140.509,2.2507,2.2505196610907694
849,849,2.782831,142.606,2.2492,2.2492338542741006
850,850,2.782831,144.703,2.2479,2.2479720219823727
851,851,2.782831,146.801,2.2467,2.2467327940947452
852,852,2.782831,148.898,2.2455,2.2455166032467613
853,853,2.782831,150.995,2.2443,2.2443221391615817
854,854,2.782831,153.092,2.2432,2.24314871994613
855,855,2.782831,155.189,2.2421,2.2419956940777386
856,856,2.782831,157.286,2.2408,2.240862438662724
857,857,2.782831,159.384,2.2397,2.2397478310252343
858,858,2.782831,161.481,2.2387,2.238652363103715
859,859,2.782831,163.578,2.2375,2.237574952823671
860,860,2.782831,165.675,2.2366,2.236515076690855
861,861,2.782831,167.772,2.2355,2.2354722327698613
862,862,2.782831,169.869,2.2343,2.234445939539941
863,863,2.782831,171.966,2.2336,2.2334357348248073
864,864,2.782831,174.064,2.2326,2.2324407041767915
865,865,2.782831,176.161,2.2314,2.231461369552466
866,866,2.782831,178.258,2.2305,2.2304968430825123
867,867,2.782831,180.355,2.2296,2.229546730566958
868,868,2.782831,182.452,2.2286,2.228610652728282
869,869,2.782831,184.549,2.2277,2.227688244482703
870,870,2.782831,186.647,2.2269,2.226778723858081
871,871,2.782831,188.744,2.2259,2.2258826190467684
872,872,2.782831,190.841,2.2249,2.224999166932737
873,873,2.782831,192.938,2.224,2.2241280527493985
874,874,2.782831,195.035,2.2232,2.22326897287388
875,875,2.782831,197.132,2.2224,2.222421634317711
876,876,2.782831,199.229,2.2217,2.221585754245921
877,877,2.782831,201.327,2.2207,2.220760668875025
878,878,2.782831,203.424,2.22,2.2199469007807746
879,879,2.782831,205.521,2.2191,2.219143799046441
880,880,2.782831,207.618,2.2184,2.218351117151849
881,881,2.782831,209.715,2.2178,2.217568616691235
882,882,2.782831,211.812,2.2168,2.2167960670281808
883,883,2.782831,213.91,2.216,2.216032883486073
884,884,2.782831,216.007,2.2154,2.21527957745273
885,885,2.782831,218.104,2.2146,2.2145355736372876
886,886,2.782831,220.201,2.214,2.2138006693756163
887,887,2.782831,222.298,2.2131,2.2130746682955356
888,888,2.782831,224.395,2.2123,2.2123573800643044
889,889,2.782831,226.492,2.2117,2.211648620148498
890,890,2.782831,228.59,2.211,2.210947877543474
891,891,2.782831,230.687,2.2103,2.2102556465824286
892,892,2.782831,232.784,2.2096,2.2095714228231245
893,893,2.782831,234.881,2.209,2.208895042754098
894,894,2.782831,236.978,2.2083,2.2082263476248096
895,895,2.782831,239.075,2.2077,2.207565183266345
896,896,2.782831,241.172,2.207,2.2069113999203793
897,897,2.782831,243.27,2.2063,2.2062645454589314
898,898,2.782831,245.367,2.2056,2.20562509504644
899,899,2.782831,247.464,2.2051,2.2049926011746033
900,900,2.782831,249.561,2.2043,2.2043669301688644
901,901,2.782831,251.658,2.2038,2.2037479520191003
902,902,2.782831,253.755,2.2031,2.203135540249628
903,903,2.782831,255.853,2.2025,2.2025292843435023
904,904,2.782831,257.95,2.202,2.2019296424163732
905,905,2.782831,260.047,2.2014,2.201336207377238
906,906,2.782831,262.144,2.2008,2.2007488656982765
907,907,2.782831,264.241,2.2001,2.200167506815192
908,908,2.782831,266.338,2.1997,2.1995920230270594
909,909,2.782831,268.435,2.1991,2.1990223094003207
910,910,2.782831,270.533,2.1986,2.198457996035382
911,911,2.782831,272.63,2.1979,2.1978995211755965
912,912,2.782831,274.727,2.1974,2.1973465173328792
913,913,2.782831,276.824,2.1968,2.1967988897602146
914,914,2.782831,278.921,2.1964,2.196256546053327
915,915,2.782831,281.018,2.1957,2.195719396075657
916,916,2.782831,283.116,2.1952,2.1951870993737037
917,917,2.782831,285.213,2.1947,2.194660077531802
918,918,2.782831,287.31,2.1942,2.1941379918693693
919,919,2.782831,289.407,2.1936,2.193620760628255
920,920,2.782831,291.504,2.1931,2.1931083039843924
921,921,2.782831,293.601,2.1927,2.1926005439885206
922,922,2.782831,295.698,2.192,2.192097404509136
923,923,2.782831,297.796,2.1916,2.191598574485364
924,924,2.782831,299.893,2.1911,2.1911044567590996
932,932,6.86104,0.134,4.0512,4.050588767367192
933,933,6.86104,0.268,3.6658,3.6667203780853663
934,934,6.86104,0.537,3.3494,3.34977289146205
935,935,6.86104,1.074,3.0899,3.0894859581978125
936,936,6.86104,2.097,2.8818,2.8818551668920396
937,937,6.86104,4.194,2.7039,2.704080567732838
938,938,6.86104,6.291,2.6151,2.6150001938795335
939,939,6.86104,8.389,2.5577,2.5576318171007033
940,940,6.86104,10.486,2.5161,2.5162299590930424
941,941,6.86104,12.583,2.4841,2.4842690614876553
942,942,6.86104,14.68,2.4586,2.458489740727148
943,943,6.86104,16.777,2.4371,2.437039968347229
944,944,6.86104,18.874,2.4187,2.4187738165140242
945,945,6.86104,20.972,2.4032,2.4029294922844744
946,946,6.86104,23.069,2.3889,2.3890004806112795
947,947,6.86104,25.166,2.3764,2.3766045604120287
948,948,6.86104,27.263,2.3654,2.3654648505069495
949,949,6.86104,29.36,2.3553,2.355371149788921
950,950,6.86104,31.457,2.3462,2.3461604108523186
951,951,6.86104,33.554,2.3377,2.337703817552118
952,952,6.86104,35.652,2.3299,2.3298943881838707
953,953,6.86104,37.749,2.3225,2.3226553795284453
954,954,6.86104,39.846,2.3161,2.315913589245877
955,955,6.86104,41.943,2.3096,2.3096112712172143
956,956,6.86104,44.04,2.3038,2.3036998611152395
957,957,6.86104,46.137,2.2982,2.2981381592080456
958,958,6.86104,48.234,2.2929,2.2928909372809483
959,959,6.86104,50.332,2.288,2.287925553617833
960,960,6.86104,52.429,2.2832,2.283220433654374
961,961,6.86104,54.526,2.2788,2.278750213552272
962,962,6.86104,56.623,2.2746,2.27449478590599
963,963,6.86104,58.72,2.2704,2.270436430033934
964,964,6.86104,60.817,2.2666,2.2665594551870503
965,965,6.86104,62.915,2.2628,2.2628481762648955
966,966,6.86104,65.012,2.2594,2.2592936665920496
967,967,6.86104,67.109,2.2558,2.255882950846947
968,968,6.86104,69.206,2.2528,2.252605983928569
969,969,6.86104,71.303,2.2494,2.249453700293029
970,970,6.86104,73.4,2.2463,2.2464178929002814
971,971,6.86104,75.497,2.2435,2.2434911100988293
972,972,6.86104,77.595,2.2406,2.2406652438108003
973,973,6.86104,79.692,2.238,2.2379367923212103
974,974,6.86104,81.789,2.2352,2.2352987175848487
975,975,6.86104,83.886,2.2327,2.2327458213168456
976,976,6.86104,85.983,2.2301,2.2302733248024826
977,977,6.86104,88.08,2.2278,2.22787682576716
978,978,6.86104,90.178,2.2253,2.225551168618906
979,979,6.86104,92.275,2.2231,2.2232948107672432
980,980,6.86104,94.372,2.2212,2.2211031449458654
981,981,6.86104,96.469,2.219,2.218972939479662
982,982,6.86104,98.566,2.2169,2.2169011899673987
983,983,6.86104,100.663,2.2148,2.2148850988623225
984,984,6.86104,102.76,2.2129,2.212922057269522
985,985,6.86104,104.858,2.211,2.211008728401738
986,986,6.86104,106.955,2.209,2.2091446566496415
987,987,6.86104,109.052,2.2074,2.2073267842618822
988,988,6.86104,111.149,2.2056,2.2055531103065174
989,989,6.86104,113.246,2.2038,2.203821756203546
990,990,6.86104,115.343,2.2021,2.2021309561408438
991,991,6.86104,117.441,2.2005,2.2004782696766045
992,992,6.86104,119.538,2.1987,2.1988637062066294
993,993,6.86104,121.635,2.1973,2.197284992473756
994,994,6.86104,123.732,2.1957,2.1957407346869493
995,995,6.86104,125.829,2.1941,2.1942296157064174
996,996,6.86104,127.926,2.1927,2.1927503896335723
997,997,6.86104,130.023,2.1914,2.1913018768644243
998,998,6.86104,132.121,2.1899,2.1898822898075267
999,999,6.86104,134.218,2.1884,2.188491921103173
1000,1000,6.86104,136.315,2.1872,2.187129080736484
1001,1001,6.86104,138.412,2.1859,2.185792812588147
1002,1002,6.86104,140.509,2.1845,2.184482207596462
1003,1003,6.86104,142.606,2.1832,2.183196400779793
1004,1004,6.86104,144.703,2.1819,2.181934568488065
1005,1005,6.86104,146.801,2.1807,2.1806953406004377
1006,1006,6.86104,148.898,2.1795,2.1794791497524537
1007,1007,6.86104,150.995,2.1783,2.178284685667274
1008,1008,6.86104,153.092,2.1772,2.1771112664518224
1009,1009,6.86104,155.189,2.176,2.175958240583431
1010,1010,6.86104,157.286,2.1748,2.1748249851684163
1011,1011,6.86104,159.384,2.1738,2.1737103775309268
1012,1012,6.86104,161.481,2.1726,2.1726149096094076
1013,1013,6.86104,163.578,2.1717,2.1715374993293635
1014,1014,6.86104,165.675,2.1704,2.1704776231965472
1015,1015,6.86104,167.772,2.1696,2.1694347792755537
1016,1016,6.86104,169.869,2.1684,2.1684084860456334
1017,1017,6.86104,171.966,2.1673,2.1673982813304997
1018,1018,6.86104,174.064,2.1664,2.166403250682484
1019,1019,6.86104,176.161,2.1654,2.1654239160581583
1020,1020,6.86104,178.258,2.1645,2.1644593895882047
1021,1021,6.86104,180.355,2.1635,2.1635092770726505
1022,1022,6.86104,182.452,2.1625,2.1625731992339743
1023,1023,6.86104,184.549,2.1616,2.1616507909883955
1024,1024,6.86104,186.647,2.1609,2.1607412703637734
1025,1025,6.86104,188.744,2.16,2.159845165552461
1026,1026,6.86104,190.841,2.159,2.1589617134384294
1027,1027,6.86104,192.938,2.1581,2.158090599255091
1028,1028,6.86104,195.035,2.1572,2.1572315193795726
1029,1029,6.86104,197.132,2.1564,2.1563841808234034
1030,1030,6.86104,199.229,2.1555,2.1555483007516134
1031,1031,6.86104,201.327,2.1547,2.1547232153807174
1032,1032,6.86104,203.424,2.1538,2.153909447286467
1033,1033,6.86104,205.521,2.1531,2.1531063455521333
1034,1034,6.86104,207.618,2.1524,2.1523136636575413
1035,1035,6.86104,209.715,2.1515,2.1515311631969274
1036,1036,6.86104,211.812,2.1509,2.150758613533873
1037,1037,6.86104,213.91,2.1499,2.1499954299917654
1038,1038,6.86104,216.007,2.1491,2.1492421239584223
1039,1039,6.86104,218.104,2.1485,2.14849812014298
1040,1040,6.86104,220.201,2.1478,2.1477632158813087
1041,1041,6.86104,222.298,2.1472,2.147037214801228
1042,1042,6.86104,224.395,2.1463,2.146319926569997
1043,1043,6.86104,226.492,2.1457,2.1456111666541906
1044,1044,6.86104,228.59,2.1449,2.1449104240491663
1045,1045,6.86104,230.687,2.1442,2.144218193088121
1046,1046,6.86104,232.784,2.1436,2.143533969328817
1047,1047,6.86104,234.881,2.1429,2.1428575892597905
1048,1048,6.86104,236.978,2.1421,2.142188894130502
1049,1049,6.86104,239.075,2.1416,2.1415277297720374
1050,1050,6.86104,241.172,2.141,2.1408739464260718
1051,1051,6.86104,243.27,2.1402,2.140227091964624
1052,1052,6.86104,245.367,2.1396,2.1395876415521324
1053,1053,6.86104,247.464,2.139,2.1389551476802957
1054,1054,6.86104,249.561,2.1384,2.138329476674557
1055,1055,6.86104,251.658,2.1377,2.137710498524793
1056,1056,6.86104,253.755,2.1371,2.1370980867553206
1057,1057,6.86104,255.853,2.1365,2.1364918308491947
1058,1058,6.86104,257.95,2.136,2.1358921889220657
1059,1059,6.86104,260.047,2.1353,2.1352987538829304
1060,1060,6.86104,262.144,2.1347,2.134711412203969
1061,1061,6.86104,264.241,2.1342,2.1341300533208845
1062,1062,6.86104,266.338,2.1334,2.133554569532752
1063,1063,6.86104,268.435,2.1331,2.132984855906013
1064,1064,6.86104,270.533,2.1323,2.1324205425410745
1065,1065,6.86104,272.63,2.1318,2.131862067681289
1066,1066,6.86104,274.727,2.1312,2.1313090638385717
1067,1067,6.86104,276.824,2.1307,2.130761436265907
1068,1068,6.86104,278.921,2.1303,2.1302190925590194
1069,1069,6.86104,281.018,2.1297,2.1296819425813496
1070,1070,6.86104,283.116,2.1292,2.129149645879396
1071,1071,6.86104,285.213,2.1286,2.1286226240374946
1072,1072,6.86104,287.31,2.1281,2.1281005383750617
1073,1073,6.86104,289.407,2.1276,2.1275833071339476
1074,1074,6.86104,291.504,2.127,2.127070850490085
1075,1075,6.86104,293.601,2.1266,2.126563090494213
1076,1076,6.86104,295.698,2.126,2.1260599510148284
1077,1077,6.86104,297.796,2.1255,2.1255611209910565
1078,1078,6.86104,299.893,2.125,2.125067003264792
1086,1086,11.965825,0.134,4.0188,4.018901235594227
1087,1087,11.965825,0.268,3.6351,3.6350328463124013
1088,1088,11.965825,0.537,3.3185,3.3180853596890856
1089,1089,11.965825,1.074,3.058,3.0577984264248474
1090,1090,11.965825,2.097,2.8502,2.8501676351190746
1091,1091,11.965825,4.194,2.6724,2.6723930359598733
1092,1092,11.965825,6.291,2.5833,2.5833126621065685
1093,1093,11.965825,8.389,2.5261,2.5259442853277383
1094,1094,11.965825,10.486,2.4845,2.4845424273200774
1095,1095,11.965825,12.583,2.4527,2.4525815297146902
1096,1096,11.965825,14.68,2.4268,2.426802208954183
1097,1097,11.965825,16.777,2.4053,2.405352436574264
1098,1098,11.965825,18.874,2.3868,2.3870862847410597
1099,1099,11.965825,20.972,2.3713,2.3712419605115094
1100,1100,11.965825,23.069,2.3573,2.3573129488383144
1101,1101,11.965825,25.166,2.345,2.3449170286390637
1102,1102,11.965825,27.263,2.3334,2.333777318733985
