q0_branch,q0_basis,q0,budget_flops,context_length_tokens,g_function,beta_Q_units,beta_Q_first_ND_reallocation,first_reallocated_run_id,first_reallocated_N_B,first_reallocated_D_B,first_reallocated_Q,conditional_envelope_segments,baseline_run_id,claim_boundary
q_equal_sensitivity,frozen Q1 sensitivity interface; not an uncertainty endpoint,0.4962230100496153,1000000000000000000000000,8192,power4,validation-loss units per one Q-score unit; beta_Q is unknown,,,,,,1,1232,conditional linear Q-only response; not estimated from Q2; p excluded
q_huber_point,frozen operational Q1 main interface,0.49847810484764643,1000000000000000000000000,8192,logarithmic,validation-loss units per one Q-score unit; beta_Q is unknown,,,,,,1,1232,conditional linear Q-only response; not estimated from Q2; p excluded
q_huber_ci95_low,lower endpoint of A1 seven-domain macro 95% interval,0.496567443226065,1000000000000000000000000,8192,logarithmic,validation-loss units per one Q-score unit; beta_Q is unknown,,,,,,1,1232,conditional linear Q-only response; not estimated from Q2; p excluded
q_huber_ci95_high,upper endpoint of A1 seven-domain macro 95% interval,0.5004265176398414,1000000000000000000000000,8192,logarithmic,validation-loss units per one Q-score unit; beta_Q is unknown,,,,,,1,1232,conditional linear Q-only response; not estimated from Q2; p excluded
q_equal_sensitivity,frozen Q1 sensitivity interface; not an uncertainty endpoint,0.4962230100496153,1000000000000000000000000,8192,logarithmic,validation-loss units per one Q-score unit; beta_Q is unknown,,,,,,1,1232,conditional linear Q-only response; not estimated from Q2; p excluded
q_huber_point,frozen operational Q1 main interface,0.49847810484764643,10000000000000000000,32768,exponential,validation-loss units per one Q-score unit; beta_Q is unknown,0.6245200677543666,319,0.409009,1.074,1.0,2,167,conditional linear Q-only response; not estimated from Q2; p excluded
q_huber_ci95_low,lower endpoint of A1 seven-domain macro 95% interval,0.496567443226065,10000000000000000000,32768,exponential,validation-loss units per one Q-score unit; beta_Q is unknown,0.6232209509838795,319,0.409009,1.074,1.0,2,167,conditional linear Q-only response; not estimated from Q2; p excluded
q_huber_ci95_high,upper endpoint of A1 seven-domain macro 95% interval,0.5004265176398414,10000000000000000000,32768,exponential,validation-loss units per one Q-score unit; beta_Q is unknown,0.6258602724892873,319,0.409009,1.074,1.0,2,167,conditional linear Q-only response; not estimated from Q2; p excluded
q_equal_sensitivity,frozen Q1 sensitivity interface; not an uncertainty endpoint,0.4962230100496153,10000000000000000000,32768,exponential,validation-loss units per one Q-score unit; beta_Q is unknown,0.6229883390954372,319,0.409009,1.074,1.0,2,167,conditional linear Q-only response; not estimated from Q2; p excluded
q_huber_point,frozen operational Q1 main interface,0.49847810484764643,10000000000000000000,32768,power4,validation-loss units per one Q-score unit; beta_Q is unknown,0.5606867402935779,319,0.409009,1.074,0.9731999662401772,3,167,conditional linear Q-only response; not estimated from Q2; p excluded
q_huber_ci95_low,lower endpoint of A1 seven-domain macro 95% interval,0.496567443226065,10000000000000000000,32768,power4,validation-loss units per one Q-score unit; beta_Q is unknown,0.559439144232402,319,0.409009,1.074,0.972944585010971,3,167,conditional linear Q-only response; not estimated from Q2; p excluded
q_huber_ci95_high,upper endpoint of A1 seven-domain macro 95% interval,0.5004265176398414,10000000000000000000,32768,power4,validation-loss units per one Q-score unit; beta_Q is unknown,0.5619707480000045,319,0.409009,1.074,0.9734632246382788,3,167,conditional linear Q-only response; not estimated from Q2; p excluded
q_equal_sensitivity,frozen Q1 sensitivity interface; not an uncertainty endpoint,0.4962230100496153,10000000000000000000,32768,power4,validation-loss units per one Q-score unit; beta_Q is unknown,0.5592154529765179,319,0.409009,1.074,0.9728988389048756,3,167,conditional linear Q-only response; not estimated from Q2; p excluded
q_huber_point,frozen operational Q1 main interface,0.49847810484764643,10000000000000000000,32768,logarithmic,validation-loss units per one Q-score unit; beta_Q is unknown,0.4574332226733317,166,0.162405,2.097,1.0,2,167,conditional linear Q-only response; not estimated from Q2; p excluded
q_huber_ci95_low,lower endpoint of A1 seven-domain macro 95% interval,0.496567443226065,10000000000000000000,32768,logarithmic,validation-loss units per one Q-score unit; beta_Q is unknown,0.4547756621370119,166,0.162405,2.097,1.0,2,167,conditional linear Q-only response; not estimated from Q2; p excluded
q_huber_ci95_high,upper endpoint of A1 seven-domain macro 95% interval,0.5004265176398414,10000000000000000000,32768,logarithmic,validation-loss units per one Q-score unit; beta_Q is unknown,0.4601754699109466,166,0.162405,2.097,1.0,2,167,conditional linear Q-only response; not estimated from Q2; p excluded
q_equal_sensitivity,frozen Q1 sensitivity interface; not an uncertainty endpoint,0.4962230100496153,10000000000000000000,32768,logarithmic,validation-loss units per one Q-score unit; beta_Q is unknown,0.4542998677990636,166,0.162405,2.097,1.0,2,167,conditional linear Q-only response; not estimated from Q2; p excluded
q_huber_point,frozen operational Q1 main interface,0.49847810484764643,10000000000000000000000,32768,exponential,validation-loss units per one Q-score unit; beta_Q is unknown,0.005396994769400347,916,2.782831,283.116,0.6783685827281035,15,917,conditional linear Q-only response; not estimated from Q2; p excluded
q_huber_ci95_low,lower endpoint of A1 seven-domain macro 95% interval,0.496567443226065,10000000000000000000000,32768,exponential,validation-loss units per one Q-score unit; beta_Q is unknown,0.005368567513987487,916,2.782831,283.116,0.6777217580182975,15,917,conditional linear Q-only response; not estimated from Q2; p excluded
q_huber_ci95_high,upper endpoint of A1 seven-domain macro 95% interval,0.5004265176398414,10000000000000000000000,32768,exponential,validation-loss units per one Q-score unit; beta_Q is unknown,0.005426312340420872,916,2.782831,283.116,0.6790332481400099,15,917,conditional linear Q-only response; not estimated from Q2; p excluded
q_equal_sensitivity,frozen Q1 sensitivity interface; not an uncertainty endpoint,0.4962230100496153,10000000000000000000000,32768,exponential,validation-loss units per one Q-score unit; beta_Q is unknown,0.005363476628723832,916,2.782831,283.116,0.6776056768919297,15,917,conditional linear Q-only response; not estimated from Q2; p excluded
q_huber_point,frozen operational Q1 main interface,0.49847810484764643,10000000000000000000000,32768,power4,validation-loss units per one Q-score unit; beta_Q is unknown,0.007823269921555544,916,2.782831,283.116,0.6106783079410397,17,917,conditional linear Q-only response; not estimated from Q2; p excluded
q_huber_ci95_low,lower endpoint of A1 seven-domain macro 95% interval,0.496567443226065,10000000000000000000000,32768,power4,validation-loss units per one Q-score unit; beta_Q is unknown,0.0077728138966734256,916,2.782831,283.116,0.6096424697145918,17,917,conditional linear Q-only response; not estimated from Q2; p excluded
q_huber_ci95_high,upper endpoint of A1 seven-domain macro 95% interval,0.5004265176398414,10000000000000000000000,32768,power4,validation-loss units per one Q-score unit; beta_Q is unknown,0.007875195978277778,916,2.782831,283.116,0.6117414548409732,17,917,conditional linear Q-only response; not estimated from Q2; p excluded
q_equal_sensitivity,frozen Q1 sensitivity interface; not an uncertainty endpoint,0.4962230100496153,10000000000000000000000,32768,power4,validation-loss units per one Q-score unit; beta_Q is unknown,0.007763766964963918,916,2.782831,283.116,0.6094564491502491,17,917,conditional linear Q-only response; not estimated from Q2; p excluded
q_huber_point,frozen operational Q1 main interface,0.49847810484764643,10000000000000000000000,32768,logarithmic,validation-loss units per one Q-score unit; beta_Q is unknown,0.0047839817512227035,913,2.782831,276.824,0.984781718117179,3,917,conditional linear Q-only response; not estimated from Q2; p excluded
q_huber_ci95_low,lower endpoint of A1 seven-domain macro 95% interval,0.496567443226065,10000000000000000000000,32768,logarithmic,validation-loss units per one Q-score unit; beta_Q is unknown,0.004799303690819298,913,2.782831,276.824,0.9813185157379923,3,917,conditional linear Q-only response; not estimated from Q2; p excluded
q_huber_ci95_high,upper endpoint of A1 seven-domain macro 95% interval,0.5004265176398414,10000000000000000000000,32768,logarithmic,validation-loss units per one Q-score unit; beta_Q is unknown,0.00476845750143049,913,2.782831,276.824,0.9883133470259036,3,917,conditional linear Q-only response; not estimated from Q2; p excluded
q_equal_sensitivity,frozen Q1 sensitivity interface; not an uncertainty endpoint,0.4962230100496153,10000000000000000000000,32768,logarithmic,validation-loss units per one Q-score unit; beta_Q is unknown,0.004802076209469392,913,2.782831,276.824,0.9806942074969733,3,917,conditional linear Q-only response; not estimated from Q2; p excluded
q_huber_point,frozen operational Q1 main interface,0.49847810484764643,1000000000000000000000000,32768,exponential,validation-loss units per one Q-score unit; beta_Q is unknown,,,,,,1,1232,conditional linear Q-only response; not estimated from Q2; p excluded
q_huber_ci95_low,lower endpoint of A1 seven-domain macro 95% interval,0.496567443226065,1000000000000000000000000,32768,exponential,validation-loss units per one Q-score unit; beta_Q is unknown,,,,,,1,1232,conditional linear Q-only response; not estimated from Q2; p excluded
q_huber_ci95_high,upper endpoint of A1 seven-domain macro 95% interval,0.5004265176398414,1000000000000000000000000,32768,exponential,validation-loss units per one Q-score unit; beta_Q is unknown,,,,,,1,1232,conditional linear Q-only response; not estimated from Q2; p excluded
q_equal_sensitivity,frozen Q1 sensitivity interface; not an uncertainty endpoint,0.4962230100496153,1000000000000000000000000,32768,exponential,validation-loss units per one Q-score unit; beta_Q is unknown,,,,,,1,1232,conditional linear Q-only response; not estimated from Q2; p excluded
q_huber_point,frozen operational Q1 main interface,0.49847810484764643,1000000000000000000000000,32768,power4,validation-loss units per one Q-score unit; beta_Q is unknown,,,,,,1,1232,conditional linear Q-only response; not estimated from Q2; p excluded
q_huber_ci95_low,lower endpoint of A1 seven-domain macro 95% interval,0.496567443226065,1000000000000000000000000,32768,power4,validation-loss units per one Q-score unit; beta_Q is unknown,,,,,,1,1232,conditional linear Q-only response; not estimated from Q2; p excluded
q_huber_ci95_high,upper endpoint of A1 seven-domain macro 95% interval,0.5004265176398414,1000000000000000000000000,32768,power4,validation-loss units per one Q-score unit; beta_Q is unknown,,,,,,1,1232,conditional linear Q-only response; not estimated from Q2; p excluded
q_equal_sensitivity,frozen Q1 sensitivity interface; not an uncertainty endpoint,0.4962230100496153,1000000000000000000000000,32768,power4,validation-loss units per one Q-score unit; beta_Q is unknown,,,,,,1,1232,conditional linear Q-only response; not estimated from Q2; p excluded
q_huber_point,frozen operational Q1 main interface,0.49847810484764643,1000000000000000000000000,32768,logarithmic,validation-loss units per one Q-score unit; beta_Q is unknown,,,,,,1,1232,conditional linear Q-only response; not estimated from Q2; p excluded
q_huber_ci95_low,lower endpoint of A1 seven-domain macro 95% interval,0.496567443226065,1000000000000000000000000,32768,logarithmic,validation-loss units per one Q-score unit; beta_Q is unknown,,,,,,1,1232,conditional linear Q-only response; not estimated from Q2; p excluded
q_huber_ci95_high,upper endpoint of A1 seven-domain macro 95% interval,0.5004265176398414,1000000000000000000000000,32768,logarithmic,validation-loss units per one Q-score unit; beta_Q is unknown,,,,,,1,1232,conditional linear Q-only response; not estimated from Q2; p excluded
q_equal_sensitivity,frozen Q1 sensitivity interface; not an uncertainty endpoint,0.4962230100496153,1000000000000000000000000,32768,logarithmic,validation-loss units per one Q-score unit; beta_Q is unknown,,,,,,1,1232,conditional linear Q-only response; not estimated from Q2; p excluded
q_huber_point,frozen operational Q1 main interface,0.49847810484764643,10000000000000000000,131072,exponential,validation-loss units per one Q-score unit; beta_Q is unknown,0.39834605895190733,165,0.162405,1.074,1.0,2,13,conditional linear Q-only response; not estimated from Q2; p excluded
q_huber_ci95_low,lower endpoint of A1 seven-domain macro 95% interval,0.496567443226065,10000000000000000000,131072,exponential,validation-loss units per one Q-score unit; beta_Q is unknown,0.39721112451989465,165,0.162405,1.074,1.0,2,13,conditional linear Q-only response; not estimated from Q2; p excluded
q_huber_ci95_high,upper endpoint of A1 seven-domain macro 95% interval,0.5004265176398414,10000000000000000000,131072,exponential,validation-loss units per one Q-score unit; beta_Q is unknown,0.39951499016796194,165,0.162405,1.074,1.0,2,13,conditional linear Q-only response; not estimated from Q2; p excluded
q_equal_sensitivity,frozen Q1 sensitivity interface; not an uncertainty endpoint,0.4962230100496153,10000000000000000000,131072,exponential,validation-loss units per one Q-score unit; beta_Q is unknown,0.39700771695240766,165,0.162405,1.074,1.0,2,13,conditional linear Q-only response; not estimated from Q2; p excluded
q_huber_point,frozen operational Q1 main interface,0.49847810484764643,10000000000000000000,131072,power4,validation-loss units per one Q-score unit; beta_Q is unknown,0.3963446241487757,165,0.162405,1.074,0.967881463391958,3,13,conditional linear Q-only response; not estimated from Q2; p excluded
q_huber_ci95_low,lower endpoint of A1 seven-domain macro 95% interval,0.496567443226065,10000000000000000000,131072,power4,validation-loss units per one Q-score unit; beta_Q is unknown,0.39519110694660553,165,0.162405,1.074,0.9676218467659945,3,13,conditional linear Q-only response; not estimated from Q2; p excluded
q_huber_ci95_high,upper endpoint of A1 seven-domain macro 95% interval,0.5004265176398414,10000000000000000000,131072,power4,validation-loss units per one Q-score unit; beta_Q is unknown,0.3975296520154577,165,0.162405,1.074,0.9681490830854826,3,13,conditional linear Q-only response; not estimated from Q2; p excluded
q_equal_sensitivity,frozen Q1 sensitivity interface; not an uncertainty endpoint,0.4962230100496153,10000000000000000000,131072,power4,validation-loss units per one Q-score unit; beta_Q is unknown,0.39498406242477674,165,0.162405,1.074,0.9675753414999964,3,13,conditional linear Q-only response; not estimated from Q2; p excluded
q_huber_point,frozen operational Q1 main interface,0.49847810484764643,10000000000000000000,131072,logarithmic,validation-loss units per one Q-score unit; beta_Q is unknown,0.36430886318928496,165,0.162405,1.074,1.0,2,13,conditional linear Q-only response; not estimated from Q2; p excluded
q_huber_ci95_low,lower endpoint of A1 seven-domain macro 95% interval,0.496567443226065,10000000000000000000,131072,logarithmic,validation-loss units per one Q-score unit; beta_Q is unknown,0.36273966061502255,165,0.162405,1.074,1.0,2,13,conditional linear Q-only response; not estimated from Q2; p excluded
q_huber_ci95_high,upper endpoint of A1 seven-domain macro 95% interval,0.5004265176398414,10000000000000000000,131072,logarithmic,validation-loss units per one Q-score unit; beta_Q is unknown,0.3659231139682595,165,0.162405,1.074,1.0,2,13,conditional linear Q-only response; not estimated from Q2; p excluded
q_equal_sensitivity,frozen Q1 sensitivity interface; not an uncertainty endpoint,0.4962230100496153,10000000000000000000,131072,logarithmic,validation-loss units per one Q-score unit; beta_Q is unknown,0.36245821892931784,165,0.162405,1.074,1.0,2,13,conditional linear Q-only response; not estimated from Q2; p excluded
q_huber_point,frozen operational Q1 main interface,0.49847810484764643,10000000000000000000000,131072,exponential,validation-loss units per one Q-score unit; beta_Q is unknown,0.007272994083595964,833,2.782831,109.052,0.9027701513174153,3,834,conditional linear Q-only response; not estimated from Q2; p excluded
q_huber_ci95_low,lower endpoint of A1 seven-domain macro 95% interval,0.496567443226065,10000000000000000000000,131072,exponential,validation-loss units per one Q-score unit; beta_Q is unknown,0.007256357947816333,833,2.782831,109.052,0.9026021065924742,3,834,conditional linear Q-only response; not estimated from Q2; p excluded
q_huber_ci95_high,upper endpoint of A1 seven-domain macro 95% interval,0.5004265176398414,10000000000000000000000,131072,exponential,validation-loss units per one Q-score unit; beta_Q is unknown,0.0072901427348338755,833,2.782831,109.052,0.9029433344192881,3,834,conditional linear Q-only response; not estimated from Q2; p excluded
q_equal_sensitivity,frozen Q1 sensitivity interface; not an uncertainty endpoint,0.4962230100496153,10000000000000000000000,131072,exponential,validation-loss units per one Q-score unit; beta_Q is unknown,0.007253377811566867,833,2.782831,109.052,0.9025719998449708,3,834,conditional linear Q-only response; not estimated from Q2; p excluded
q_huber_point,frozen operational Q1 main interface,0.49847810484764643,10000000000000000000000,131072,power4,validation-loss units per one Q-score unit; beta_Q is unknown,0.007613494764492535,833,2.782831,109.052,0.8289432514560444,4,834,conditional linear Q-only response; not estimated from Q2; p excluded
q_huber_ci95_low,lower endpoint of A1 seven-domain macro 95% interval,0.496567443226065,10000000000000000000000,131072,power4,validation-loss units per one Q-score unit; beta_Q is unknown,0.007590645175016305,833,2.782831,109.052,0.8285298473630566,4,834,conditional linear Q-only response; not estimated from Q2; p excluded
q_huber_ci95_high,upper endpoint of A1 seven-domain macro 95% interval,0.5004265176398414,10000000000000000000000,131072,power4,validation-loss units per one Q-score unit; beta_Q is unknown,0.007637019565875117,833,2.782831,109.052,0.8293691004815209,4,834,conditional linear Q-only response; not estimated from Q2; p excluded
q_equal_sensitivity,frozen Q1 sensitivity interface; not an uncertainty endpoint,0.4962230100496153,10000000000000000000000,131072,power4,validation-loss units per one Q-score unit; beta_Q is unknown,0.007586549140724845,833,2.782831,109.052,0.8284557638456915,4,834,conditional linear Q-only response; not estimated from Q2; p excluded
q_huber_point,frozen operational Q1 main interface,0.49847810484764643,10000000000000000000000,131072,logarithmic,validation-loss units per one Q-score unit; beta_Q is unknown,0.004468308165708353,833,2.782831,109.052,1.0,2,834,conditional linear Q-only response; not estimated from Q2; p excluded
q_huber_ci95_low,lower endpoint of A1 seven-domain macro 95% interval,0.496567443226065,10000000000000000000000,131072,logarithmic,validation-loss units per one Q-score unit; beta_Q is unknown,0.004443184195388846,833,2.782831,109.052,1.0,2,834,conditional linear Q-only response; not estimated from Q2; p excluded
q_huber_ci95_high,upper endpoint of A1 seven-domain macro 95% interval,0.5004265176398414,10000000000000000000000,131072,logarithmic,validation-loss units per one Q-score unit; beta_Q is unknown,0.004494222839627932,833,2.782831,109.052,1.0,2,834,conditional linear Q-only response; not estimated from Q2; p excluded
q_equal_sensitivity,frozen Q1 sensitivity interface; not an uncertainty endpoint,0.4962230100496153,10000000000000000000000,131072,logarithmic,validation-loss units per one Q-score unit; beta_Q is unknown,0.004438685146724936,833,2.782831,109.052,1.0,2,834,conditional linear Q-only response; not estimated from Q2; p excluded
q_huber_point,frozen operational Q1 main interface,0.49847810484764643,1000000000000000000000000,131072,exponential,validation-loss units per one Q-score unit; beta_Q is unknown,,,,,,1,1232,conditional linear Q-only response; not estimated from Q2; p excluded
q_huber_ci95_low,lower endpoint of A1 seven-domain macro 95% interval,0.496567443226065,1000000000000000000000000,131072,exponential,validation-loss units per one Q-score unit; beta_Q is unknown,,,,,,1,1232,conditional linear Q-only response; not estimated from Q2; p excluded
q_huber_ci95_high,upper endpoint of A1 seven-domain macro 95% interval,0.5004265176398414,1000000000000000000000000,131072,exponential,validation-loss units per one Q-score unit; beta_Q is unknown,,,,,,1,1232,conditional linear Q-only response; not estimated from Q2; p excluded
q_equal_sensitivity,frozen Q1 sensitivity interface; not an uncertainty endpoint,0.4962230100496153,1000000000000000000000000,131072,exponential,validation-loss units per one Q-score unit; beta_Q is unknown,,,,,,1,1232,conditional linear Q-only response; not estimated from Q2; p excluded
q_huber_point,frozen operational Q1 main interface,0.49847810484764643,1000000000000000000000000,131072,power4,validation-loss units per one Q-score unit; beta_Q is unknown,,,,,,1,1232,conditional linear Q-only response; not estimated from Q2; p excluded
q_huber_ci95_low,lower endpoint of A1 seven-domain macro 95% interval,0.496567443226065,1000000000000000000000000,131072,power4,validation-loss units per one Q-score unit; beta_Q is unknown,,,,,,1,1232,conditional linear Q-only response; not estimated from Q2; p excluded
q_huber_ci95_high,upper endpoint of A1 seven-domain macro 95% interval,0.5004265176398414,1000000000000000000000000,131072,power4,validation-loss units per one Q-score unit; beta_Q is unknown,,,,,,1,1232,conditional linear Q-only response; not estimated from Q2; p excluded
q_equal_sensitivity,frozen Q1 sensitivity interface; not an uncertainty endpoint,0.4962230100496153,1000000000000000000000000,131072,power4,validation-loss units per one Q-score unit; beta_Q is unknown,,,,,,1,1232,conditional linear Q-only response; not estimated from Q2; p excluded
q_huber_point,frozen operational Q1 main interface,0.49847810484764643,1000000000000000000000000,131072,logarithmic,validation-loss units per one Q-score unit; beta_Q is unknown,,,,,,1,1232,conditional linear Q-only response; not estimated from Q2; p excluded
q_huber_ci95_low,lower endpoint of A1 seven-domain macro 95% interval,0.496567443226065,1000000000000000000000000,131072,logarithmic,validation-loss units per one Q-score unit; beta_Q is unknown,,,,,,1,1232,conditional linear Q-only response; not estimated from Q2; p excluded
q_huber_ci95_high,upper endpoint of A1 seven-domain macro 95% interval,0.5004265176398414,1000000000000000000000000,131072,logarithmic,validation-loss units per one Q-score unit; beta_Q is unknown,,,,,,1,1232,conditional linear Q-only response; not estimated from Q2; p excluded
q_equal_sensitivity,frozen Q1 sensitivity interface; not an uncertainty endpoint,0.4962230100496153,1000000000000000000000000,131072,logarithmic,validation-loss units per one Q-score unit; beta_Q is unknown,,,,,,1,1232,conditional linear Q-only response; not estimated from Q2; p excluded
