blind_id,dataset,source_domain,raw_id,sub_path,q_equal_tertile,broad_unicode_flag,N_h,n_h,inclusion_probability,design_weight,content_sha256
Q11-0140,A1,stackexchange,BkiUer_xK1Thg9qFezrm,,1,0,3317,25,0.007536930961712391,132.68,232c21e6fe1f0789494cb62a6a3fc3691e7018368748ff3dc2ba1dd04b9371ff
Q11-0141,A1,wikipedia,BkiUc484dbgg7Sw9wZ9r,,1,0,3321,25,0.007527853056308341,132.84,6a28c81c16f8fddb850474a498946fda52f8c4f46639f360fcedf9afa9ad6dad
Q11-0142,A1,github,BkiUcgXxK6nrxjHzA3F2,,2,1,3,3,1.0,1.0,38534a7b3ce96f9ae418934a811bac16b67756c9f902423532d7530509e537c9
Q11-0143,A1,book,BkiUcSXxK2li-DeXzSpl,,1,0,51,25,0.49019607843137253,2.04,dd95fe533bd6b87598fb27e86f3160568b62807d2cdec97be75d8fc67a4dd354
Q11-0144,A1,commoncrawl,BkiUbPI25YjgKLaE8BZb,,3,1,59,25,0.423728813559322,2.36,f3c3ec0b13ec69cd2243a40288458e896bead38fec25f64d5bf9f987c41b8b9c
Q11-0145,A1,github,BkiUf-PxK7kjXJwSTocz,,1,0,3328,25,0.007512019230769231,133.12,82eff3d5dd0b4257c25934468c7f2a4001ed6af045189beededab36f5faa4135
Q11-0146,A1,arxiv,BkiUccvxK6nrxrSHetN8,,1,0,471,25,0.05307855626326964,18.84,6577ef848bcd6052014b0ccd14dc51a88ec0e47c70f6881b9e26b3cc22073b8c
Q11-0147,A1,github,BkiUaa7xK4tBVicoAF2z,,1,0,3328,25,0.007512019230769231,133.12,ef371d94eb79f3facc929e559694463e4232b74e3dd67a34115043ce221aec82
Q11-0148,A1,book,BkiUajnxK1fBGsWms7rF,,2,0,52,25,0.4807692307692308,2.08,1d29e01d993e1e92bc0f748046412ffa37b4afdffbf5f3a6224c1504ebc1e0d5
Q11-0149,A1,c4,BkiUeLjxK1fBGwCLNoSe,,1,0,3310,25,0.0075528700906344415,132.4,c771181783108337f8f856c9a838e76a1f9c7692b724a0529cb40e3863a32842
Q11-0150,A1,commoncrawl,BkiUd7w4uBhjAAuFm2yb,,1,1,113,25,0.22123893805309736,4.52,1578b932e4ad8d5fc9f3ba69ad02dc50b62e8f53cf480179f291fc1084588ffa
Q11-0151,A1,arxiv,BkiUdMs5qhDBbAkZEQrP,,1,0,471,25,0.05307855626326964,18.84,7a62616e586ce2efa8c4aca79b320ad7bf1fd4c84a7df1d88fd9028e16aa1e00
Q11-0152,A1,commoncrawl,BkiUdnY5qsMAI4khRs94,,3,0,3154,25,0.007926442612555484,126.16,ea5eb00deb47a2c42276279b89f496154e93c32bc8f3b4281603c69ee47d1502
Q11-0153,A1,stackexchange,BkiUdLo5qhLA3caTatAL,,3,0,3328,25,0.007512019230769231,133.12,640ef454a58f3ef9435318d8cb786cb4edd48cb60a9fd49977892e3ed237cd55
Q11-0154,A1,c4,BkiUdM05qdmDDqr2GXjc,,2,0,3305,25,0.007564296520423601,132.2,57e901811fa449d5494147ea4626c8881804842adb1c3df9f59fb93a864108df
Q11-0155,A1,arxiv,BkiUdjg4uBhhxOq5s2B4,,1,1,2,2,1.0,1.0,c6f9da4f21c141bec0d6355d75b2eb141d94010df573b522ac573fd5abfeeb58
Q11-0156,A1,book,BkiUdZ_xK6wB9mn4_Mgm,,2,0,52,25,0.4807692307692308,2.08,5f17445c4a006aa0470d82e128047c806232af4b044a1fcd880f9e947a532fe3
Q11-0157,A1,commoncrawl,BkiUdUA5qsBDGjv8hO36,,2,1,95,25,0.2631578947368421,3.8,b9ce2d5f68620f4b34edef56cf7cf5112d054d7ffdd2289de238d2e3ba33af5a
Q11-0158,A1,c4,BkiUdoU5qYVBjbaaVnYd,,1,0,3310,25,0.0075528700906344415,132.4,103008a8168985c53498afe943454376cafa8497583ce99e553f9096e40c67df
Q11-0159,A1,commoncrawl,BkiUcV_xK1ThhCdy7kch,,3,1,59,25,0.423728813559322,2.36,817c0b37ab12f6476ae1cbb7a1db03ebb13bfbe35136dad60ee0f7df09dfca50
Q11-0160,A1,arxiv,BkiUbN_xK6nrxrSHdiXN,,3,0,472,25,0.05296610169491525,18.88,2a2b883d76e4ed02fcf27f469178cef79939e4f97a9973f8e89f8d303d18ea99
Q11-0161,A1,stackexchange,BkiUbVc4eIXguphAwbxS,,2,1,15,15,1.0,1.0,8fb32b10f93719d6f025b693e298fb29249ebe7d2df6c56c4960fb54891a0039
Q11-0162,A1,arxiv,BkiUdDc5qWTBGBH17zWn,,1,0,471,25,0.05307855626326964,18.84,53df069bb188c3f0bdfc4fdfda786eadfbd69bb1fb97f0b303ec868fda8ded39
Q11-0163,A1,stackexchange,BkiUeE05i7PA9OlIFDk5,,3,0,3328,25,0.007512019230769231,133.12,920f106e59c8c7d1b6806b6ff4b68be0ae257ad27d4c351b0e94943c3976cbe5
Q11-0164,A1,commoncrawl,BkiUdGM25V5hdn6rQ5C-,,3,1,59,25,0.423728813559322,2.36,ba7c7c198c3e59435c9541811cdde70f885e4e50e87c678f5bc2be9057be5c45
Q11-0165,A1,arxiv,BkiUdqg4uBhi9r4Z-eo1,,3,0,472,25,0.05296610169491525,18.88,a1ee94ab014e54f6fd7d0cdef1877d1eb47a1d6bff6d0d3df880169dba65d5f8
Q11-0166,A1,c4,BkiUdww4dbghE52z4-_m,,3,1,22,22,1.0,1.0,e3f540eaf0598cc572b57bb38f0ac20fab5543ce3a5747946e642f75047b92d9
Q11-0167,A1,c4,BkiUc5k25V5ijU6aQtPh,,2,1,28,25,0.8928571428571429,1.12,9883a63801bb7c152ba06b6202ba3ca4c82fead536ebdde40dc9819c74a6aebc
Q11-0168,A1,wikipedia,BkiUbTzxK4sA-9F9itQG,,2,0,3308,25,0.007557436517533253,132.32,8d356e488fd8621c35fbd83efeafe25004c22f62c2d06144b4e92be9c6791aaf
Q11-0169,A1,c4,BkiUdEA241xiErqyXtUY,,2,0,3305,25,0.007564296520423601,132.2,0c4cc8d95762bc3cf880f2f731ab23cced8e51a761c5e3352d30b1bebf83a506
Q11-0170,A1,book,BkiUdrc4eILhQJztnsjO,,3,1,8,8,1.0,1.0,62e83d3b0f7f84585a30a1b7ccdf7bf59723db5dab8bd841b82cff2223b2b6ec
Q11-0171,A1,wikipedia,BkiUfAg25V5jU2MqTvpA,,2,1,25,25,1.0,1.0,a01a168fae3a2d7032c159a991cc3ee82b07c4c91f294395b74b7f7648bc8ff7
Q11-0172,A1,c4,BkiUcys4eIZjiv3JK8MZ,,2,1,28,25,0.8928571428571429,1.12,f852a433d252ba8bf2cb831b3eb722eeccf59a3db741519ba744ee32917443e6
Q11-0173,A1,book,BkiUcyM4uBhixEAx39W5,,3,1,8,8,1.0,1.0,f6c3cbf5edd483752802d840f5fc79268de3a3a3c87f8fa415b2f6564c4065fc
Q11-0174,A1,c4,BkiUe5HxK7ICUn2IaaLz,,2,1,28,25,0.8928571428571429,1.12,1ffd64e3567b7b30c294701600fabc6eba7bb98d12ca793fcde5e9a9fdd1b900
Q11-0175,A1,commoncrawl,BkiUc_I4uBhi07hH1dEZ,,3,1,59,25,0.423728813559322,2.36,7392a709f8f76d62e4f789c5758f325ef14dc364f9bb19284dc6fdae570d7986
Q11-0176,A1,arxiv,BkiUdXLxK0wg0_74-yNM,,2,0,473,25,0.052854122621564484,18.92,40dd3436f97b8b5049f51a43d2bd58ec643b75e0feabdb1d4bc582de6daa4ea5
Q11-0177,A1,commoncrawl,BkiUfU3xK7Tt52mM_Mzd,,2,1,95,25,0.2631578947368421,3.8,273dc0ebc6cb541c0b502bbb7b464427b2303ad10c0e7142c41da53ea59068f5
Q11-0178,A1,stackexchange,BkiUdVo4uBhjDhBB1niz,,3,0,3328,25,0.007512019230769231,133.12,70d35a13d7d407e2117e9e06eb3dfa7b233f56b7ca876fe2978db12112a229eb
Q11-0179,A1,book,BkiUapzxK03BfL1dTH3C,,3,0,49,25,0.5102040816326531,1.96,0c4aeef2d9918992e36e18d0b581daf47d2da4451d086a72ab4e217166f05e31
Q11-0180,A1,book,BkiUc_U4ubng45iLGC7C,,1,0,51,25,0.49019607843137253,2.04,ce5d6ae6e1586c917b4acbcaae14edabd383437272009900a6a6822aceb88279
Q11-0181,A1,commoncrawl,BkiUalDxK1yAga6Jpdw9,,3,1,59,25,0.423728813559322,2.36,7b9f0e9ef731d30d90782f8e05021836a430a6b6b776844f8bb81ef89c783fca
Q11-0182,A1,c4,BkiUdBk4uzlha6mQox-b,,3,0,3311,25,0.007550588945937783,132.44,be026b65963130e8cbb6d492fe678c56cf260930c8c73660b20d2c1ac0f7ffdd
Q11-0183,A1,github,BkiUc7Y5qsBC2t5soPTT,,3,1,5,5,1.0,1.0,ffea5b8eb29fe17c9eaf6c46608892b545744d1437d0b4363fdb026d6daee727
Q11-0184,A1,arxiv,BkiUd0Q4uzlhjrffijyA,,3,0,472,25,0.05296610169491525,18.88,9346bdd113370013527a3d527c3aede0cf374771739fd5982b495d59287cb741
Q11-0185,A1,c4,BkiUdd44uBhi9jcJU7WY,,2,0,3305,25,0.007564296520423601,132.2,e4eca9938789175ed7bd60be02eb84adf824d8082f37090f0dbf06b53740a226
Q11-0186,A1,wikipedia,BkiUb7TxK02iP4Wj_Su9,,3,1,11,11,1.0,1.0,4547f9ae01fd650d57a5ffed318e47f0e92dff18cb08fc7f2d6d23d0899ef808
Q11-0187,A1,c4,BkiUf-DxK0fkXPSOrs9t,,3,0,3311,25,0.007550588945937783,132.44,63d6ccb9ce291d29fafd6d32defbe622b6bd53f1ab9842606496018cf52df7e8
Q11-0188,A1,arxiv,BkiUdpY4eIOjSBZeeNPE,,2,0,473,25,0.052854122621564484,18.92,8f94e8b9e265aadb9b29a8011528e3a6c5264f913596d569ce086201761fc98f
Q11-0189,A1,github,BkiUeLI4eIOjR-dm5-uY,,2,0,3330,25,0.0075075075075075074,133.2,84d67bc3a3fe32f7d04684c46f66c402e06e5e956d349153f602dcbd636d955f
Q11-0190,A1,arxiv,BkiUcf44ubnjorKKs09Y,,3,0,472,25,0.05296610169491525,18.88,3b3e544f7d90398d4cdff930fc26868c939b8ede516ad1a2dc71f468dc52a7a5
Q11-0191,A1,commoncrawl,BkiUfFHxK6wB9mpb3327,,3,0,3154,25,0.007926442612555484,126.16,270818bd7246afc30a0c0f0994fd39550592f955bca0d82d9df9df6ca41dbfae
Q11-0192,A1,commoncrawl,BkiUa3jxK4tBVicoAiWy,,3,1,59,25,0.423728813559322,2.36,26e88b7f68dc9f3feb08d3847b483c9b4f0959a116bf8fe2ce7bf3dab69d47c4
Q11-0193,A1,stackexchange,BkiUfA45qhLBsCDnQZ55,,3,0,3328,25,0.007512019230769231,133.12,96040e169136942a7e58ad6d855fe70f16858c1fe5c9a9833953dbd9d7681d7d
Q11-0194,A1,github,BkiUfJLxK7Ehm9idBb0V,,1,0,3328,25,0.007512019230769231,133.12,5a09a5a66e8bb60e19e44105a6dd3fdf028b52dfde510b7d68fbc51678286548
Q11-0195,A1,book,BkiUfELxK3YB9m4AAhev,,2,1,5,5,1.0,1.0,d6cc43db382cbdedf87d2f258636e7a3ab2d1823674ece2c4b53206e8f8d242b
Q11-0196,A1,wikipedia,BkiUcTnxK6wB9mpb1OjG,,3,0,3322,25,0.007525586995785672,132.88,1d30d6a0c5d4145320cb93bea27d15f3148b3e79debca7d41463dab6fc9fc1a3
Q11-0197,A1,arxiv,BkiUdPc5ixsDMO6yt5cK,,2,0,473,25,0.052854122621564484,18.92,47ad31ad46376fda14deb3ac77471603b71298b090701d78ac44fb1c35297ecb
Q11-0198,A1,arxiv,BkiUf7I5qhDCpkQ4Erad,,3,0,472,25,0.05296610169491525,18.88,5c717e12bb5fd087f7ef726b2dc560792a25e726593929b8eb2af8a6b72016b3
Q11-0199,A1,stackexchange,BkiUaYjxK03BfNelUavd,,2,0,3318,25,0.007534659433393611,132.72,91172d3c68e822f1c924673423fc709c6116845b2c479f14f4478c15cabe1eab
Q11-0200,A1,commoncrawl,BkiUfeM4uzliDEmfheLZ,,2,1,95,25,0.2631578947368421,3.8,138b789350d6a92f0dab2f16c83e5dfe8f7cdbef6d73dd4fadb20e0a1679d6a8
Q11-0201,A1,commoncrawl,BkiUdyI5qsBDEK-qJW5U,,2,1,95,25,0.2631578947368421,3.8,96c87e1a7369ba406afea86604f7b517dec8c9cfebd71c90bcc9a470d07f3f30
Q11-0202,A1,c4,BkiUdhk4uzqh_NPd3B48,,3,0,3311,25,0.007550588945937783,132.44,9b7563b017676e2b88e6ff58114465d4cb9ecf58d9b2c5454862558d0222defb
Q11-0203,A1,github,BkiUdYY5qoYDgb9DHo4I,,2,0,3330,25,0.0075075075075075074,133.2,5a85c9b60f4dae6c270a03ef9d3b21880206228c80523656989ca8a2a9431abf
Q11-0204,A1,stackexchange,BkiUeBU5qhLBXcibHioy,,2,1,15,15,1.0,1.0,5323f2d17842301ec7f7d8f5ecf1d37006630b686a45c8b219965c186d93731f
Q11-0205,A1,commoncrawl,BkiUeTXxK0zjCobCPc3U,,3,0,3154,25,0.007926442612555484,126.16,3ce27bd2b041b6d3cd4b719a934f15ef30b28c827a563594392e6356e429f6ec
Q11-0206,A1,wikipedia,BkiUegfxK6nrxrSHgoRQ,,3,0,3322,25,0.007525586995785672,132.88,d681220b9adf8501721b74b0901ee14f880b3082bd3d2891c8d129b8addb007a
Q11-0207,A1,github,BkiUdyE5qWTBLpFf1lPz,,1,0,3328,25,0.007512019230769231,133.12,90eec2570a062aa6533230b8b5dba06ba2b799c515dd4b6ce2d23735f207f9d3
Q11-0208,A1,github,BkiUfxzxK6EuNA_gQLzp,,3,0,3328,25,0.007512019230769231,133.12,366a6f55e45f3aba2eeffc6ca9fc2ad9b3385c5368b0f92e75aaf8221d5b044c
Q11-0209,A1,commoncrawl,BkiUfrk5qhLB0-9UzkPu,,1,0,3101,25,0.008061915511125443,124.04,1818f1e3dad456d1ef527e9d2ec360c427b2444b9bc16ca7acf45078ed5eb670
Q11-0210,A1,github,BkiUcinxK6Ot9Pm3utGl,,3,1,5,5,1.0,1.0,86ebfcbb2533d8e0bd24388d692d498d7761cc288b9454f314b98a3b16340db3
Q11-0211,A1,wikipedia,BkiUav7xK3YB9i3RIVL6,,2,1,25,25,1.0,1.0,15cfa171e9c34c6a5a14974cd2f1835ef0cb61b44ee0d04e2bbc67ec1ff7d6c4
Q11-0212,A1,commoncrawl,BkiUdQg5qoYAw9DL6VuB,,2,0,3118,25,0.008017960230917255,124.72,6bab1fcbaee1800830c9ebae7dde497de34615d666797cb3dd831bb1642f0e2a
Q11-0213,A1,arxiv,BkiUdOM5qX_BfHYHvlAX,,3,0,472,25,0.05296610169491525,18.88,655ecc997d227aba504cd317cc65b8c09057d9ccdd579771efa110b51823b00b
Q11-0214,A1,github,BkiUdrA5ixsDMVd5Ac9k,,2,0,3330,25,0.0075075075075075074,133.2,90b8b8d6e1c975b1c5782f7372345712230bbe825dfcc64ea1250ba3c369ae0d
Q11-0215,A1,stackexchange,BkiUdzU4eIXgu4C77lp4,,3,0,3328,25,0.007512019230769231,133.12,50aa3dfeaf9b5e229e9f70a2f280805808d29d00e291b69537638e6b34333bfc
Q11-0216,A1,book,BkiUbL_xK5YsWR0Khr1A,,1,0,51,25,0.49019607843137253,2.04,1e3507dbcd0b3aa225586e362b0fbcef0f0a3c6dec3261f23bf12a7dc9702fa7
Q11-0217,A1,book,BkiUfDLxK0zjCrsOBhJR,,1,0,51,25,0.49019607843137253,2.04,ea7ea9c85cf93a5cd7cdfae4fc1dd2b532c934085dd10bbffa6e509542f5eb36
Q11-0218,A1,c4,BkiUdqc5qhDBdMC-FTBa,,2,1,28,25,0.8928571428571429,1.12,0c3052718e013eed637875e3f3431e9b795b887c6fd110a8a0a780c3fc6d7785
Q11-0219,A1,book,BkiUc5M4eIZjfagW4M7W,,2,0,52,25,0.4807692307692308,2.08,a74525e3d707e105c3699519661e1b2a006fda1b307223f6193fa13cfaa75d7e
Q11-0220,A1,c4,BkiUdT85qoTDtv-skpKv,,2,1,28,25,0.8928571428571429,1.12,0313c03f337b60920bbd849f22146952b9752248773898df432c746dda23a78b
Q11-0221,A1,wikipedia,BkiUf4c5qhLB0iFHCECv,,2,1,25,25,1.0,1.0,3a52063f37f902f35ba94c9afeb6427350bf8016bc0b05dc5c90edf1356ebd76
Q11-0222,A1,github,BkiUfQ85qhDChOLpqlst,,1,0,3328,25,0.007512019230769231,133.12,049be8c9e3fd2ff2b09cc9471ae9be6e5f4f6a3b858669b7dbf2b3d3e216db8f
Q11-0223,A1,github,BkiUdj05qYVBPGxmkKG1,,2,0,3330,25,0.0075075075075075074,133.2,091359809f30fbc73c3bc314a76c3483d84f5475b69346f367c3febb45329f12
Q11-0224,A1,commoncrawl,BkiUeou6NNjgBvv4QIet,,1,1,113,25,0.22123893805309736,4.52,bcae7f111628643d8835709bf24db6b6a38f6242fd392c4f8436081f30e79fd0
Q11-0225,A1,book,BkiUbMnxK7FjYAb_5F9t,,3,0,49,25,0.5102040816326531,1.96,4a2cf8c189a1f071dcddf4dd47ee9242ef138b4d27543e94fb02b12ccadeb328
Q11-0226,A1,commoncrawl,BkiUaQm6NNjgB1scVoy6,,3,0,3154,25,0.007926442612555484,126.16,e1804d8a334e4e7fb9899492dc81171f4479cabba8a9204507936f7b63558a7a
Q11-0227,A1,stackexchange,BkiUbVXxK03BfL1dTuAl,,3,0,3328,25,0.007512019230769231,133.12,08f048bc16dfcc881e3c1057c66b18a82e3cee3397b4ac1977167d43d31ab5ff
Q11-0228,A1,stackexchange,BkiUfqTxK0zjCxh75oIX,,3,0,3328,25,0.007512019230769231,133.12,b7c0f2b85d8e3ad1fe9b8377d167fe2fcfc5a358c5b925f2dd5d4bb12d273e07
Q11-0229,A1,wikipedia,BkiUeefxK02iP1lCY-1A,,3,0,3322,25,0.007525586995785672,132.88,733041f139e8116077e1ed5e8f305299e121e0c5c51d344de3309d0ff8dc244e
Q11-0230,A1,stackexchange,BkiUfVHxaKgQX6Nqs3I4,,3,0,3328,25,0.007512019230769231,133.12,af5d40cdf308202b04dcad223807f1ca8426922ff2b0db889fe87548e23cfcfb
Q11-0231,A1,commoncrawl,BkiUemc5qhDCHrMKHtsU,,1,1,113,25,0.22123893805309736,4.52,64417c48001b8ec2250293a5f0f600b9e7d2c0439385a92812ab4bbd234044bf
Q11-0232,A1,c4,BkiUgALxK19JmhArGMlz,,3,1,22,22,1.0,1.0,032038e70e7cf078045f6b96063da6e691c4755743698ea84a4b53b2733620c6
Q11-0233,A1,c4,BkiUc984ubngv4gExJBT,,3,0,3311,25,0.007550588945937783,132.44,8c0894b43215c240d7460f576099173f6dad52206b5349b464b639703db62d5e
Q11-0234,A1,c4,BkiUe805qhDCUnl_eBV4,,3,1,22,22,1.0,1.0,62af0121ceb3006ede9bcbf3b317a3f2e03908ad89255f437635171cb4ed4e1a
Q11-0235,A1,commoncrawl,BkiUdhU4eIfiUSz0sOfI,,1,1,113,25,0.22123893805309736,4.52,b7605cec40fe7c642e4e8504773d189eb6fcbfa0fb1d52e4203d11b52f2c1ac1
Q11-0236,A1,book,BkiUe9TxK3YB9m4AAYti,,1,0,51,25,0.49019607843137253,2.04,6ecb03d49b10d6ef0f7d10cc23717291d782dca0621d949fc42a39dde94c2d73
Q11-0237,A1,c4,BkiUakvxK0wg09FXTRga,,1,1,24,24,1.0,1.0,60671173c739585334e92a1b86fd9c8eabdc64c90d0596bd71bed11339118add
Q11-0238,A1,commoncrawl,BkiUfFE4uzliBaE72LxP,,2,1,95,25,0.2631578947368421,3.8,79b5ac06dfc57a8a0ac8b56bc6e007f78bd8d551f163ae2cefa856e05c24ca28
Q11-0239,A1,book,BkiUdSE5qhLA6eZZnWSp,,3,0,49,25,0.5102040816326531,1.96,f82a401803c30316d01775882af395575e123641805ddcdcef1a5444ef5714a2
Q11-0240,A1,arxiv,BkiUbPg4uzki0mx0NLXj,,2,0,473,25,0.052854122621564484,18.92,11c49574a8ab382ea7eacf05556d93a80624cc1f4a22f6c95466d53278574a9b
Q11-0241,A1,wikipedia,BkiUdJc5qhDBeB4iT0Lr,,3,0,3322,25,0.007525586995785672,132.88,7a35cb2d5609bed331134f28f183dc17877f48ae2354878b3117c35ee68a8099
Q11-0242,A1,c4,BkiUdTQ5qoYAzjhRycMa,,3,0,3311,25,0.007550588945937783,132.44,56b8a6478d41b165600e2763269652cd445bc4b409542666f3bc2f62d3de17ba
Q11-0243,A1,commoncrawl,BkiUfqbxK7kjXIdHA_LC,,1,1,113,25,0.22123893805309736,4.52,277a6b547a473fd349792205f5163e4184d6b10c9691dcfc1a2ff7036ac09a26
Q11-0244,A1,book,BkiUbiU4ukPiEKkD6wwK,,3,0,49,25,0.5102040816326531,1.96,0055baceaca2813e42abb7cfc6ce7c9831d518c275618671b9ad55751f53b2b8
Q11-0245,A1,github,BkiUfubxK6-gD5Tlf68P,,2,0,3330,25,0.0075075075075075074,133.2,b5c83dbd5f157af9052bf42685acd656030cfebe1001609e8980bd83f42bd993
Q11-0246,A1,book,BkiUfI_xK1yAgXBVGnXn,,2,1,5,5,1.0,1.0,c7c8b677ca05cd8965e4009eefde95fe5293120d767a91cfc865593d7e8df2cd
Q11-0247,A1,book,BkiUdwA5qoYDgbY2HMXA,,3,0,49,25,0.5102040816326531,1.96,89f00f0bd365e83276d65029dc5c53cc93a2154020c4802e8c1fbf036ce9d4d4
Q11-0248,A1,c4,BkiUdFk4eIXhwh1Bw8gN,,2,1,28,25,0.8928571428571429,1.12,9ac3e0bec53deb8818a4c2d1f0c03bc270faf90df8dcd2a8eb43929e9b6cadff
Q11-0249,A1,stackexchange,BkiUdbQ4eIZijir1oQJq,,1,0,3317,25,0.007536930961712391,132.68,e60b4217b83617914ce44d5dce18b0c85f7fa4749f4163ed814d0a565dda968b
Q11-0250,A1,stackexchange,BkiUdn04dbghOwL14EuJ,,1,0,3317,25,0.007536930961712391,132.68,9425e23ba7d7c996af8d8879ef229a77aa6163e150dda389610297c1b665b739
Q11-0251,A1,commoncrawl,BkiUeoW6NNjgBpvIC0Sa,,2,0,3118,25,0.008017960230917255,124.72,d83f9ebd72216c6b3cdafe1f1ab95fb7fe0140b411c0377213f8e7d97836bc35
Q11-0252,A1,c4,BkiUdQ04eIXgu4C77B-i,,1,0,3310,25,0.0075528700906344415,132.4,88bd3ee769988985a94f0932234e006c6adf6d62691821d5a96abda927b97bcc
Q11-0253,A1,wikipedia,BkiUe4A4uzliCsUqqrrw,,3,0,3322,25,0.007525586995785672,132.88,afa8c2907dbf4c83093cfa6ef772d55eb15cc5f7489c75e77f0ba0b5abb99514
Q11-0254,A1,c4,BkiUbS44eILhQHZXo8vq,,1,0,3310,25,0.0075528700906344415,132.4,61973375c18c5bd10ee464ee8b8da9bf8189dcdd8ca3be65396dbceb5e421c0e
Q11-0255,A1,wikipedia,BkiUb1nxK0iCl36cWH_A,,3,0,3322,25,0.007525586995785672,132.88,13fa9035191d4ddda0041c8923aa43cbc54f3947aaffa2631c6c4dcbc927e0ea
Q11-0256,A1,stackexchange,BkiUbku6NNjgBvv4NSH7,,1,1,17,17,1.0,1.0,7792b1775cc316c395cdf60ce9999774d90e9b1470193f3a46f03bcf98e8c832
Q11-0257,A1,c4,BkiUbk84eIZijWzOhw4q,,3,1,22,22,1.0,1.0,ce0095e9083c4511a1b3b99ef531fcbc84935a2e55d99240b0a784d56ac5e8af
Q11-0258,A1,stackexchange,BkiUf905qhDCiqRdLpU4,,2,1,15,15,1.0,1.0,828faf75b75111a0138f976e71337ab2b0fc131be88d97c42fb09aba1d271cbd
Q11-0259,A1,commoncrawl,BkiUc2_xK4tBVhat3jv5,,2,1,95,25,0.2631578947368421,3.8,ece7deb972e577134135ba6d36b3ed0b3e6871b4fa7ca1f22bbacb50eb494261
Q11-0260,A1,arxiv,BkiUdqc4eIOjRvCHtF0k,,3,0,472,25,0.05296610169491525,18.88,829fe049227c2b697e392c1d53069276431fc4d88bdf4b22ce5cb38ee82989b2
Q11-0261,A1,github,BkiUfKLxK7IAHVuoNAbq,,1,0,3328,25,0.007512019230769231,133.12,92fbd4ae770432a62d3e54d6c3174bf5b9e9bb3b1ee277d31a7f902dc2295d05
Q11-0262,A1,c4,BkiUe-zxK4sA-46xPogj,,3,1,22,22,1.0,1.0,62bc0b571399c151503b5fcb72c6e85367c9461c4ddf9955a02f7d7968c2774b
Q11-0263,A1,commoncrawl,BkiUc37xK03BfL1dVCJq,,1,1,113,25,0.22123893805309736,4.52,31a845ebcde9df1b3eb39605e310fa7f288d2b495bf3a4375dc4144f55465318
Q11-0264,A1,arxiv,BkiUe9jxK0wg05VB9DYr,,1,0,471,25,0.05307855626326964,18.84,7f53e3901caac89462534a671a35b8444d4c5dcd15d643bf4db1b37f3e2d0c18
Q11-0265,A1,commoncrawl,BkiUc8A25V5ik2zA0Bi1,,2,0,3118,25,0.008017960230917255,124.72,c09aa7b2d56d221180eb55fb3773e174cd2bc70cd080d7b1ae16cfb81437bf8b
Q11-0266,A1,wikipedia,BkiUd784ubnjopEPvzol,,3,1,11,11,1.0,1.0,d4a8c6d6257d4db62d34ba34a1a02decfd34ec2678564b9c6b66b8eb451a68d1
Q11-0267,A1,arxiv,BkiUa4zxK1UJ-2RwUiGP,,2,0,473,25,0.052854122621564484,18.92,ea819eb406ff1a0931440d8d65556c0685cff189defb2ebaae4b178f04491832
Q11-0268,A1,stackexchange,BkiUdEc4eIZjjLi4TrqR,,2,0,3318,25,0.007534659433393611,132.72,f4728e0cbd16de13c85163cc7cec1a1262b077c4ecaefc5b03373e9ca338a99e
Q11-0269,A1,stackexchange,BkiUblw5qX_AY1OJLPxH,,3,0,3328,25,0.007512019230769231,133.12,c63b452b96303b8b218452b8721c4d77eb6b6ed650de966269da81d14ecdeb6d
Q11-0270,A1,book,BkiUdIs5qoTBAkU3UnMR,,2,0,52,25,0.4807692307692308,2.08,a3e157ce221dfc3b97df8e982e25fc0de1321d18b7e545fa28f5364a1db7d122
Q11-0271,A1,arxiv,BkiUdY44eIXhpe8BP_8y,,2,0,473,25,0.052854122621564484,18.92,ae73fd7471ccba13bf75e208228fa9f2968d7253a0ba248c973691d61b480f7a
Q11-0272,A1,commoncrawl,BkiUdHbxK5YsWV5L3q0R,,3,1,59,25,0.423728813559322,2.36,5acc499871c1f8dcbb4ee4e645bda0e030d0c237fba47e9f4176bb1d078e007a
Q11-0273,A1,commoncrawl,BkiUc9jxK1ThhAqzWXX4,,3,1,59,25,0.423728813559322,2.36,28eb0878730859a1019909afc1df41f1691f432db69b837fb63c1db24aa8f03e
Q11-0274,A1,c4,BkiUd0k4ubng7g7bWmA-,,1,1,24,24,1.0,1.0,7d07dac8a3d94049ff1c61b0059741a58ce44ecf26e6e563bfccbbaf20742de6
Q11-0275,A1,c4,BkiUei3xK7IAHO1E0323,,2,1,28,25,0.8928571428571429,1.12,515697f7d8716d15b7ec890eb4335f8c5f54532ea3198d2b8322debdfb8414fe
Q11-0276,A1,commoncrawl,BkiUd2Q5qdmDNqo3lMOK,,2,0,3118,25,0.008017960230917255,124.72,45eff230f08d0ee5b1014bd1f6806d1155e47231a95be0ad5338f2f2db560bce
Q11-0277,A1,wikipedia,BkiUdI85qWTBAMP6__mo,,1,1,13,13,1.0,1.0,cbde6e0678fa8a54674c1ce2b317c8fd036da426ba35ff70571715d2abd2306a
Q11-0278,A1,arxiv,BkiUeJTxK7Tt6AlxErvi,,3,0,472,25,0.05296610169491525,18.88,a00766503eee45c5c1d96a676996ae3a035505beaa8cce144519ca91ae52a020
