id,source_domain,content_sha256_nfkc,content_length_chars,nfkc_length_chars,nfkc_changed,has_format_control_cf,has_nonstandard_control_cc,has_nonascii_space,invisible_codepoints
BkiUb1XxK4sA-5Y3rOAL,commoncrawl,516794319fdc6b75f6c6e446873421b065259b5ee22781fd9bc0d79236003175,3708,3738,True,True,False,False,U+200D
BkiUbHfxaKgS2Gx0b-he,commoncrawl,bec937ac61bd18c5c7c1865e7e53be474b6656c107dfc7f2abb71aa8a64e52b2,4954,4954,False,True,False,False,U+200B
BkiUctk4c3aisE1SP7-2,commoncrawl,8cd5d7f8a2083a1fcfb099b24164980f0c1842ff9ce9c374f7126a0c29a3661d,4493,4493,False,True,False,False,U+200B
BkiUdojxK6EuM_UbrNek,commoncrawl,c09dee280fc3dc9075b7cf5ef0033d9cb6ab4e10e016a565a1e51bce5b81c8bc,82702,82730,True,True,False,False,U+200B
BkiUdyTxaKgQLBMQPeP5,commoncrawl,b434e50e68fc24cf81e5dcd05f1913cc9cd8c3352077b83e5aa4e73d740d497d,2369,2369,False,True,False,False,U+E0062;U+E0065;U+E0067;U+E006E;U+E007F
BkiUb7PxK1UJ-rWoImql,commoncrawl,4b84987b5107f4b22870abfdabaeb5ab4c82e10bfb59e06b2f3a65aca639ab9c,3467,3467,False,True,False,False,U+00AD
BkiUdwe6NNjgBpvIB8nv,commoncrawl,6ebed44f2ae71f172c0fbf91dfe492586be454e594baa7487a00ada2434e9717,1848,1848,False,True,False,False,U+200B
BkiUdprxK0iCl7DT8ehC,commoncrawl,5ef899b513fda3dded91288e77fb32627be0aef217d10c05a8e184979aaaa6bf,3161,3161,False,True,False,False,U+00AD
BkiUaTDxK4tBVgEFSUaE,commoncrawl,5b861dcf2dec5f9fe1cac5b998834635c381f9c06dbab1df5447026f76a9156c,160768,160784,True,True,False,False,U+200B
BkiUb6q6NNjgB0Ss01JU,commoncrawl,4286356df31ba822e5eeb1dcd2ed30a1203cdbb03da1e31828472b32bbd68aa7,3732,3732,False,True,False,False,U+200B
BkiUbfQ5qrqCyihwaOYi,commoncrawl,3aa8c5d401fd7e8ad90b8facb39700d32388efd31213180f4d94a01ead82f27d,9708,9708,False,True,False,False,U+200B
BkiUfFE4uzliBaE72LxP,commoncrawl,79b5ac06dfc57a8a0ac8b56bc6e007f78bd8d551f163ae2cefa856e05c24ca28,3522,3522,False,True,False,False,U+200B
BkiUdAI4dbgg2ozrHrNl,commoncrawl,793d2b4185acfc52d6bb3eb73b7f83d7d912063f53d60417b619d2c44ecbed75,6287,6287,False,True,False,False,U+200C
BkiUagrxK4sA-9zR-GIo,commoncrawl,0f1f8049878845bd7d761a3ed0f43e883a92c797bed8f217f86e05cecc77e8e9,5577,5577,False,True,False,False,U+200F
BkiUcSA5qsNCPeN2FeV1,commoncrawl,1561c99e6bcfbf660244b2fefe7339ab58c04b0d047d9f29a13428b703fa945d,8012,8014,True,True,False,False,U+00AD;U+200B
BkiUd9E4dbghfTKFOuux,commoncrawl,9b69b22717a047777b3381be1f15f7f9e1e0b78d0be4671aa0813a8f8559d9a1,2679,2679,False,True,False,False,U+200D
BkiUeBc4dbghaWXTenwy,commoncrawl,1ff40356bd2fb7808888c8265444a7b2fc4b949e14711111e9a2fafd7ea42949,5204,5204,False,True,False,False,U+200D
BkiUemc5qhDCHrMKHtsU,commoncrawl,64417c48001b8ec2250293a5f0f600b9e7d2c0439385a92812ab4bbd234044bf,4775,4775,False,True,False,False,U+200B
BkiUdcc4ubng3m-N5BVF,commoncrawl,5b813a08bf42b3400519b7ed72cef6c73c38791bc2e27846b809b4750167fb6b,5384,5384,False,True,False,False,U+200E
BkiUcY_xK6nrxq6Dmu1F,commoncrawl,727f910014b0de8986913c60a0bf23982799ca09ee37ab84450e10917df0b827,13475,13475,False,True,False,False,U+200F
BkiUc8U25YjgKDfmReJw,commoncrawl,e73513336b5ce543c332835345702a58f63e4d11d1a8ca1e614c020c9c644f18,4143,4143,False,True,False,False,U+200B
BkiUaL7xK1Thg98UdJpL,commoncrawl,6086e7f347b64e75d6ef51e5e366d7278d051429084484d967e213ad266af6b2,2536,2536,False,True,False,False,U+200D
BkiUawzxK0wg0_748YDI,commoncrawl,0912419d01e30bab26ca9d0a2df8fd529b0438935f9b9390c9d80635ed1bbc8b,2015,2015,False,True,False,False,U+200B
BkiUbBDxK7FjYAb_46UI,commoncrawl,a35722d1f2280c4c63b2ce6682d72d12253fcc87f892df133ae77168978161b1,11125,11125,False,True,False,False,U+200B
BkiUbPI4c3aisGQul44t,commoncrawl,3f8e7de87e8297e67c086420ff9dba2f756efa8557140360f5d4880a945a23ad,2076,2078,True,True,False,False,U+200B
BkiUat3xK0zjCxN_q7p1,commoncrawl,ee15a110f0029e88e59644f0ce10c16db932d61b6ff2bee02517139d2c8cf42c,5282,5282,False,True,False,False,U+00AD
BkiUbDfxaL3Sug5GKFsv,commoncrawl,b06a5134f8a4d8d2f6da24fcb202bc306bc74df90b152b935f2d5391a5d7eb7a,4273,4273,False,True,False,False,U+200B
BkiUfjzxK6mkyCfOEhAZ,commoncrawl,4692960eb67a528cc83dd49cd1068772111c3716715053775cd3a6249a0ef4e0,15122,15122,False,True,False,False,U+200D
BkiUanrxK7Tt6CA5Em6X,commoncrawl,af9c833fe47433eb7de67a53cef55a68b598182fef28151da79a3e3ec8da7872,8465,8467,True,True,False,False,U+200B
BkiUd9I5qoTBEmQ0QJzK,commoncrawl,539272efd2993467dfea8935e6cae0ae804eb3ba1a4adf923cd96d0050192e09,2495,2495,False,True,False,False,U+202C
BkiUfnY4uBhiv3WcI3ln,commoncrawl,ef61e579a47658eedd0204ddeba72d59cf0aebac1dd9ce9c0e6d9e7d30f6fa4e,8710,8710,False,True,False,False,U+200B
BkiUbY7xK6EuNCwytk_1,commoncrawl,8f2af016cb9374659748410f5c3e02e1a3a2f89e803ebcd411f9fcf597b7fec2,14092,14098,True,True,False,False,U+200D
BkiUa8PxK2li-Hhr9xgD,commoncrawl,dd0f8f8598f55c184db9c8bd18c9b08c9c14858f77baf0412487e0fb137af573,1458,1458,False,True,False,False,U+200B
BkiUeWk4eIOjRt7BLiSP,commoncrawl,d81cd138df4be1de2ea39099fdbd0aff6b2d3f1e9d791f44c54c006aa5a624e6,6514,6514,False,True,False,False,U+00AD
BkiUfQ45qsFCgpxUVr22,commoncrawl,5fb7e2ea64122be32d3c505396bb20ddf7894d3017746651df425d704cc0b2f5,4884,4884,False,True,False,False,U+200E
BkiUcqjxK1Thg98UfeM1,commoncrawl,e4c4630300ce8dacf04ba7da3b2f077898df06474d3a29ee0a4e4e33518757f4,8418,8418,False,True,False,False,U+00AD
BkiUeNjxK6wB9dbuUwHm,commoncrawl,35e154105ee9962add7044f54a682e3c9d74ebeb27d584468185e1f236f2b1cb,4601,4601,False,True,False,False,U+200B
BkiUfak5qhLBqPGg5mIw,commoncrawl,d15d9676696b808e68f0dc26c47d9083c150af7a4e898c5498bdcc97cbb19e46,1101,1101,False,True,False,False,U+200B
BkiUdWE5qWTBLNsCqcxX,commoncrawl,8b20cc14355c73f08a543cc5b1c0730fec98d5b211cd52a40bbfd1d74c032a0e,7383,7383,False,True,False,False,U+200B
BkiUdV3xK6wB9jjDgM7_,commoncrawl,abbef8ee818c81d0523b3ddc42f8b1ab56f4b49a63dea6cebfefdfd2d8315b9f,54311,54311,True,True,False,True,U+00AD
BkiUcDbxK6wB9dbuSqCV,commoncrawl,5234905e6045b85d7ef2990620be0f194dfc5d6fc819839970a8ab65d5e2f005,1724,1724,False,True,False,False,U+200B
BkiUcV_xK1ThhCdy7kch,commoncrawl,817c0b37ab12f6476ae1cbb7a1db03ebb13bfbe35136dad60ee0f7df09dfca50,4346,4346,False,True,False,False,U+200B
BkiUbTzxaJiQnsTQxRmJ,commoncrawl,28161fdbc50cfb127e20fac3f4f76fd8ab58caa0af5ccd99c61954afd1388c75,9141,9141,False,True,False,False,U+200B
BkiUc5nxK6mkyCKC0hxB,commoncrawl,03c277bebda1414774bc0fa584f597dfbdf3f56a88c8740888c95a9ec8e7495e,1881,1881,False,True,False,False,U+200B
BkiUc-A5qdmDCTsM52AS,commoncrawl,e003424e24ea54ff346adc6015d0dc4fb2a6071c076d473ea92ff22fea2e63a5,3638,3638,False,True,False,False,U+200B
BkiUfZI25V5jX_qCeXiB,commoncrawl,fce70ed7abf41d2241bf16710dad0ce36c64c0689b8ece0df4930c9a5a77d7cb,6204,6204,False,True,False,False,U+200B
BkiUfwTxK1yAgXBVHNtY,commoncrawl,c7b95ea66c5ffe4692c04046cf72b61b251ee7ceb5988113ac59a32477127ba9,2497,2497,False,True,False,False,U+200B
BkiUacrxK7Dgs_XS9WgU,commoncrawl,4a17388a1fafc6798c30abb38f7b655aabbc451373f09c6f963cbe618f60c6b9,5905,5905,False,True,False,False,U+00AD
BkiUcOTxK7Ehm4VQuvdr,commoncrawl,2722c53deb0100a1dc74b14ab1093fef1eb0adf9bc88b885b54401eae3679ba0,5107,5107,False,True,False,False,U+200B
BkiUcC3xK3YB9i3RJr23,commoncrawl,30013633cda55d7a113d5c09b2cfc0ecbbc9df9cac0888a3f5a01b9a19b0091e,2993,2993,False,True,False,False,U+200B
BkiUe93xK7kjXJwSSnZa,commoncrawl,ccdc88032507d0c813cef86024e4ce015b87ce5c2607c6e418a98e598bf83bfd,3747,3761,True,True,False,False,U+200B
BkiUdYA4uBhiv24yKtnC,commoncrawl,6d13059e76eb193db2627cce88d61c6ee76a87e51479596b4cd4eed8d24e5e38,2316,2316,False,True,False,False,U+00AD
BkiUcDLxK6wB9dbuSpzI,commoncrawl,95ce3935825ab24d8bf9f9c12c13cca82858d59a8c661358ba9a1e24793e0765,6231,6231,True,True,False,False,U+200E
BkiUeTA4eIOjR0ItaR0O,commoncrawl,3851b83a07e17d0d580a7ffb2f41ed5218343c7225951abaa25a90e8458e578e,5426,5430,True,True,False,True,U+200E
BkiUeA85qoYA4p9vphcB,commoncrawl,2c412244e7ee445292ff7481417f682a36793909f2d030682426ae82c2b2fd29,3512,3512,False,False,True,False,U+009D
BkiUdjE5qsFAfoQ6Rfnu,commoncrawl,e95883cd489a3632d0cb5772c9319b1134e26e03397e4c55a41e06eea3f269ab,1759,1759,False,True,False,False,U+200B
BkiUdh84ubnjot5Ja4UL,commoncrawl,7554ef7930eb78ab243e70e7f7393efb7590c286617a3cc72068c5b87034edf1,28114,28114,False,True,False,False,U+00AD
BkiUakLxK6EuNA_gLWDv,commoncrawl,305604a5a3fb27168d776cfb976587d4ceebedf0b64ffc0cd9224e7fa0f2161b,6531,6531,False,True,False,False,U+200E
BkiUdx85qhLACGfB121L,commoncrawl,a03fcd00c304c22fc0589803bce49433d803c9de27a0855dd64621c9458de755,1992,1992,False,True,False,False,U+200B
BkiUfEk4uzqj8WoUW_e_,commoncrawl,779913160aba1ce8444a89c2a866cc98acbbf99515018c08dd328e03c72cd547,3523,3523,False,True,False,False,U+200B
BkiUbic5qsMAI0vkb_Bo,commoncrawl,418c0371b5e5c32649939cbc4ef665d9ce86bf0478a1434d3e61d32134ede3db,73059,73105,True,True,False,False,U+00AD
BkiUesnxK0wg09KOYbya,commoncrawl,0dabae0691882d311fe7acfaed4760413a8204e04579f576e11a6c11f4414df0,3998,3998,False,True,False,False,U+200B
BkiUdSA4dbgg4qzwKmqe,commoncrawl,bcfe2053a3cd8916a469e2a152d3378c18cd2c84c1778a11bf9d0c38c5e4d0fe,15384,15384,True,True,False,False,U+200B
BkiUfWc25V5jfvIP5w0u,commoncrawl,cf4cfa977b6b489673362f75b7701905d9aad8fb6a7abdb0f7f217043b1cd4b4,3408,3408,False,True,False,False,U+200E
BkiUdl45i7PA9B6M-Xh0,commoncrawl,2ab1ec9d3a57914d5aa955b369f1a3e37782f4079593b1e1c6dd92504cb8db96,1549,1549,False,True,False,False,U+200B
BkiUbA3xK7Tt52mM7Fdn,commoncrawl,5de79c09f0d94fe24f7e510006ac598507cb4a4c068739c1483502dda071ed60,12021,12021,False,True,False,False,U+00AD
BkiUfnzxK6wB9jjDiZi8,commoncrawl,962974293fa8f3bb0c00df43a73344aac118f95ec4ab612e0629259d9e9be3bb,26990,26994,True,True,False,False,U+200B;U+200D
BkiUeKE4eIOjR5O2rLcS,commoncrawl,c1cf919a527eee14a950d06945c815f1494d5c4579fec7a7a78f9076da56ef86,15204,15232,True,True,False,False,U+200B
BkiUfcLxK5YsWR0KkqFk,commoncrawl,b762de0538590eaab8ee2d182e433f60bc39d8f54e1379f5b9321cf5cd9180ce,22589,22589,False,True,False,False,U+202A;U+202C
BkiUd145qsMAIxrFvlHP,commoncrawl,59af7310970da2da69e41c886f7ca21dea9c62fc07286909295a4ccd3e37dc0c,34859,34863,True,True,False,False,U+200B
BkiUa3jxK4tBVicoAiWy,commoncrawl,26e88b7f68dc9f3feb08d3847b483c9b4f0959a116bf8fe2ce7bf3dab69d47c4,3444,3444,False,True,False,False,U+200B
BkiUc9jxK1ThhAqzWXX4,commoncrawl,28eb0878730859a1019909afc1df41f1691f432db69b837fb63c1db24aa8f03e,4739,4739,False,True,False,False,U+200B
BkiUdjc4eIOjR3O4cvLJ,commoncrawl,4d8050b994a281f37f581aceac4fb8081e03c0caacd436a6af99d13973464f94,5226,5228,True,True,False,False,U+200B
BkiUd1fxK6EuNArbCuQK,commoncrawl,69b780c66d5497f7b205fad947afedacd32b71df040e3f1b880ab982fdc49604,35960,35964,True,True,False,False,U+200E
BkiUdkY25V5jEBMNXDFF,commoncrawl,59ff252cc3bed708e77948f506b2ade1baa707cf179f9d42f4ab5058bae9f00e,28906,28906,False,True,False,False,U+200E
BkiUaNbxK0fkXPSOnV84,commoncrawl,33b826c38151eab142088d74384d1629887bd6e3067bc38fbe910840d88196a4,18568,18568,False,True,False,False,U+200B
BkiUdmU4ubnhDSvJRfOL,commoncrawl,0e19734a9238ff41079d768a338c4deca95e89623582600219b4427b6d63a2de,10940,10948,True,True,False,False,U+00AD
BkiUc4M5qdmC7lEemvbQ,commoncrawl,65572df0b9ae88a5ce85945e8781e50427f276278c128f815be0009d2cbbe642,4075,4075,False,True,False,False,U+200B
BkiUbSk4uzki01MTGyKZ,commoncrawl,fe185e86e6c6314a4bc752371fe6950ed5a0e4d358c51b5cd4590ccaaf8223a6,28293,28293,False,True,False,False,U+200B
BkiUcBzxaL3SufhMnwGM,commoncrawl,d3b70001f673792b53a90fffe1ba612aea5f41cac72bd6988d9b5302b867591e,8566,8566,False,True,False,False,U+2060
BkiUdpA5ixsDMFcyQLnU,commoncrawl,b4f4cbbd9a26dc2b8fd3963df4af6c365c9caad1f64e2c9fa1dabba6f694ef04,2571,2571,False,True,False,False,U+2060
BkiUdZQ4ubng4IUB1GsJ,commoncrawl,411a1abcf44df2b81bbb2f0631f35701383d96f90bb87386812405a9a6106a65,1566,1566,False,True,False,False,U+200B
BkiUfeM4uzliDEmfheLZ,commoncrawl,138b789350d6a92f0dab2f16c83e5dfe8f7cdbef6d73dd4fadb20e0a1679d6a8,4800,4800,False,True,False,False,U+200B
BkiUbNXxK0-nUGYe4Pur,commoncrawl,2aeece0821409c8b391acb488cb455f5c1276f52522c113eaca2ccacb426a849,4845,4845,False,True,False,False,U+200B
BkiUbDw5qsMAIq_v3XA0,commoncrawl,f0da371f69050bb4da3d03b59276526285ff96e71dc6822db2b40f9772efe8de,2913,2913,False,True,False,False,U+200B
BkiUcM3xK0zjCxN_sSBQ,commoncrawl,0f4b6b42f8c23ab8fd97d92c67ade24d34fd21193b436b909f92d620f33eac9f,2737,2737,False,True,False,False,U+00AD
BkiUeSXxK7IAHO1E0x5U,commoncrawl,282f80776de8cf4d1bab9a71403b00bc53c779b17f4b1da669e8f8d19f6da142,136761,136821,True,True,False,False,U+200E
BkiUdgM4eIXhqTbAaHxr,commoncrawl,979fa3c2958e5bae6be07419feafc86cb8950504b0fac8496e2063dda0f61456,1490,1490,False,True,False,False,U+200B
BkiUcIXxK6Ot9WA5ggKN,commoncrawl,208103063c06803e27fc2694f06439d1bb81b70a0b89a34592115838dac8b77a,65566,65681,True,True,False,False,U+00AD
BkiUdVbxK7IDP-3_7QQx,commoncrawl,1ba8750784dd3799fe02d1612faa489a1d2ba6f5e0d78acef674dc1654ebfba0,58460,58466,True,True,False,False,U+00AD
BkiUcJrxK7FjYCv2Q0Am,commoncrawl,5e4824db22a4544a7050991031e502311af4437da5094e7bfa964d548bb0b484,12378,12378,True,True,False,True,U+200B
BkiUbmc4eIfiURL9RGpN,commoncrawl,c1f1b83b39c40e3bd7345501f652f78c7e71ea5a7eb660f4d4615716b8bb0c84,9301,9301,False,True,False,False,U+200B
BkiUbPI25YjgKLaE8BZb,commoncrawl,f3c3ec0b13ec69cd2243a40288458e896bead38fec25f64d5bf9f987c41b8b9c,1009,1009,False,True,False,False,U+200E
BkiUdg04ubnjoxKrZ3iD,commoncrawl,4ca6f7f6c9b0bfecb775c4b66fe359e1bcc14b5d2f9f6dd09d27d5118299d11f,21636,21642,True,True,False,False,U+200D;U+2060
BkiUeR_xK4tBVhvvtPTO,commoncrawl,2dfa31135a18e1d095b7941f3fcb162ec6368fc01d60d9c9ef06930ae6c76bb3,2754,2754,False,True,False,False,U+200B
BkiUaXXxK0wg09lJ_qVL,commoncrawl,1f03cc783be6cd3c8e3fc683de325792b3850fce64d59596f641ed1c01b67b35,5424,5424,False,False,True,False,U+009D
BkiUctY4uzlhXz2JTxvM,commoncrawl,bbcf77870c5e07e75582bc5004146f34ff4b6f57efc715bd258b4fdc47435b7c,7710,7710,False,True,False,False,U+200B
BkiUdYo5qsBDHTHZ3LF4,commoncrawl,0490ffb8179a18d7ea4484de4e1d88b6f90654dc8a0e0f50e0b28840062b212f,7780,7802,True,True,False,False,U+200E
BkiUdQ85qWTD6fkJfxcm,commoncrawl,3cdee5e2e9762a7ac9243638c2dd7712c9c076c7d595940f29c891c4d0847aee,2217,2217,False,True,False,False,U+200E
BkiUbenxK3YB9m8SVM6c,commoncrawl,719d3df86212e4e5b5ecc890bfa0c1742e68573e5eec29144fe1f5ea4d08fd02,46148,46154,True,True,False,False,U+200E
BkiUdQs4dbgg0vi22BjH,commoncrawl,df6a59f2808a45f42bf81cde2a309d1e9a3975de07c0607d81e11050d15a0e6e,1918,1918,False,True,False,False,U+200B
BkiUdD3xaJJQnMsbzhLU,commoncrawl,4aace6b2460f691e783cf57efc85f8c8c9d07c4da515096d2e6a6772c4aaffe3,12367,12373,True,True,False,True,U+00AD
BkiUcjU5qsNCPf8Mwk9N,commoncrawl,c5ba4fd98780fdc3f6674cd65720cf28dbf39f51f89e22809232388ed37c1cfa,3705,3706,True,True,False,False,U+200B
BkiUb626NNjgB0Ss01lL,commoncrawl,a6e83b02fc858ee257c42d2512560c1206d66d1aeecf7fa4145e7902558ab047,18416,18418,True,True,False,False,U+200B
BkiUaibxK5YsWV5L1hXm,commoncrawl,32870c992a8f01fb300f9cc105e4f904b0492f03a0e389950ea1c37a947eba8e,1677,1677,False,True,False,False,U+200C
BkiUbWU5qsBB3Od3ghRE,commoncrawl,72d1618a4957b69256bfaa3fd3900fad1d215720e2271e62433d22ae246969dd,11238,11240,True,True,False,False,U+00AD
BkiUddY4uzlh5RkAvopk,commoncrawl,2810f39624cac6a563ac49340bd8343ed70a0bb2831e905eb0dde532e4039672,1849,1849,False,True,False,False,U+00AD
BkiUbJ3xK6EuNArbAPPQ,commoncrawl,d178fa696c642e10851362f7da95da680519d73d61bc90896f995b94b88fbb0a,2073,2073,False,True,False,False,U+200B
BkiUe7k25V5jLX3kik3X,commoncrawl,a0553eed80333f517492b5290c4db9576b8357ed55f288108c9d37b880958846,4603,4623,True,True,False,False,U+00AD
BkiUc5U5qoTAhudwxswl,commoncrawl,0d3a1e40b9050f09d121c4d4546055c5e2736dd8bf76a25ad0df56c295ec1908,8429,8431,True,True,False,False,U+200F
BkiUdIA4dbghE52z4c29,commoncrawl,f9ca78567487cb2f9cfa6f9fc7e8a4a908b1d1e436401216e3cc43e6c3b46c25,12112,12112,False,True,False,False,U+200B
BkiUfU3xK7Tt52mM_Mzd,commoncrawl,273dc0ebc6cb541c0b502bbb7b464427b2303ad10c0e7142c41da53ea59068f5,6972,6972,False,True,False,False,U+200D
BkiUbNk241xg-GX14upi,commoncrawl,477fb9ae9f9c042e047db6e881ce5857c8562d9a75c269d841c1fbdf86acf35e,26633,26639,True,True,False,False,U+200D
BkiUdzA5qsBDHn4Q0BWk,commoncrawl,351c6f9a1bdd8a5c08797a5333957ece719a003372fa8d607514eb5c96f866d7,27691,27695,True,True,False,False,U+200B
BkiUeyLxK6mkyCKC2aBB,commoncrawl,ef3c46abc196c0232b0a1cdd345994b7eb2800b318ef1f0934d9351158a65af3,3616,3618,True,True,False,False,U+200B
BkiUdQ85qU2Apwwg7ukL,commoncrawl,ea6bfa1b2a1a2c324858674be3d3788c233e5b128a74c568bf95811f5ffe3619,3091,3093,True,True,False,False,U+200B
BkiUdrA5qsMAIpX-fqx_,commoncrawl,141fb7176a22ac20c22b58ebc7fe92f7492211898fa801a9343f492f4969fc35,20492,20492,False,True,False,False,U+200B
BkiUflbxK7IAB1deV4EB,commoncrawl,419ca310c592625d9585786b34f030f22c925d6e1402aa956b8417ad20ac4c09,2560,2560,False,True,False,False,U+200E
BkiUdc84uzqh_RadJaXn,commoncrawl,0eb6a804451db7a3497e58708710396eba4b749e75bae1f5779f4eaa35262d66,48268,48272,True,True,False,True,U+00AD
BkiUdqA4eIZjyglw5xIR,commoncrawl,87efbf77b43197c31e0792e828e969a00ebbba73e6cec8431a24958383e18008,5179,5179,False,False,True,False,U+009D
BkiUduQ4eIXh4qTE5ywc,commoncrawl,18c7e6af6600b3b0980206482a5351c581b3996e89195c5bafb073d604ff245d,8606,8606,False,True,False,False,U+200B
BkiUalDxK1yAga6Jpdw9,commoncrawl,7b9f0e9ef731d30d90782f8e05021836a430a6b6b776844f8bb81ef89c783fca,2193,2193,False,True,False,False,U+200B
BkiUeNo241xiDnlsQcdh,commoncrawl,d144c6fcbff2c53a6be794154671090952fede4fde33c8818569d0fd4796558e,4313,4313,False,True,False,False,U+200B
BkiUbTy6NNjgBpvH_qOs,commoncrawl,f6044ab62051f9072a38415c10829350328fcf5ee024311509c689e69ddc1e94,2131,2131,False,True,False,False,U+200B
BkiUd7w4uBhjAAuFm2yb,commoncrawl,c1101e70d344c251556f5441dc4a667db521f7fe75be5ba6e4f5e43154a7c1e6,108201,108205,True,True,False,False,U+00AD
BkiUbCA5qdmB6zNbhbcI,commoncrawl,08dac30aa6745a3f8e1d8ef4346ccd190c8a3735e3fa28f5ecbd9e619cd87a42,30085,30093,True,True,False,False,U+00AD
BkiUbwrxK6wB9lIs7mB4,commoncrawl,ca08d4c186fd82ca532d4fa3880c6f96d8f7d78048ac9e9865abaccbc1833ffd,11052,11052,False,True,False,False,U+200B
BkiUdeLxK6Ot9UjEBknh,commoncrawl,18e3e3beca600f107e56d2636ac0fd65e8e74c44ab857c4ad232ada2c0990719,7547,7559,True,True,False,False,U+200B
BkiUfq_xK19JmejM_xQM,commoncrawl,7874892f584751e7b48097938c2d79e82c7dee7435d327c9c22f426a9b78e86b,2502,2502,False,True,False,False,U+200B
BkiUdqDxaKgS2KSYnRsm,commoncrawl,38bed67e64ce4836bc6e588d75a8f7da7031b98c04c67ddfacfa1dca200b1036,2518,2518,False,True,False,False,U+200B
BkiUesnxK0fkXQzmMm60,commoncrawl,21aa1d8788a220e1ee238f7fc6dd1d6d28610adcde1cf4042834b3c38a714c51,8094,8098,True,True,False,False,U+00AD
BkiUe1XxK7kjXLSrG9vl,commoncrawl,7bc38b4e3d7f48cdc997b09acf2c5a03c493ff2b78f5b3a991be1d9fcbbc3729,4773,4773,False,True,False,False,U+200B
BkiUbYQ5qsMAIoJibO-b,commoncrawl,3db0d42beaf14c97c7a1f7ff300a63f1f3856383dff378da9c86714b0f3948e3,14577,14589,True,True,False,False,U+200B
BkiUdY45qsJBjXav8rbk,commoncrawl,f290a418a322b8a97eccfd77bdc2c488619f3de3145a277088b4aa12d21c50a5,3001,3001,False,True,False,False,U+200E
BkiUcp3xK6Ot9TMSqSKV,commoncrawl,c2a1390fafb7caa4f206ed2465644e4941cdef26c22ee3f48461849492ba4761,30923,30927,True,True,False,False,U+200F
BkiUe3jxK2li-HhsAqoP,commoncrawl,446f358df1178f97e6dcf8e90c9bf20c232d18867f2e2c32c68f0eadc7d3f173,21808,21808,True,False,True,True,U+009D
BkiUbuvxK5YsWOzBBXbd,commoncrawl,ec9c74565561250b361c0b7776201bb518d4b9378a18ea611cdf5038a34bb251,23624,23624,False,True,False,False,U+2061
BkiUdo05qoYA189x-Ylb,commoncrawl,eff664617f1616435648d13d6fa0665301887993fa7540a374a5eca90449d715,8405,8407,True,True,False,True,U+200B
BkiUbSM5qX_AYyMMyzns,commoncrawl,bfdeb5ef1e7ad27ac85af084c8652524d304ad1b7f6e1ae56f34e79222c9bcbd,11826,11826,False,True,False,False,U+200B
BkiUd_c4ukPiEekATNsK,commoncrawl,dd8c1fe65209f696239f10a6c79db188e542e5ce7d967f5f2eee737029a3a7b1,3373,3381,True,True,False,False,U+200B
BkiUb1_xK0wg0_749VQ6,commoncrawl,e810ffe2c618a0abd7b1cace9c5cd61d37609c354f73e2f1d7aad24ebd48df22,42657,42658,True,True,False,False,U+00AD
BkiUdjU5qX_BteM6O-vq,commoncrawl,867514191cfffdb1970c6194e9336b58105ddafd4e9448f7d267c4158e379365,5802,5802,False,True,False,False,U+200B
BkiUer7xK4sA-9F9l1II,commoncrawl,ca895d433019aa3d348b93c2409915f769c04de9c3dfd50d1d323b92d1010a3e,80411,80415,True,True,False,True,U+200B
BkiUdHbxK5YsWV5L3q0R,commoncrawl,5acc499871c1f8dcbb4ee4e645bda0e030d0c237fba47e9f4176bb1d078e007a,6908,6908,False,True,False,False,U+00AD
BkiUeCE5qdmDNmRzVx8E,commoncrawl,31793661d45e92687b594c90ceaaf131c8cd954b5f5baf2a06afe132e3cc99d1,38161,38171,True,True,False,False,U+00AD
BkiUapnxK4sA-9F9iIdK,commoncrawl,971af50d2cdf9e990f6a75f71ee164dd4377855105d7cbf96f29169f63f9bdc5,2706,2706,False,True,False,False,U+200B
BkiUbjjxK03BfNelVgHw,commoncrawl,16913ef2b189805fd1cd36b9830001ca54467f9e722ef1ee35be2644f0ad26fd,8489,8489,False,True,False,False,U+200F
BkiUdUE5qhDBQzqNFKS3,commoncrawl,f4b8af46eaea53c178244382588ed878b5a443da0da5d5c4fa9581c14ed2d4ae,7393,7393,False,True,False,False,U+200F
BkiUdj45qX_AYz6UqJor,commoncrawl,6163ed8af513054a7a6b9cff468152592d72369822d7b980f9362a53ac267ecc,7040,7040,False,True,False,False,U+200B
BkiUeJU4ubnhDOA8sfC6,commoncrawl,c0384f2325750b0aad871a3803ea3ed33d7b53fe679991aa623d3faf6e147e92,7390,7392,True,True,False,False,U+200D
BkiUdsM4eIOjR9_GgMq6,commoncrawl,0deeeb1ef8e87e5c81b12a7c8efc4fccd3d8d997b431143754ef0add28e0a7a0,18314,18314,False,True,False,False,U+00AD
BkiUdd05qWTA-GNL-oiD,commoncrawl,cab3184d05a14ce53ef1bcc0dd7bd58686fd5b17a3cbcabe07bf803b92e18a55,3014,3014,False,True,False,False,U+200B
BkiUbBk5jDKDyE8-KiYR,commoncrawl,d94264db6ed7d6ec823be626dbab2bca6d3304a9e21e25c6e01a729bc52a05e2,4335,4335,False,True,False,False,U+200B
BkiUdu425YjgKO5ElZSz,commoncrawl,97aaf8e5f2d1f0fc8f4d4ff82f3e59a164e3cea371841ee369439dcca04620c0,2293,2293,False,True,False,False,U+00AD
