c1_source_row,c2_source_row,Model,Submission Date,submission_month,C1_Average,Epoch_AI_Open_Weights,Epoch_AI_Publication_Date,source_Model_sha,C8_latest_parseable_run_id,C8_latest_model_revision,C8_latest_model_sha,C8_revision_sha_equal_latest_q4_candidate,version_match_status,version_scope_note
955,955,Kimargin/GPT-NEO-1.3B-wiki,2024-10-24,2024-10,5.349183189126563,Yes,2021-03-21,,1f93b825722bf4613098fb8a5c5b81dd4a644cadc72341574fe3aa84379b7a4f,01e99a85d1fe6d68ad039fa6c8f201530bc03cad,01e99a85d1fe6d68ad039fa6c8f201530bc03cad,false,source_version_missing,Weight SHA match only; task/metric/protocol equivalence is a separate gate.
984,984,LLM360/K2,2024-06-26,2024-06,14.643753289939289,Yes,2025-09-09,,53425d74ed5e70051feb2a622107643bb12d3bd6e88943f8e9fa103bb3104bec,49d159b6f2b64d562e745f0ff06e65b9a4c28ead,49d159b6f2b64d562e745f0ff06e65b9a4c28ead,false,source_version_missing,Weight SHA match only; task/metric/protocol equivalence is a separate gate.
1151,1151,MaziyarPanahi/Qwen2-7B-Instruct-v0.1,2024-07-07,2024-07,22.98150895877193,Yes,2024-06-07,,03836622b95eac171657f67dad8ed74c4f395fc8e84b4f2b864b52d9c1fed81d,5123ecd76cefd4ef3b6009542b13e060d03e5232,5123ecd76cefd4ef3b6009542b13e060d03e5232,false,source_version_missing,Weight SHA match only; task/metric/protocol equivalence is a separate gate.
1152,1152,MaziyarPanahi/Qwen2-7B-Instruct-v0.8,2024-07-07,2024-07,19.558137588276004,Yes,2024-06-07,,0268c0a19b3e920f1cb0c44c19ae645fa180430924ff564d0f53b7627c939263,a6f9d0e11efcba18c905554ab43b877ead187a77,a6f9d0e11efcba18c905554ab43b877ead187a77,false,source_version_missing,Weight SHA match only; task/metric/protocol equivalence is a separate gate.
1282,1282,NikolaSigmoid/DeepSeek-R1-Distill-Qwen-1.5B-500,2025-03-04,2025-03,3.5788564701687924,Yes,2025-01-22,,7594159ec358904740e2dcb7c1a2d5da0d6795cf6051819a27a9b578a79cabad,54484019f17f6f14964cee95f7386bbaee385374,54484019f17f6f14964cee95f7386bbaee385374,false,source_version_missing,Weight SHA match only; task/metric/protocol equivalence is a separate gate.
1284,1284,NikolaSigmoid/phi-4-14b,2025-02-28,2025-02,29.913839706837063,Yes,2024-12-12,,c471e5f2939dc1f4362e3246ec0aa36539c7b38c6f2637fe900bafea03c0319a,main,c6220bde10fff762dbd72c3331894aa4cade249d,false,source_version_missing,Weight SHA match only; task/metric/protocol equivalence is a separate gate.
1386,1386,Orion-zhen/phi-4-abliterated,2024-12-20,2024-12,29.97907708859114,Yes,2024-12-12,,35a45fecf233ed0490bceeea4cf6609b6fd6bd502125b6aaf67d7d340b1fdca6,90e3bfb1a9507d931c19faa5c2084d3f8d0bfb77,90e3bfb1a9507d931c19faa5c2084d3f8d0bfb77,false,source_version_missing,Weight SHA match only; task/metric/protocol equivalence is a separate gate.
1498,1498,Qwen/QwQ-32B-Preview,2024-11-29,2024-11,34.11985336826446,Yes,2025-03-06,,373b0dbb0094c10b2c27c2a98836595821e71d31d5ea56fc5851b5b2e0a18f05,1032e81cb936c486aae1d33da75b2fbcd5deed4a,1032e81cb936c486aae1d33da75b2fbcd5deed4a,false,source_version_missing,Weight SHA match only; task/metric/protocol equivalence is a separate gate.
1503,1503,Qwen/Qwen1.5-110B,2024-06-13,2024-06,29.83367750486893,Yes,2024-04-25,,8a542d91277dc860158ea6b85f76e6197eca84d9ec463b33fcb75ce533604d70,16659038ecdcc771c1293cf47020fa7cc2750ee8,16659038ecdcc771c1293cf47020fa7cc2750ee8,false,source_version_missing,Weight SHA match only; task/metric/protocol equivalence is a separate gate.
1506,1506,Qwen/Qwen1.5-14B-Chat,2024-06-12,2024-06,23.566106475051374,Yes,2024-02-04,,4c8bc862eb6286f5f833fd810192eecffa8b57650337a716cea2d7c2bc4ba80e,9492b22871f43e975435455f5c616c77fe7a50ec,9492b22871f43e975435455f5c616c77fe7a50ec,false,source_version_missing,Weight SHA match only; task/metric/protocol equivalence is a separate gate.
1507,1507,Qwen/Qwen1.5-32B,2024-06-13,2024-06,27.2987558571606,Yes,2024-02-05,,1fdf4208b3ac9a1dea52fc95a8730233f80adba32c5aa94d595a8f2d807ce9dd,cefef80dc06a65f89d1d71d0adbc56d335ca2490,cefef80dc06a65f89d1d71d0adbc56d335ca2490,false,source_version_missing,Weight SHA match only; task/metric/protocol equivalence is a separate gate.
1508,1508,Qwen/Qwen1.5-32B-Chat,2024-06-12,2024-06,29.25746822860332,Yes,2024-02-05,,06418afa7d2d21398924a87d99ececbf6bad4cdf979cbf14e85f456648ed90fe,0997b012af6ddd5465d40465a8415535b2f06cfc,0997b012af6ddd5465d40465a8415535b2f06cfc,false,source_version_missing,Weight SHA match only; task/metric/protocol equivalence is a separate gate.
1516,1516,Qwen/Qwen2-0.5B-Instruct,2024-06-12,2024-06,6.586780633287707,Yes,2024-06-07,,47f5b3e55348061596cc73aa4d0fe0daefa55bad91515f45b8869389fc8dd2b6,c291d6fce4804a1d39305f388dd32897d1f7acc4,c291d6fce4804a1d39305f388dd32897d1f7acc4,false,source_version_missing,Weight SHA match only; task/metric/protocol equivalence is a separate gate.
1518,1518,Qwen/Qwen2-1.5B-Instruct,2024-06-12,2024-06,14.141936815181689,Yes,2024-06-07,,a9ac82e6808a49ea7abc09c3fa7f70c9226412cce919ae332c9a0d51038a1b08,ba1cf1846d7df0a0591d6c00649f57e798519da8,ba1cf1846d7df0a0591d6c00649f57e798519da8,false,source_version_missing,Weight SHA match only; task/metric/protocol equivalence is a separate gate.
1519,1519,Qwen/Qwen2-57B-A14B,2024-06-13,2024-06,25.0338731324107,Yes,2024-06-07,,fe3d3635235b01365eb44f571ff3d13fad00930c4c5df11df287159c727c1427,973e466c39ba76372a2ae464dbca0af3f5a5a2a9,973e466c39ba76372a2ae464dbca0af3f5a5a2a9,false,source_version_missing,Weight SHA match only; task/metric/protocol equivalence is a separate gate.
1523,1523,Qwen/Qwen2-7B,2024-06-09,2024-06,23.9251621404824,Yes,2024-06-07,,5f34e6a7a959edfe5ba11ff2bd1453387a49d9bad2a476fae4ce72073c32af2f,453ed1575b739b5b03ce3758b23befdb0967f40e,453ed1575b739b5b03ce3758b23befdb0967f40e,false,source_version_missing,Weight SHA match only; task/metric/protocol equivalence is a separate gate.
1524,1524,Qwen/Qwen2-7B-Instruct,2024-06-12,2024-06,27.93668778218485,Yes,2024-06-07,,c1f9ec5012e506bf015d82290e8c39e407a0729ad974fc042fa1b549f00bb47f,41c66b0be1c3081f13defc6bdf946c2ef240d6a6,41c66b0be1c3081f13defc6bdf946c2ef240d6a6,false,source_version_missing,Weight SHA match only; task/metric/protocol equivalence is a separate gate.
1525,1525,Qwen/Qwen2-Math-72B-Instruct,2024-08-19,2024-08,38.020957002292825,Yes,2024-08-09,,0f5c1e773a3cc341946fe756aca91ac61e1a38a9f10b5bf0482e3db2690e987c,5c267882f3377bcfc35882f8609098a894eeeaa8,5c267882f3377bcfc35882f8609098a894eeeaa8,false,source_version_missing,Weight SHA match only; task/metric/protocol equivalence is a separate gate.
1533,1533,Qwen/Qwen2.5-1.5B-Instruct,2024-09-19,2024-09,18.430509141644382,Yes,2024-09-19,,1c8c12c60ac78bbede430911ad5ca56f09496f960db78be033ea86e108c0f35c,5fee7c4ed634dc66c6e318c8ac2897b8b9154536,5fee7c4ed634dc66c6e318c8ac2897b8b9154536,false,source_version_missing,Weight SHA match only; task/metric/protocol equivalence is a separate gate.
1535,1535,Qwen/Qwen2.5-14B-Instruct,2024-09-18,2024-09,41.30945747711163,Yes,2024-09-19,,d204a2f04010f5163aa10dbd2c4a3394dd88224483ada86a6ac4185665c0c870,f55224c616ca27d4bcf28969a156de12c98981cf,f55224c616ca27d4bcf28969a156de12c98981cf,false,source_version_missing,Weight SHA match only; task/metric/protocol equivalence is a separate gate.
1538,1538,Qwen/Qwen2.5-32B-Instruct,2024-09-19,2024-09,46.59714569921449,Yes,2024-09-17,,a204853070e8a0df6b519bf99438ef71b1e33bf43feeec8090f545595a273097,70e8dfb9ad18a7d499f765fe206ff065ed8ca197,70e8dfb9ad18a7d499f765fe206ff065ed8ca197,false,source_version_missing,Weight SHA match only; task/metric/protocol equivalence is a separate gate.
1540,1540,Qwen/Qwen2.5-3B-Instruct,2024-09-19,2024-09,27.16175720903232,Yes,2024-09-19,,e67069a8f514f3a4d36f7e6c06b9dcfc834db2b28a35400b00379ef72e8a90b3,82f42baa094a9600e39ccd80d34058aeeb3abbc1,82f42baa094a9600e39ccd80d34058aeeb3abbc1,false,source_version_missing,Weight SHA match only; task/metric/protocol equivalence is a separate gate.
1541,1541,Qwen/Qwen2.5-72B,2024-09-19,2024-09,38.441143572535815,Yes,2024-09-19,,1faedc54113454b8f8497753fc7e59c1bf554f377625ebc4cecf92d003dcede8,587cc4061cf6a7cc0d429d05c109447e5cf063af,587cc4061cf6a7cc0d429d05c109447e5cf063af,false,source_version_missing,Weight SHA match only; task/metric/protocol equivalence is a separate gate.
1544,1544,Qwen/Qwen2.5-7B-Instruct,2024-09-18,2024-09,35.200108659947965,Yes,2024-09-19,,707ef202a067a99233b74bef7ce3ce32f981b355197620d183111d4ab6a90353,52e20a6f5f475e5c8f6a8ebda4ae5fa6b1ea22ac,52e20a6f5f475e5c8f6a8ebda4ae5fa6b1ea22ac,false,source_version_missing,Weight SHA match only; task/metric/protocol equivalence is a separate gate.
1555,1555,Qwen/Qwen2.5-Math-7B,2024-09-21,2024-09,17.836657156289718,Yes,2024-09-19,,834960a128af451d2fd4ac2a19e4ae0cee0d8f36adf691a504eb8a9c04e664e4,8daf1d676c3f24ddec5a99c5cff00a5c0e1c441c,8daf1d676c3f24ddec5a99c5cff00a5c0e1c441c,false,source_version_missing,Weight SHA match only; task/metric/protocol equivalence is a separate gate.
1705,1705,SicariusSicariiStuff/Qwen2.5-14B_Uncensored,2024-09-21,2024-09,31.750334298621826,Yes,2024-09-19,,be01af5ad8bd3dbf458be2905d52aadbbf5e7c4ad5a810bd8e388256b54c12b9,0710a2341d269dcd56f9136fed442373d4dadc5d,0710a2341d269dcd56f9136fed442373d4dadc5d,false,source_version_missing,Weight SHA match only; task/metric/protocol equivalence is a separate gate.
1706,1706,SicariusSicariiStuff/Qwen2.5-14B_Uncensored_Instruct,2024-09-21,2024-09,28.958792291740732,Yes,2024-09-19,,12302ef105bac549e11a66c5bf751f1bdaab9eb22ce2f7dac23379645cbc5040,9e243d0853bbb975e365e73c0ba4b7593f5c0d17,,false,source_version_missing,Weight SHA match only; task/metric/protocol equivalence is a separate gate.
1731,1731,Sourjayon/DeepSeek-R1-ForumNXT,2025-02-03,2025-02,11.959695622199478,Yes,2025-01-20,,acaf8d8f9b2f4ec6b589eecacbd7e9615a53daf3ba4e1db352c3b0cf7863cc1a,8c5fe80c0c72215522cd277878bfb97319ff845d,8c5fe80c0c72215522cd277878bfb97319ff845d,false,source_version_missing,Weight SHA match only; task/metric/protocol equivalence is a separate gate.
1905,1905,Triangle104/Phi-4-AbliteratedRP,2025-01-27,2025-01,37.374976244999196,Yes,2024-12-12,,204cf70b2eaf5605b534596f4def38650c50b86d1d525d625599f32075d3c441,31fd2f1f6f0b95b5c695e9601344f24202e962c6,31fd2f1f6f0b95b5c695e9601344f24202e962c6,false,source_version_missing,Weight SHA match only; task/metric/protocol equivalence is a separate gate.
2010,2010,YOYO-AI/Qwen2.5-14B-YOYO-0505,2025-01-27,2025-01,39.665305547250405,Yes,2024-09-19,,62b78b562048e4abedea12d30f93b115c77e531346019b2914e30fd2fe81acd3,962e4b7f8d2996f5be867a15f0bbe61cff0d2d98,962e4b7f8d2996f5be867a15f0bbe61cff0d2d98,false,source_version_missing,Weight SHA match only; task/metric/protocol equivalence is a separate gate.
2012,2012,YOYO-AI/Qwen2.5-14B-YOYO-0805,2025-01-27,2025-01,39.665305547250405,Yes,2024-09-19,,24ebd40b5f4622a5dc7f3d963572b924b39411c2c2247839b6be6e4a2582beee,813e280b8acf5b96bdb02e4da6794d8351df3c02,813e280b8acf5b96bdb02e4da6794d8351df3c02,false,source_version_missing,Weight SHA match only; task/metric/protocol equivalence is a separate gate.
2018,2018,YOYO-AI/Qwen2.5-14B-YOYO-SCE,2025-01-31,2025-01,39.669216951931844,Yes,2024-09-19,,8371bf5ef0b110c07405c2722f985fc8362ec818bc09768991fbcb97b26231a2,9c4749ee44179eca24a86dcc5fda790f72c13455,9c4749ee44179eca24a86dcc5fda790f72c13455,false,source_version_missing,Weight SHA match only; task/metric/protocol equivalence is a separate gate.
2019,2019,YOYO-AI/Qwen2.5-14B-YOYO-V4,2025-03-03,2025-03,42.28551883596217,Yes,2024-09-19,,4637b86af6ac1098e9d145596d3baa4bc35c3bb8b4dc498bdd7e8ea1152e7ba5,1befb006bc7c4732ec627b65cb069ad1a66648ed,1befb006bc7c4732ec627b65cb069ad1a66648ed,false,source_version_missing,Weight SHA match only; task/metric/protocol equivalence is a separate gate.
2021,2021,YOYO-AI/Qwen2.5-14B-YOYO-V4-p2,2025-03-01,2025-03,41.58466487593814,Yes,2024-09-19,,57ef7a14c01809e8959d05acc3f81047ce8a63258fbc72180e4466ed2c5c8363,6a3445d37b1d99fbc8b26f4dd73af4182545810c,6a3445d37b1d99fbc8b26f4dd73af4182545810c,false,source_version_missing,Weight SHA match only; task/metric/protocol equivalence is a separate gate.
2022,2022,YOYO-AI/Qwen2.5-14B-YOYO-latest,2025-02-02,2025-02,40.078312739638136,Yes,2024-09-19,,3235bac943a47e70d37918055d25a32f007376193515c5e45e8d3dea8f97b93e,96d256afcba2e6616cecd1ca78bbb65f423ef1a4,96d256afcba2e6616cecd1ca78bbb65f423ef1a4,false,source_version_missing,Weight SHA match only; task/metric/protocol equivalence is a separate gate.
2023,2023,YOYO-AI/Qwen2.5-14B-YOYO-latest-V2,2025-02-18,2025-02,41.84546724325599,Yes,2024-09-19,,eb352208b296c4a6a124a1f5707b10417f0c9e8bc1b2215c170643dd4f869516,2945b25444c537ed3b94bb088cdd035f78e5b676,2945b25444c537ed3b94bb088cdd035f78e5b676,false,source_version_missing,Weight SHA match only; task/metric/protocol equivalence is a separate gate.
2025,2025,YOYO-AI/Qwen2.5-7B-it-restore,2025-03-10,2025-03,35.33330306100891,Yes,2024-09-19,,31c0843c2cb9276bf6311b7caca11bd32ee8188a6f05155cc8219862e72eed9a,c45b9a94190dfdbc24c2e3fb183072738a8a5d97,c45b9a94190dfdbc24c2e3fb183072738a8a5d97,false,source_version_missing,Weight SHA match only; task/metric/protocol equivalence is a separate gate.
2066,2066,ZeroXClem/Qwen2.5-7B-HomerAnvita-NerdMix,2024-11-21,2024-11,35.64186520551805,Yes,2024-09-19,,2e9ee66fbf694b425e0fd6beeb4072f0fb30067f70047683dcca668c71ec0008,cd87a9d7c9a9c8950af84e1f4c72fff5d4625d8a,cd87a9d7c9a9c8950af84e1f4c72fff5d4625d8a,false,source_version_missing,Weight SHA match only; task/metric/protocol equivalence is a separate gate.
2188,2188,allknowingroger/Qwen2.5-7B-task3,2024-11-04,2024-11,28.738760798626867,Yes,2024-09-19,,b122e470a8f799e47710631f3d655e9adf1f03f74fe091050315fe40611e44fd,b1e524004242cdeec838ba21bce44ebb8598c12f,b1e524004242cdeec838ba21bce44ebb8598c12f,false,source_version_missing,Weight SHA match only; task/metric/protocol equivalence is a separate gate.
2189,2189,allknowingroger/Qwen2.5-7B-task4,2024-11-04,2024-11,30.06180942847573,Yes,2024-09-19,,e833836219b7dbb773db99072d7f61374d7d9afb39076418c8361775a8553e4a,ef4fe9331a0b9c34d829fcd5b1a09a7056e9300f,ef4fe9331a0b9c34d829fcd5b1a09a7056e9300f,false,source_version_missing,Weight SHA match only; task/metric/protocol equivalence is a separate gate.
2211,2211,allknowingroger/Yi-1.5-34B,2024-10-21,2024-10,4.25273291237777,Yes,2024-05-13,,ca2e603fa0c28b2350a3d3374da5646dbfef0e64c64c2258e133681f7c8e3503,fef96e380cb3aeecac8e2e53ad2c73a1187beb68,fef96e380cb3aeecac8e2e53ad2c73a1187beb68,false,source_version_missing,Weight SHA match only; task/metric/protocol equivalence is a separate gate.
2334,2334,bigscience/bloom-1b1,2024-06-13,2024-06,4.025155876068456,Yes,2022-07-05,,da13464083f727f324e879fadc00134998f29a735883f56cfa191772b17e1787,eb3dd7399312f5f94fd13f41d2f318117d3eb1e4,eb3dd7399312f5f94fd13f41d2f318117d3eb1e4,false,source_version_missing,Weight SHA match only; task/metric/protocol equivalence is a separate gate.
2342,2342,braindao/DeepSeek-R1-Distill-Qwen-1.5B-Blunt,2025-02-20,2025-02,7.552804605341624,Yes,2025-01-22,,141b910ff0255df82a4880e8c2e9acdaaad4ac8c97862abc73e3a66cb409caee,ef4f5c21d64e3dc2f67718e62d814827d19188ee,ef4f5c21d64e3dc2f67718e62d814827d19188ee,false,source_version_missing,Weight SHA match only; task/metric/protocol equivalence is a separate gate.
2346,2346,braindao/DeepSeek-R1-Distill-Qwen-14B-Blunt,2025-03-03,2025-03,17.9179987350434,Yes,2025-01-22,,526aab12231d85947b944f52c53c4f8b1ae40b428b576a87c4a40a753b1ab3f2,ad0d32e834c1187b5894d742215fd864e94dd3ac,ad0d32e834c1187b5894d742215fd864e94dd3ac,false,source_version_missing,Weight SHA match only; task/metric/protocol equivalence is a separate gate.
2347,2347,braindao/DeepSeek-R1-Distill-Qwen-14B-Blunt-Uncensored,2025-03-06,2025-03,16.62442618013144,Yes,2025-01-22,,1e2d23120a9b547402303dd2dc1891aeb68c748d48bcb38d68a9eeb2004c9e75,027525b1379cf8dd8272c46537f55281d8cdd9b9,027525b1379cf8dd8272c46537f55281d8cdd9b9,false,source_version_missing,Weight SHA match only; task/metric/protocol equivalence is a separate gate.
2348,2348,braindao/DeepSeek-R1-Distill-Qwen-14B-Blunt-Uncensored-Blunt,2025-03-03,2025-03,17.9423472074527,Yes,2025-01-22,,3d56ccc16885950c6775c4c14e7b803ceed2860a6ceb4fe9e88be851456aca01,ad287e756594c171e78745b3314e9d146cd3a158,ad287e756594c171e78745b3314e9d146cd3a158,false,source_version_missing,Weight SHA match only; task/metric/protocol equivalence is a separate gate.
2355,2355,braindao/DeepSeek-R1-Distill-Qwen-7B-Reflective,2025-03-03,2025-03,11.718078328507309,Yes,2025-01-22,,91573a684897cf934d648d6bcb94ffe361fc47c3999dd810c2f76fa995c10641,62714830b4f061e1f132b19ad1b95db46653f8c2,62714830b4f061e1f132b19ad1b95db46653f8c2,false,source_version_missing,Weight SHA match only; task/metric/protocol equivalence is a separate gate.
2356,2356,braindao/Qwen2.5-14B,2025-03-06,2025-03,32.436238941896505,Yes,2024-09-19,,08e77070b861f3f8fa691f1d68fea5e62504cbc1c4093c5de89bfb9498290319,ca710582977c49cc263b4fd02de159f9c51dc76c,ca710582977c49cc263b4fd02de159f9c51dc76c,false,source_version_missing,Weight SHA match only; task/metric/protocol equivalence is a separate gate.
2397,2397,bunnycore/Phi-3.5-mini-TitanFusion-0.1,2024-10-13,2024-10,26.23579178503736,Yes,2024-04-23,,321f49d0b21f264482e153d782447e4ef694c5cd49bb60c46186f62832855f06,72939b8b75e23b22b1758bb05a842e5834f75d96,72939b8b75e23b22b1758bb05a842e5834f75d96,false,source_version_missing,Weight SHA match only; task/metric/protocol equivalence is a separate gate.
2401,2401,bunnycore/Phi-4-Model-Stock-v4,2025-01-25,2025-01,41.216841837982095,Yes,2024-12-12,,2dd480731dde2c4477803d3b3f8c5fe55da7ec14e61b770f76ef3a3c46f8b14b,76e0de4ca96533eaa7bfec95b9cc4caeb4e1db6b,76e0de4ca96533eaa7bfec95b9cc4caeb4e1db6b,false,source_version_missing,Weight SHA match only; task/metric/protocol equivalence is a separate gate.
2402,2402,bunnycore/Phi-4-RP-v0,2025-01-10,2025-01,38.21180801915013,Yes,2024-12-12,,765e18123dcfb2e566b3b80d44b1891a77ece8b4325940744ad2f87ba73905e7,6ff65d49b76c23122a1d8767e17714db32c58760,6ff65d49b76c23122a1d8767e17714db32c58760,false,source_version_missing,Weight SHA match only; task/metric/protocol equivalence is a separate gate.
2403,2403,bunnycore/Phi-4-RR-Shoup,2025-02-02,2025-02,41.27997062998439,Yes,2024-12-12,,6e2b1c9b8ac8ac1120f4787af3e1f4388dc276942c319ba5c2743e8c82b00afd,3aee2a7da66705498f159afdf1c077470a7beae7,3aee2a7da66705498f159afdf1c077470a7beae7,false,source_version_missing,Weight SHA match only; task/metric/protocol equivalence is a separate gate.
2405,2405,bunnycore/Phi-4-ReasoningRP,2025-01-28,2025-01,40.953870582332804,Yes,2025-04-30,,5ad9a57011f47acba79e4c95da9e1b677afeeeb15ddb485fc5110b34bd5cfae8,5b3f6627c717f7bece020b4f17e52cc62e4bfbec,5b3f6627c717f7bece020b4f17e52cc62e4bfbec,false,source_version_missing,Weight SHA match only; task/metric/protocol equivalence is a separate gate.
2406,2406,bunnycore/Phi-4-Sce-exp-v0.1,2025-02-07,2025-02,41.33228109882298,Yes,2024-12-12,,cd9131e0972023676585f4653045e56720f7bc8390562f42855699d083865071,68f76d7bd85d2b2cfdffa6d2f5a53f0de623563a,68f76d7bd85d2b2cfdffa6d2f5a53f0de623563a,false,source_version_missing,Weight SHA match only; task/metric/protocol equivalence is a separate gate.
2407,2407,bunnycore/Phi-4-Stock-Ex,2025-01-16,2025-01,40.217464671520766,Yes,2024-12-12,,b3126a8de1e04feb1b733d98233a8d63b1cb07682cfeaaa0958f419092003157,26e75507bcc57a36a6e661fc46f431e9c6ed419d,26e75507bcc57a36a6e661fc46f431e9c6ed419d,false,source_version_missing,Weight SHA match only; task/metric/protocol equivalence is a separate gate.
2408,2408,bunnycore/Phi-4-Stock-RP,2025-01-12,2025-01,39.044084455528825,Yes,2024-12-12,,e6b0e64f0212a7071509e3b040e8a1e5b1601fdffdab87a58e1547a2724b6930,bf881c1b7f4e6f4b99f5c48fc1008b2cfe9efb64,bf881c1b7f4e6f4b99f5c48fc1008b2cfe9efb64,false,source_version_missing,Weight SHA match only; task/metric/protocol equivalence is a separate gate.
2409,2409,bunnycore/Phi-4-Trim-Exp1,2025-02-14,2025-02,4.501547812787733,Yes,2024-12-12,,5ad6b4b75e701c18d32fc4e44e2f02efa2a08845309a53d2aa3b00620b6b07a6,77af94cfcce9fd3c187425a9eaf8f7b36573534f,77af94cfcce9fd3c187425a9eaf8f7b36573534f,false,source_version_missing,Weight SHA match only; task/metric/protocol equivalence is a separate gate.
2425,2425,bunnycore/Qwen2.5-1.5B-Model-Stock,2025-02-28,2025-02,4.1995227467450436,Yes,2024-09-19,,d93b48e8baa22f71ebe0331f8be2255ce782b49891f871225ed689cffd9e5e42,6496cbb16e56f68248d38a792a7e51b7505f6cc3,6496cbb16e56f68248d38a792a7e51b7505f6cc3,false,source_version_missing,Weight SHA match only; task/metric/protocol equivalence is a separate gate.
2427,2427,bunnycore/Qwen2.5-3B-Model-Stock-v2,2025-01-15,2025-01,27.68767938120949,Yes,2024-09-19,,2974cbe056fbcde4afe5d66446ddb4e82ac846a09ea8cf26172a0baf1de8fc5d,5911ddc9c6cc97299cd0bbef75664bdf0493f42d,5911ddc9c6cc97299cd0bbef75664bdf0493f42d,false,source_version_missing,Weight SHA match only; task/metric/protocol equivalence is a separate gate.
2429,2429,bunnycore/Qwen2.5-3B-Model-Stock-v3.2,2025-02-26,2025-02,27.386758745448905,Yes,2024-09-19,,631e2f2ce482221608999ac85c40f21de36e383e92759b72aca1e076bd6c0bc9,3ac3318182fb329456d69e298a525d836e55c433,3ac3318182fb329456d69e298a525d836e55c433,false,source_version_missing,Weight SHA match only; task/metric/protocol equivalence is a separate gate.
2430,2430,bunnycore/Qwen2.5-3B-Model-Stock-v4.1,2025-02-28,2025-02,27.743273848475656,Yes,2024-09-19,,b6df339e74eaf557f00191fafa96c37951519a29d59c6925b12b374979b7407e,ac75d8b3f0f5bfe0da95889e6b4671b91b3f58a1,ac75d8b3f0f5bfe0da95889e6b4671b91b3f58a1,false,source_version_missing,Weight SHA match only; task/metric/protocol equivalence is a separate gate.
2431,2431,bunnycore/Qwen2.5-3B-RP-Mix,2024-10-22,2024-10,25.505206811112476,Yes,2024-09-19,,a0f9426f5f309b448c4bc77efe0bba848feb0e8fb23f0b6e9ea43a64805ee18e,0e8f3b56f9270fdcdd4badfd7b925dc8fc4902c7,0e8f3b56f9270fdcdd4badfd7b925dc8fc4902c7,false,source_version_missing,Weight SHA match only; task/metric/protocol equivalence is a separate gate.
2436,2436,bunnycore/Qwen2.5-7B-Instruct-Fusion,2024-11-02,2024-11,33.10123026617861,Yes,2024-09-19,,a501b75efb1c3e50ae9499a1e229997663cc5637496801c96b8ee7e836e7512b,6313c0b3de799ab48720c3b828e322a77cf8d023,6313c0b3de799ab48720c3b828e322a77cf8d023,false,source_version_missing,Weight SHA match only; task/metric/protocol equivalence is a separate gate.
2438,2438,bunnycore/Qwen2.5-7B-MixStock-Sce-V0.3,2025-02-14,2025-02,11.636394077198473,Yes,2024-09-19,,89e70debfb51a884f6a69b0649817e4a795abe90e5b6d3b7c488d846c98f03e8,94344107260688d9e381cc519f219990fd3dfd6b,94344107260688d9e381cc519f219990fd3dfd6b,false,source_version_missing,Weight SHA match only; task/metric/protocol equivalence is a separate gate.
2439,2439,bunnycore/Qwen2.5-7B-MixStock-V0.1,2025-02-05,2025-02,33.68659688810528,Yes,2024-09-19,,f812ee00e7e267aa9b941aa212d0418b90f8f5302f14d1ca17aafbbf32d4807f,8fb8a90c094c74fce75125c4783fcc817a30243f,8fb8a90c094c74fce75125c4783fcc817a30243f,false,source_version_missing,Weight SHA match only; task/metric/protocol equivalence is a separate gate.
2440,2440,bunnycore/Qwen2.5-7B-R1-Bespoke-Stock,2025-01-25,2025-01,20.435991032043965,Yes,2024-09-19,,6989ffe8070006b5e3b5440ab2ed8fb58ceec5c6d56d6e3cebbc2b9dc8a47e9b,f41a11dd958c01949397118e488fa44288c95483,f41a11dd958c01949397118e488fa44288c95483,false,source_version_missing,Weight SHA match only; task/metric/protocol equivalence is a separate gate.
2441,2441,bunnycore/Qwen2.5-7B-R1-Bespoke-Task,2025-01-25,2025-01,15.746098824658986,Yes,2024-09-19,,f42e2746f3dca5f919c17aacede0b3767b9fefac5eebeef56b0e4b105d22e169,ff2b303f7fd2acaa20d81b880d626dc8e785f5a0,ff2b303f7fd2acaa20d81b880d626dc8e785f5a0,false,source_version_missing,Weight SHA match only; task/metric/protocol equivalence is a separate gate.
2445,2445,bunnycore/Qwen2.5-7B-Sky-R1-Mini,2025-02-18,2025-02,7.371821186629208,Yes,2024-09-19,,9b8568da8bb95582d7f52839d433673e5e19f58db26a57cb68508c410296a07c,15902f67ef18fd6d8e325c48c726007bebf98fce,15902f67ef18fd6d8e325c48c726007bebf98fce,false,source_version_missing,Weight SHA match only; task/metric/protocol equivalence is a separate gate.
2453,2453,byroneverson/Yi-1.5-9B-Chat-abliterated,2024-09-17,2024-09,26.270006043497983,Yes,2024-05-13,,711cc33c1631eed2f607ceb5ba4c556986f3e50f5355045cbc8ae52ae3e773b7,4e26c200cdf2dc50dd50cdd9fe5b74887e9fa94a,4e26c200cdf2dc50dd50cdd9fe5b74887e9fa94a,false,source_version_missing,Weight SHA match only; task/metric/protocol equivalence is a separate gate.
2515,2515,deepseek-ai/DeepSeek-R1-Distill-Llama-8B,2025-01-20,2025-01,13.059950104920146,Yes,2025-01-22,,1f6a17c69b940f9fa71218ebfb8ef142b2284dd441bdcfeeb4ef2247490e94c5,2f96d315ae1d52352452b3c13d12cdd781d762f0,2f96d315ae1d52352452b3c13d12cdd781d762f0,false,source_version_missing,Weight SHA match only; task/metric/protocol equivalence is a separate gate.
