source,status,budget_flops,context_length_tokens,g_function,kappa_B1_anchored,selected_run_id,selected_N_B,selected_D_B,selected_Q,predicted_loss,C_train_flops,C_Q_flops,C_attn_flops,C_total_flops,budget_utilization,budget_slack_flops,Q_upper_affordable,selected_at_Q_boundary,p_setting,Q_mapping_assumption
B8_calibrated,feasible,1000000000000000000000000,8192,power,-0.8193728642158753,1232,11.965825,299.893,0.4984781048,2.093379471491827,2.153080294035e+22,0.0,5.87934458957824e+21,2.741014752992824e+22,0.02741014752992824,9.725898524700717e+23,1.0,True,B1 common mixture policy fixed; numeric 17-domain vector unavailable; p effect absorbed in M0 baseline,Q2 Q_score numerically identical to Q1 q_huber; unvalidated conditional scenario
B8_calibrated,feasible,10000000000000000000,32768,power,-0.8193728642158753,16,0.070542,10.486,0.4984781048,3.204237726070806,4.438220472e+18,0.0,4.8477202808832e+18,9.2859407528832e+18,0.92859407528832,7.140592471168e+17,0.5239475646507917,True,B1 common mixture policy fixed; numeric 17-domain vector unavailable; p effect absorbed in M0 baseline,Q2 Q_score numerically identical to Q1 q_huber; unvalidated conditional scenario
B8_calibrated,feasible,10000000000000000000000,32768,power,-0.8193728642158753,917,2.782831,285.213,0.4984781048,2.194660077531802,4.762197468018e+21,0.0,5.201589554400462e+21,9.963787022418462e+21,0.9963787022418462,3.6212977581537886e+19,0.5433123794387753,True,B1 common mixture policy fixed; numeric 17-domain vector unavailable; p effect absorbed in M0 baseline,Q2 Q_score numerically identical to Q1 q_huber; unvalidated conditional scenario
B8_calibrated,feasible,1000000000000000000000000,32768,power,-0.8193728642158753,1232,11.965825,299.893,0.4984781048,2.093379471491827,2.153080294035e+22,0.0,2.351737835831296e+22,4.504818129866296e+22,0.04504818129866296,9.54951818701337e+23,1.0,True,B1 common mixture policy fixed; numeric 17-domain vector unavailable; p effect absorbed in M0 baseline,Q2 Q_score numerically identical to Q1 q_huber; unvalidated conditional scenario
B8_calibrated,infeasible,10000000000000000000,131072,power,-0.8193728642158753,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,False,B1 common mixture policy fixed; numeric 17-domain vector unavailable,Q2 Q_score numerically identical to Q1 q_huber; unvalidated conditional scenario
B8_calibrated,feasible,10000000000000000000000,131072,power,-0.8193728642158753,834,2.782831,111.149,0.4984781048,2.271590563800825,1.855853296914e+21,0.0,8.108346777770395e+21,9.964200074684395e+21,0.9964200074684395,3.579992531560458e+19,0.5959787574303722,True,B1 common mixture policy fixed; numeric 17-domain vector unavailable; p effect absorbed in M0 baseline,Q2 Q_score numerically identical to Q1 q_huber; unvalidated conditional scenario
B8_calibrated,feasible,1000000000000000000000000,131072,power,-0.8193728642158753,1232,11.965825,299.893,0.4984781048,2.093379471491827,2.153080294035e+22,0.0,9.406951343325183e+22,1.1560031637360184e+23,0.11560031637360184,8.843996836263981e+23,1.0,True,B1 common mixture policy fixed; numeric 17-domain vector unavailable; p effect absorbed in M0 baseline,Q2 Q_score numerically identical to Q1 q_huber; unvalidated conditional scenario
B8_calibrated,feasible,10000000000000000000,2048,logarithmic,-0.8193728642158753,169,0.162405,8.389,0.4984781048,3.030397627156985,8.174493269999999e+18,0.0,5.5804540723199994e+17,8.732538677231999e+18,0.8732538677231999,1.267461322768001e+18,0.5454404762603678,True,B1 common mixture policy fixed; numeric 17-domain vector unavailable; p effect absorbed in M0 baseline,Q2 Q_score numerically identical to Q1 q_huber; unvalidated conditional scenario
B8_calibrated,feasible,10000000000000000000000,2048,logarithmic,-0.8193728642158753,1043,6.86104,226.492,0.4984781048,2.1456111666541906,9.32382403008e+21,0.0,6.36506387120128e+20,9.96033041720013e+21,0.996033041720013,3.9669582799870886e+19,0.5532525820055789,True,B1 common mixture policy fixed; numeric 17-domain vector unavailable; p effect absorbed in M0 baseline,Q2 Q_score numerically identical to Q1 q_huber; unvalidated conditional scenario
B8_calibrated,feasible,1000000000000000000000000,2048,logarithmic,-0.8193728642158753,1232,11.965825,299.893,0.4984781048,2.093379471491827,2.153080294035e+22,0.0,1.46983614739456e+21,2.300063908774456e+22,0.02300063908774456,9.769993609122555e+23,1.0,True,B1 common mixture policy fixed; numeric 17-domain vector unavailable; p effect absorbed in M0 baseline,Q2 Q_score numerically identical to Q1 q_huber; unvalidated conditional scenario
B8_calibrated,feasible,10000000000000000000,4096,logarithmic,-0.8193728642158753,169,0.162405,8.389,0.4984781048,3.030397627156985,8.174493269999999e+18,0.0,1.1160908144639999e+18,9.290584084463999e+18,0.9290584084463999,7.09415915536001e+17,0.5243258631512745,True,B1 common mixture policy fixed; numeric 17-domain vector unavailable; p effect absorbed in M0 baseline,Q2 Q_score numerically identical to Q1 q_huber; unvalidated conditional scenario
B8_calibrated,feasible,10000000000000000000000,4096,logarithmic,-0.8193728642158753,1036,6.86104,211.812,0.4984781048,2.150758613533873,8.71950362688e+21,0.0,1.190502895190016e+21,9.910006522070016e+21,0.9910006522070016,8.999347792998354e+19,0.6401309257516503,True,B1 common mixture policy fixed; numeric 17-domain vector unavailable; p effect absorbed in M0 baseline,Q2 Q_score numerically identical to Q1 q_huber; unvalidated conditional scenario
B8_calibrated,feasible,1000000000000000000000000,4096,logarithmic,-0.8193728642158753,1232,11.965825,299.893,0.4984781048,2.093379471491827,2.153080294035e+22,0.0,2.93967229478912e+21,2.447047523513912e+22,0.02447047523513912,9.755295247648608e+23,1.0,True,B1 common mixture policy fixed; numeric 17-domain vector unavailable; p effect absorbed in M0 baseline,Q2 Q_score numerically identical to Q1 q_huber; unvalidated conditional scenario
B8_calibrated,feasible,10000000000000000000,8192,logarithmic,-0.8193728642158753,168,0.162405,6.291,0.4984781048,3.0877660039358146,6.13013913e+18,0.0,1.673936658432e+18,7.804075788432e+18,0.7804075788432,2.195924211568e+18,0.6125990837466202,True,B1 common mixture policy fixed; numeric 17-domain vector unavailable; p effect absorbed in M0 baseline,Q2 Q_score numerically identical to Q1 q_huber; unvalidated conditional scenario
B8_calibrated,feasible,10000000000000000000000,8192,logarithmic,-0.8193728642158753,1025,6.86104,188.744,0.4984781048,2.159845165552461,7.76988080256e+21,0.0,2.121695451152384e+21,9.891576253712383e+21,0.9891576253712383,1.0842374628761718e+20,0.697605642630828,True,B1 common mixture policy fixed; numeric 17-domain vector unavailable; p effect absorbed in M0 baseline,Q2 Q_score numerically identical to Q1 q_huber; unvalidated conditional scenario
B8_calibrated,feasible,1000000000000000000000000,8192,logarithmic,-0.8193728642158753,1232,11.965825,299.893,0.4984781048,2.093379471491827,2.153080294035e+22,0.0,5.87934458957824e+21,2.741014752992824e+22,0.02741014752992824,9.725898524700717e+23,1.0,True,B1 common mixture policy fixed; numeric 17-domain vector unavailable; p effect absorbed in M0 baseline,Q2 Q_score numerically identical to Q1 q_huber; unvalidated conditional scenario
B8_calibrated,feasible,10000000000000000000,32768,logarithmic,-0.8193728642158753,16,0.070542,10.486,0.4984781048,3.204237726070806,4.438220472e+18,0.0,4.8477202808832e+18,9.2859407528832e+18,0.92859407528832,7.140592471168e+17,0.5192060914168792,True,B1 common mixture policy fixed; numeric 17-domain vector unavailable; p effect absorbed in M0 baseline,Q2 Q_score numerically identical to Q1 q_huber; unvalidated conditional scenario
B8_calibrated,feasible,10000000000000000000000,32768,logarithmic,-0.8193728642158753,917,2.782831,285.213,0.4984781048,2.194660077531802,4.762197468018e+21,0.0,5.201589554400462e+21,9.963787022418462e+21,0.9963787022418462,3.6212977581537886e+19,0.5377038779668216,True,B1 common mixture policy fixed; numeric 17-domain vector unavailable; p effect absorbed in M0 baseline,Q2 Q_score numerically identical to Q1 q_huber; unvalidated conditional scenario
B8_calibrated,feasible,1000000000000000000000000,32768,logarithmic,-0.8193728642158753,1232,11.965825,299.893,0.4984781048,2.093379471491827,2.153080294035e+22,0.0,2.351737835831296e+22,4.504818129866296e+22,0.04504818129866296,9.54951818701337e+23,1.0,True,B1 common mixture policy fixed; numeric 17-domain vector unavailable; p effect absorbed in M0 baseline,Q2 Q_score numerically identical to Q1 q_huber; unvalidated conditional scenario
B8_calibrated,infeasible,10000000000000000000,131072,logarithmic,-0.8193728642158753,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,False,B1 common mixture policy fixed; numeric 17-domain vector unavailable,Q2 Q_score numerically identical to Q1 q_huber; unvalidated conditional scenario
B8_calibrated,feasible,10000000000000000000000,131072,logarithmic,-0.8193728642158753,834,2.782831,111.149,0.4984781048,2.271590563800825,1.855853296914e+21,0.0,8.108346777770395e+21,9.964200074684395e+21,0.9964200074684395,3.579992531560458e+19,0.6030546932221766,True,B1 common mixture policy fixed; numeric 17-domain vector unavailable; p effect absorbed in M0 baseline,Q2 Q_score numerically identical to Q1 q_huber; unvalidated conditional scenario
B8_calibrated,feasible,1000000000000000000000000,131072,logarithmic,-0.8193728642158753,1232,11.965825,299.893,0.4984781048,2.093379471491827,2.153080294035e+22,0.0,9.406951343325183e+22,1.1560031637360184e+23,0.11560031637360184,8.843996836263981e+23,1.0,True,B1 common mixture policy fixed; numeric 17-domain vector unavailable; p effect absorbed in M0 baseline,Q2 Q_score numerically identical to Q1 q_huber; unvalidated conditional scenario
