source_row,index,mixture_missing_count,mixture_invalid_count,mixture_nonfinite_count,negative_share_count,zero_share_count,raw_share_sum,absolute_raw_sum_deviation_from_one,zero_sum_row,loss_match_count,loss_missing_count,loss_invalid_count,loss_nonfinite_count,duplicate_raw_recipe_group_size,duplicate_recipe_loss_disagreement,max_loss_range_within_duplicate_recipe,loss_target_ranges_json,row_status
318,317,0,0,0,0,12,0.999,0.001,False,1,0,0,0,1,False,,{},PASS
319,318,0,0,0,0,9,1.000,0.000,False,1,0,0,0,1,False,,{},PASS
320,319,0,0,0,0,10,1.001,0.001,False,1,0,0,0,1,False,,{},PASS
321,320,0,0,0,0,8,0.999,0.001,False,1,0,0,0,1,False,,{},PASS
322,321,0,0,0,0,9,0.999,0.001,False,1,0,0,0,1,False,,{},PASS
323,322,0,0,0,0,12,1.001,0.001,False,1,0,0,0,1,False,,{},PASS
324,323,0,0,0,0,7,1.000,0.000,False,1,0,0,0,1,False,,{},PASS
325,324,0,0,0,0,8,1.001,0.001,False,1,0,0,0,1,False,,{},PASS
326,325,0,0,0,0,7,0.999,0.001,False,1,0,0,0,1,False,,{},PASS
327,326,0,0,0,0,11,1.000,0.000,False,1,0,0,0,1,False,,{},PASS
328,327,0,0,0,0,8,1.000,0.000,False,1,0,0,0,1,False,,{},PASS
329,328,0,0,0,0,15,1.000,0.000,False,1,0,0,0,1,False,,{},PASS
330,329,0,0,0,0,8,1.000,0.000,False,1,0,0,0,1,False,,{},PASS
331,330,0,0,0,0,5,1.001,0.001,False,1,0,0,0,1,False,,{},PASS
332,331,0,0,0,0,6,1.000,0.000,False,1,0,0,0,1,False,,{},PASS
333,332,0,0,0,0,7,1.001,0.001,False,1,0,0,0,1,False,,{},PASS
334,333,0,0,0,0,3,0.999,0.001,False,1,0,0,0,1,False,,{},PASS
335,334,0,0,0,0,10,1.000,0.000,False,1,0,0,0,1,False,,{},PASS
336,335,0,0,0,0,10,1.001,0.001,False,1,0,0,0,1,False,,{},PASS
337,336,0,0,0,0,10,1.000,0.000,False,1,0,0,0,1,False,,{},PASS
338,337,0,0,0,0,11,1.000,0.000,False,1,0,0,0,1,False,,{},PASS
339,338,0,0,0,0,6,1.000,0.000,False,1,0,0,0,1,False,,{},PASS
340,339,0,0,0,0,6,1.001,0.001,False,1,0,0,0,1,False,,{},PASS
341,340,0,0,0,0,4,1.000,0.000,False,1,0,0,0,1,False,,{},PASS
342,341,0,0,0,0,8,0.999,0.001,False,1,0,0,0,1,False,,{},PASS
343,342,0,0,0,0,9,0.999,0.001,False,1,0,0,0,1,False,,{},PASS
344,343,0,0,0,0,4,1.001,0.001,False,1,0,0,0,1,False,,{},PASS
345,344,0,0,0,0,12,1.001,0.001,False,1,0,0,0,1,False,,{},PASS
346,345,0,0,0,0,10,1.000,0.000,False,1,0,0,0,1,False,,{},PASS
347,346,0,0,0,0,3,1.000,0.000,False,1,0,0,0,1,False,,{},PASS
348,347,0,0,0,0,13,0.999,0.001,False,1,0,0,0,1,False,,{},PASS
349,348,0,0,0,0,11,1.000,0.000,False,1,0,0,0,1,False,,{},PASS
350,349,0,0,0,0,3,1.001,0.001,False,1,0,0,0,1,False,,{},PASS
351,350,0,0,0,0,4,1.002,0.002,False,1,0,0,0,1,False,,{},PASS
352,351,0,0,0,0,5,1.001,0.001,False,1,0,0,0,1,False,,{},PASS
353,352,0,0,0,0,11,1.000,0.000,False,1,0,0,0,1,False,,{},PASS
354,353,0,0,0,0,0,1.000,0.000,False,1,0,0,0,1,False,,{},PASS
355,354,0,0,0,0,1,1.000,0.000,False,1,0,0,0,1,False,,{},PASS
356,355,0,0,0,0,9,1.001,0.001,False,1,0,0,0,1,False,,{},PASS
357,356,0,0,0,0,4,1.001,0.001,False,1,0,0,0,1,False,,{},PASS
358,357,0,0,0,0,5,1.000,0.000,False,1,0,0,0,1,False,,{},PASS
359,358,0,0,0,0,5,0.999,0.001,False,1,0,0,0,1,False,,{},PASS
360,359,0,0,0,0,7,1.000,0.000,False,1,0,0,0,1,False,,{},PASS
361,360,0,0,0,0,8,1.001,0.001,False,1,0,0,0,1,False,,{},PASS
362,361,0,0,0,0,8,1.000,0.000,False,1,0,0,0,1,False,,{},PASS
363,362,0,0,0,0,8,0.999,0.001,False,1,0,0,0,1,False,,{},PASS
364,363,0,0,0,0,7,0.998,0.002,False,1,0,0,0,1,False,,{},PASS
365,364,0,0,0,0,9,0.999,0.001,False,1,0,0,0,1,False,,{},PASS
366,365,0,0,0,0,4,1.000,0.000,False,1,0,0,0,1,False,,{},PASS
367,366,0,0,0,0,6,0.999,0.001,False,1,0,0,0,1,False,,{},PASS
368,367,0,0,0,0,4,0.999,0.001,False,1,0,0,0,1,False,,{},PASS
369,368,0,0,0,0,3,1.001,0.001,False,1,0,0,0,1,False,,{},PASS
370,369,0,0,0,0,12,1.000,0.000,False,1,0,0,0,1,False,,{},PASS
371,370,0,0,0,0,8,0.999,0.001,False,1,0,0,0,1,False,,{},PASS
372,371,0,0,0,0,7,1.000,0.000,False,1,0,0,0,1,False,,{},PASS
373,372,0,0,0,0,9,0.999,0.001,False,1,0,0,0,1,False,,{},PASS
374,373,0,0,0,0,11,1.000,0.000,False,1,0,0,0,1,False,,{},PASS
375,374,0,0,0,0,6,0.999,0.001,False,1,0,0,0,1,False,,{},PASS
376,375,0,0,0,0,6,1.000,0.000,False,1,0,0,0,1,False,,{},PASS
377,376,0,0,0,0,8,1.000,0.000,False,1,0,0,0,1,False,,{},PASS
378,377,0,0,0,0,10,0.999,0.001,False,1,0,0,0,1,False,,{},PASS
379,378,0,0,0,0,12,1.000,0.000,False,1,0,0,0,1,False,,{},PASS
380,379,0,0,0,0,2,0.999,0.001,False,1,0,0,0,1,False,,{},PASS
381,380,0,0,0,0,8,1.000,0.000,False,1,0,0,0,1,False,,{},PASS
382,381,0,0,0,0,2,0.998,0.002,False,1,0,0,0,1,False,,{},PASS
383,382,0,0,0,0,13,0.999,0.001,False,1,0,0,0,1,False,,{},PASS
384,383,0,0,0,0,11,0.999,0.001,False,1,0,0,0,1,False,,{},PASS
385,384,0,0,0,0,4,1.000,0.000,False,1,0,0,0,1,False,,{},PASS
386,385,0,0,0,0,7,0.999,0.001,False,1,0,0,0,1,False,,{},PASS
387,386,0,0,0,0,14,1.000,0.000,False,1,0,0,0,1,False,,{},PASS
388,387,0,0,0,0,10,0.998,0.002,False,1,0,0,0,1,False,,{},PASS
389,388,0,0,0,0,10,1.000,0.000,False,1,0,0,0,1,False,,{},PASS
390,389,0,0,0,0,15,1.000,0.000,False,1,0,0,0,1,False,,{},PASS
391,390,0,0,0,0,6,1.002,0.002,False,1,0,0,0,1,False,,{},PASS
392,391,0,0,0,0,13,1.000,0.000,False,1,0,0,0,1,False,,{},PASS
393,392,0,0,0,0,10,0.999,0.001,False,1,0,0,0,1,False,,{},PASS
394,393,0,0,0,0,3,1.000,0.000,False,1,0,0,0,1,False,,{},PASS
395,394,0,0,0,0,12,1.000,0.000,False,1,0,0,0,1,False,,{},PASS
396,395,0,0,0,0,9,1.000,0.000,False,1,0,0,0,1,False,,{},PASS
397,396,0,0,0,0,10,1.001,0.001,False,1,0,0,0,1,False,,{},PASS
398,397,0,0,0,0,6,1.000,0.000,False,1,0,0,0,1,False,,{},PASS
399,398,0,0,0,0,4,0.998,0.002,False,1,0,0,0,1,False,,{},PASS
400,399,0,0,0,0,10,1.001,0.001,False,1,0,0,0,1,False,,{},PASS
401,400,0,0,0,0,5,1.000,0.000,False,1,0,0,0,1,False,,{},PASS
402,401,0,0,0,0,5,0.999,0.001,False,1,0,0,0,1,False,,{},PASS
403,402,0,0,0,0,7,0.998,0.002,False,1,0,0,0,1,False,,{},PASS
404,403,0,0,0,0,2,0.998,0.002,False,1,0,0,0,1,False,,{},PASS
405,404,0,0,0,0,6,1.000,0.000,False,1,0,0,0,1,False,,{},PASS
406,405,0,0,0,0,11,0.999,0.001,False,1,0,0,0,1,False,,{},PASS
407,406,0,0,0,0,9,1.001,0.001,False,1,0,0,0,1,False,,{},PASS
408,407,0,0,0,0,6,0.998,0.002,False,1,0,0,0,1,False,,{},PASS
409,408,0,0,0,0,11,1.001,0.001,False,1,0,0,0,1,False,,{},PASS
410,409,0,0,0,0,2,1.000,0.000,False,1,0,0,0,1,False,,{},PASS
411,410,0,0,0,0,11,1.000,0.000,False,1,0,0,0,1,False,,{},PASS
412,411,0,0,0,0,3,0.998,0.002,False,1,0,0,0,1,False,,{},PASS
413,412,0,0,0,0,8,0.999,0.001,False,1,0,0,0,1,False,,{},PASS
414,413,0,0,0,0,10,0.999,0.001,False,1,0,0,0,1,False,,{},PASS
415,414,0,0,0,0,11,1.000,0.000,False,1,0,0,0,1,False,,{},PASS
416,415,0,0,0,0,5,0.998,0.002,False,1,0,0,0,1,False,,{},PASS
417,416,0,0,0,0,9,1.001,0.001,False,1,0,0,0,1,False,,{},PASS
418,417,0,0,0,0,5,0.998,0.002,False,1,0,0,0,1,False,,{},PASS
419,418,0,0,0,0,13,0.999,0.001,False,1,0,0,0,1,False,,{},PASS
420,419,0,0,0,0,4,1.001,0.001,False,1,0,0,0,1,False,,{},PASS
421,420,0,0,0,0,7,1.000,0.000,False,1,0,0,0,1,False,,{},PASS
422,421,0,0,0,0,10,1.000,0.000,False,1,0,0,0,1,False,,{},PASS
423,422,0,0,0,0,2,1.000,0.000,False,1,0,0,0,1,False,,{},PASS
424,423,0,0,0,0,12,1.000,0.000,False,1,0,0,0,1,False,,{},PASS
425,424,0,0,0,0,4,0.998,0.002,False,1,0,0,0,1,False,,{},PASS
426,425,0,0,0,0,2,0.998,0.002,False,1,0,0,0,1,False,,{},PASS
427,426,0,0,0,0,7,1.001,0.001,False,1,0,0,0,1,False,,{},PASS
428,427,0,0,0,0,7,0.998,0.002,False,1,0,0,0,1,False,,{},PASS
429,428,0,0,0,0,4,1.000,0.000,False,1,0,0,0,1,False,,{},PASS
430,429,0,0,0,0,14,1.000,0.000,False,1,0,0,0,1,False,,{},PASS
431,430,0,0,0,0,4,0.999,0.001,False,1,0,0,0,1,False,,{},PASS
432,431,0,0,0,0,6,1.001,0.001,False,1,0,0,0,1,False,,{},PASS
433,432,0,0,0,0,12,1.000,0.000,False,1,0,0,0,1,False,,{},PASS
434,433,0,0,0,0,6,1.000,0.000,False,1,0,0,0,1,False,,{},PASS
435,434,0,0,0,0,1,1.000,0.000,False,1,0,0,0,1,False,,{},PASS
436,435,0,0,0,0,15,1.000,0.000,False,1,0,0,0,1,False,,{},PASS
437,436,0,0,0,0,12,1.001,0.001,False,1,0,0,0,1,False,,{},PASS
438,437,0,0,0,0,8,1.000,0.000,False,1,0,0,0,1,False,,{},PASS
439,438,0,0,0,0,5,1.001,0.001,False,1,0,0,0,1,False,,{},PASS
440,439,0,0,0,0,3,0.999,0.001,False,1,0,0,0,1,False,,{},PASS
441,440,0,0,0,0,6,0.999,0.001,False,1,0,0,0,1,False,,{},PASS
442,441,0,0,0,0,7,1.000,0.000,False,1,0,0,0,1,False,,{},PASS
443,442,0,0,0,0,6,0.999,0.001,False,1,0,0,0,1,False,,{},PASS
444,443,0,0,0,0,5,0.999,0.001,False,1,0,0,0,1,False,,{},PASS
445,444,0,0,0,0,14,1.000,0.000,False,1,0,0,0,1,False,,{},PASS
446,445,0,0,0,0,6,1.003,0.003,False,1,0,0,0,1,False,,{},PASS
447,446,0,0,0,0,8,1.001,0.001,False,1,0,0,0,1,False,,{},PASS
448,447,0,0,0,0,5,1.001,0.001,False,1,0,0,0,1,False,,{},PASS
449,448,0,0,0,0,6,0.999,0.001,False,1,0,0,0,1,False,,{},PASS
450,449,0,0,0,0,10,1.001,0.001,False,1,0,0,0,1,False,,{},PASS
451,450,0,0,0,0,12,0.999,0.001,False,1,0,0,0,1,False,,{},PASS
452,451,0,0,0,0,5,1.000,0.000,False,1,0,0,0,1,False,,{},PASS
453,452,0,0,0,0,11,0.999,0.001,False,1,0,0,0,1,False,,{},PASS
454,453,0,0,0,0,10,1.000,0.000,False,1,0,0,0,1,False,,{},PASS
455,454,0,0,0,0,4,0.999,0.001,False,1,0,0,0,1,False,,{},PASS
456,455,0,0,0,0,8,1.000,0.000,False,1,0,0,0,1,False,,{},PASS
457,456,0,0,0,0,11,1.001,0.001,False,1,0,0,0,1,False,,{},PASS
458,457,0,0,0,0,6,1.001,0.001,False,1,0,0,0,1,False,,{},PASS
459,458,0,0,0,0,9,0.999,0.001,False,1,0,0,0,1,False,,{},PASS
460,459,0,0,0,0,5,1.000,0.000,False,1,0,0,0,1,False,,{},PASS
461,460,0,0,0,0,10,1.000,0.000,False,1,0,0,0,1,False,,{},PASS
462,461,0,0,0,0,9,1.001,0.001,False,1,0,0,0,1,False,,{},PASS
463,462,0,0,0,0,4,1.000,0.000,False,1,0,0,0,1,False,,{},PASS
464,463,0,0,0,0,11,1.000,0.000,False,1,0,0,0,1,False,,{},PASS
465,464,0,0,0,0,8,1.001,0.001,False,1,0,0,0,1,False,,{},PASS
466,465,0,0,0,0,15,1.000,0.000,False,1,0,0,0,1,False,,{},PASS
467,466,0,0,0,0,7,0.998,0.002,False,1,0,0,0,1,False,,{},PASS
468,467,0,0,0,0,5,1.001,0.001,False,1,0,0,0,1,False,,{},PASS
469,468,0,0,0,0,13,1.000,0.000,False,1,0,0,0,1,False,,{},PASS
470,469,0,0,0,0,7,1.000,0.000,False,1,0,0,0,1,False,,{},PASS
471,470,0,0,0,0,4,0.996,0.004,False,1,0,0,0,1,False,,{},PASS
472,471,0,0,0,0,4,1.001,0.001,False,1,0,0,0,1,False,,{},PASS
473,472,0,0,0,0,4,1.001,0.001,False,1,0,0,0,1,False,,{},PASS
474,473,0,0,0,0,6,1.001,0.001,False,1,0,0,0,1,False,,{},PASS
475,474,0,0,0,0,8,1.001,0.001,False,1,0,0,0,1,False,,{},PASS
476,475,0,0,0,0,6,1.001,0.001,False,1,0,0,0,1,False,,{},PASS
477,476,0,0,0,0,11,1.001,0.001,False,1,0,0,0,1,False,,{},PASS
478,477,0,0,0,0,3,0.999,0.001,False,1,0,0,0,1,False,,{},PASS
479,478,0,0,0,0,6,1.001,0.001,False,1,0,0,0,1,False,,{},PASS
480,479,0,0,0,0,5,1.000,0.000,False,1,0,0,0,1,False,,{},PASS
481,480,0,0,0,0,13,1.000,0.000,False,1,0,0,0,1,False,,{},PASS
482,481,0,0,0,0,10,1.000,0.000,False,1,0,0,0,1,False,,{},PASS
483,482,0,0,0,0,11,0.999,0.001,False,1,0,0,0,1,False,,{},PASS
484,483,0,0,0,0,5,1.001,0.001,False,1,0,0,0,1,False,,{},PASS
485,484,0,0,0,0,7,0.999,0.001,False,1,0,0,0,1,False,,{},PASS
486,485,0,0,0,0,6,1.001,0.001,False,1,0,0,0,1,False,,{},PASS
487,486,0,0,0,0,10,0.999,0.001,False,1,0,0,0,1,False,,{},PASS
488,487,0,0,0,0,15,1.000,0.000,False,1,0,0,0,1,False,,{},PASS
489,488,0,0,0,0,14,1.000,0.000,False,1,0,0,0,1,False,,{},PASS
490,489,0,0,0,0,3,1.002,0.002,False,1,0,0,0,1,False,,{},PASS
491,490,0,0,0,0,10,0.999,0.001,False,1,0,0,0,1,False,,{},PASS
492,491,0,0,0,0,5,0.999,0.001,False,1,0,0,0,1,False,,{},PASS
493,492,0,0,0,0,6,0.998,0.002,False,1,0,0,0,1,False,,{},PASS
494,493,0,0,0,0,6,1.000,0.000,False,1,0,0,0,1,False,,{},PASS
495,494,0,0,0,0,11,1.000,0.000,False,1,0,0,0,1,False,,{},PASS
496,495,0,0,0,0,1,0.999,0.001,False,1,0,0,0,1,False,,{},PASS
497,496,0,0,0,0,10,1.002,0.002,False,1,0,0,0,1,False,,{},PASS
498,497,0,0,0,0,5,1.000,0.000,False,1,0,0,0,1,False,,{},PASS
499,498,0,0,0,0,10,0.999,0.001,False,1,0,0,0,1,False,,{},PASS
500,499,0,0,0,0,3,1.002,0.002,False,1,0,0,0,1,False,,{},PASS
501,500,0,0,0,0,6,1.000,0.000,False,1,0,0,0,1,False,,{},PASS
502,501,0,0,0,0,5,1.001,0.001,False,1,0,0,0,1,False,,{},PASS
503,502,0,0,0,0,7,0.998,0.002,False,1,0,0,0,1,False,,{},PASS
504,503,0,0,0,0,3,1.000,0.000,False,1,0,0,0,1,False,,{},PASS
505,504,0,0,0,0,1,1.000,0.000,False,1,0,0,0,1,False,,{},PASS
506,505,0,0,0,0,4,0.999,0.001,False,1,0,0,0,1,False,,{},PASS
507,506,0,0,0,0,6,1.000,0.000,False,1,0,0,0,1,False,,{},PASS
508,507,0,0,0,0,6,0.999,0.001,False,1,0,0,0,1,False,,{},PASS
509,508,0,0,0,0,7,0.999,0.001,False,1,0,0,0,1,False,,{},PASS
510,509,0,0,0,0,10,1.000,0.000,False,1,0,0,0,1,False,,{},PASS
511,510,0,0,0,0,13,1.000,0.000,False,1,0,0,0,1,False,,{},PASS
512,511,0,0,0,0,6,0.999,0.001,False,1,0,0,0,1,False,,{},PASS
513,512,0,0,0,0,13,1.000,0.000,False,1,0,0,0,1,False,,{},PASS
