grid_id,source_run_id,N_params_B,D_tokens_B,m3_N_params_B,m3_D_tokens_B,N_match,D_match,support_feasible_source_column,support_feasible,support_flag_recomputed,alignment_pass
359,359,0.409009,83.886,0.409009,83.886,True,True,m3_search_allowed,True,False,True
360,360,0.409009,85.983,0.409009,85.983,True,True,m3_search_allowed,True,False,True
361,361,0.409009,88.08,0.409009,88.08,True,True,m3_search_allowed,True,False,True
362,362,0.409009,90.178,0.409009,90.178,True,True,m3_search_allowed,True,False,True
363,363,0.409009,92.275,0.409009,92.275,True,True,m3_search_allowed,True,False,True
364,364,0.409009,94.372,0.409009,94.372,True,True,m3_search_allowed,True,False,True
365,365,0.409009,96.469,0.409009,96.469,True,True,m3_search_allowed,True,False,True
366,366,0.409009,98.566,0.409009,98.566,True,True,m3_search_allowed,True,False,True
367,367,0.409009,100.663,0.409009,100.663,True,True,m3_search_allowed,True,False,True
368,368,0.409009,102.76,0.409009,102.76,True,True,m3_search_allowed,True,False,True
369,369,0.409009,104.858,0.409009,104.858,True,True,m3_search_allowed,True,False,True
370,370,0.409009,106.955,0.409009,106.955,True,True,m3_search_allowed,True,False,True
371,371,0.409009,109.052,0.409009,109.052,True,True,m3_search_allowed,True,False,True
372,372,0.409009,111.149,0.409009,111.149,True,True,m3_search_allowed,True,False,True
373,373,0.409009,113.246,0.409009,113.246,True,True,m3_search_allowed,True,False,True
374,374,0.409009,115.343,0.409009,115.343,True,True,m3_search_allowed,True,False,True
375,375,0.409009,117.441,0.409009,117.441,True,True,m3_search_allowed,True,False,True
376,376,0.409009,119.538,0.409009,119.538,True,True,m3_search_allowed,True,False,True
377,377,0.409009,121.635,0.409009,121.635,True,True,m3_search_allowed,True,False,True
378,378,0.409009,123.732,0.409009,123.732,True,True,m3_search_allowed,True,False,True
379,379,0.409009,125.829,0.409009,125.829,True,True,m3_search_allowed,True,False,True
380,380,0.409009,127.926,0.409009,127.926,True,True,m3_search_allowed,True,False,True
381,381,0.409009,130.023,0.409009,130.023,True,True,m3_search_allowed,True,False,True
382,382,0.409009,132.121,0.409009,132.121,True,True,m3_search_allowed,True,False,True
383,383,0.409009,134.218,0.409009,134.218,True,True,m3_search_allowed,True,False,True
384,384,0.409009,136.315,0.409009,136.315,True,True,m3_search_allowed,True,False,True
385,385,0.409009,138.412,0.409009,138.412,True,True,m3_search_allowed,True,False,True
386,386,0.409009,140.509,0.409009,140.509,True,True,m3_search_allowed,True,False,True
387,387,0.409009,142.606,0.409009,142.606,True,True,m3_search_allowed,True,False,True
388,388,0.409009,144.703,0.409009,144.703,True,True,m3_search_allowed,True,False,True
389,389,0.409009,146.801,0.409009,146.801,True,True,m3_search_allowed,True,False,True
390,390,0.409009,148.898,0.409009,148.898,True,True,m3_search_allowed,True,False,True
391,391,0.409009,150.995,0.409009,150.995,True,True,m3_search_allowed,True,False,True
392,392,0.409009,153.092,0.409009,153.092,True,True,m3_search_allowed,True,False,True
393,393,0.409009,155.189,0.409009,155.189,True,True,m3_search_allowed,True,False,True
394,394,0.409009,157.286,0.409009,157.286,True,True,m3_search_allowed,True,False,True
395,395,0.409009,159.384,0.409009,159.384,True,True,m3_search_allowed,True,False,True
396,396,0.409009,161.481,0.409009,161.481,True,True,m3_search_allowed,True,False,True
397,397,0.409009,163.578,0.409009,163.578,True,True,m3_search_allowed,True,False,True
398,398,0.409009,165.675,0.409009,165.675,True,True,m3_search_allowed,True,False,True
399,399,0.409009,167.772,0.409009,167.772,True,True,m3_search_allowed,True,False,True
400,400,0.409009,169.869,0.409009,169.869,True,True,m3_search_allowed,True,False,True
401,401,0.409009,171.966,0.409009,171.966,True,True,m3_search_allowed,True,False,True
402,402,0.409009,174.064,0.409009,174.064,True,True,m3_search_allowed,True,False,True
403,403,0.409009,176.161,0.409009,176.161,True,True,m3_search_allowed,True,False,True
404,404,0.409009,178.258,0.409009,178.258,True,True,m3_search_allowed,True,False,True
405,405,0.409009,180.355,0.409009,180.355,True,True,m3_search_allowed,True,False,True
406,406,0.409009,182.452,0.409009,182.452,True,True,m3_search_allowed,True,False,True
407,407,0.409009,184.549,0.409009,184.549,True,True,m3_search_allowed,True,False,True
408,408,0.409009,186.647,0.409009,186.647,True,True,m3_search_allowed,True,False,True
409,409,0.409009,188.744,0.409009,188.744,True,True,m3_search_allowed,True,False,True
410,410,0.409009,190.841,0.409009,190.841,True,True,m3_search_allowed,True,False,True
411,411,0.409009,192.938,0.409009,192.938,True,True,m3_search_allowed,True,False,True
412,412,0.409009,195.035,0.409009,195.035,True,True,m3_search_allowed,True,False,True
413,413,0.409009,197.132,0.409009,197.132,True,True,m3_search_allowed,True,False,True
414,414,0.409009,199.229,0.409009,199.229,True,True,m3_search_allowed,True,False,True
415,415,0.409009,201.327,0.409009,201.327,True,True,m3_search_allowed,True,False,True
416,416,0.409009,203.424,0.409009,203.424,True,True,m3_search_allowed,True,False,True
417,417,0.409009,205.521,0.409009,205.521,True,True,m3_search_allowed,True,False,True
418,418,0.409009,207.618,0.409009,207.618,True,True,m3_search_allowed,True,False,True
419,419,0.409009,209.715,0.409009,209.715,True,True,m3_search_allowed,True,False,True
420,420,0.409009,211.812,0.409009,211.812,True,True,m3_search_allowed,True,False,True
421,421,0.409009,213.91,0.409009,213.91,True,True,m3_search_allowed,True,False,True
422,422,0.409009,216.007,0.409009,216.007,True,True,m3_search_allowed,True,False,True
423,423,0.409009,218.104,0.409009,218.104,True,True,m3_search_allowed,True,False,True
424,424,0.409009,220.201,0.409009,220.201,True,True,m3_search_allowed,True,False,True
425,425,0.409009,222.298,0.409009,222.298,True,True,m3_search_allowed,True,False,True
426,426,0.409009,224.395,0.409009,224.395,True,True,m3_search_allowed,True,False,True
427,427,0.409009,226.492,0.409009,226.492,True,True,m3_search_allowed,True,False,True
428,428,0.409009,228.59,0.409009,228.59,True,True,m3_search_allowed,True,False,True
429,429,0.409009,230.687,0.409009,230.687,True,True,m3_search_allowed,True,False,True
430,430,0.409009,232.784,0.409009,232.784,True,True,m3_search_allowed,True,False,True
431,431,0.409009,234.881,0.409009,234.881,True,True,m3_search_allowed,True,False,True
432,432,0.409009,236.978,0.409009,236.978,True,True,m3_search_allowed,True,False,True
433,433,0.409009,239.075,0.409009,239.075,True,True,m3_search_allowed,True,False,True
434,434,0.409009,241.172,0.409009,241.172,True,True,m3_search_allowed,True,False,True
435,435,0.409009,243.27,0.409009,243.27,True,True,m3_search_allowed,True,False,True
436,436,0.409009,245.367,0.409009,245.367,True,True,m3_search_allowed,True,False,True
437,437,0.409009,247.464,0.409009,247.464,True,True,m3_search_allowed,True,False,True
438,438,0.409009,249.561,0.409009,249.561,True,True,m3_search_allowed,True,False,True
439,439,0.409009,251.658,0.409009,251.658,True,True,m3_search_allowed,True,False,True
440,440,0.409009,253.755,0.409009,253.755,True,True,m3_search_allowed,True,False,True
441,441,0.409009,255.853,0.409009,255.853,True,True,m3_search_allowed,True,False,True
442,442,0.409009,257.95,0.409009,257.95,True,True,m3_search_allowed,True,False,True
443,443,0.409009,260.047,0.409009,260.047,True,True,m3_search_allowed,True,False,True
444,444,0.409009,262.144,0.409009,262.144,True,True,m3_search_allowed,True,False,True
445,445,0.409009,264.241,0.409009,264.241,True,True,m3_search_allowed,True,False,True
446,446,0.409009,266.338,0.409009,266.338,True,True,m3_search_allowed,True,False,True
447,447,0.409009,268.435,0.409009,268.435,True,True,m3_search_allowed,True,False,True
448,448,0.409009,270.533,0.409009,270.533,True,True,m3_search_allowed,True,False,True
449,449,0.409009,272.63,0.409009,272.63,True,True,m3_search_allowed,True,False,True
450,450,0.409009,274.727,0.409009,274.727,True,True,m3_search_allowed,True,False,True
451,451,0.409009,276.824,0.409009,276.824,True,True,m3_search_allowed,True,False,True
452,452,0.409009,278.921,0.409009,278.921,True,True,m3_search_allowed,True,False,True
453,453,0.409009,281.018,0.409009,281.018,True,True,m3_search_allowed,True,False,True
454,454,0.409009,283.116,0.409009,283.116,True,True,m3_search_allowed,True,False,True
455,455,0.409009,285.213,0.409009,285.213,True,True,m3_search_allowed,True,False,True
456,456,0.409009,287.31,0.409009,287.31,True,True,m3_search_allowed,True,False,True
457,457,0.409009,289.407,0.409009,289.407,True,True,m3_search_allowed,True,False,True
458,458,0.409009,291.504,0.409009,291.504,True,True,m3_search_allowed,True,False,True
459,459,0.409009,293.601,0.409009,293.601,True,True,m3_search_allowed,True,False,True
460,460,0.409009,295.698,0.409009,295.698,True,True,m3_search_allowed,True,False,True
461,461,0.409009,297.796,0.409009,297.796,True,True,m3_search_allowed,True,False,True
462,462,0.409009,299.893,0.409009,299.893,True,True,m3_search_allowed,True,False,True
470,470,1.040867,0.134,1.040867,0.134,True,True,m3_search_allowed,True,False,True
471,471,1.040867,0.268,1.040867,0.268,True,True,m3_search_allowed,True,False,True
472,472,1.040867,0.537,1.040867,0.537,True,True,m3_search_allowed,True,False,True
473,473,1.040867,1.074,1.040867,1.074,True,True,m3_search_allowed,True,False,True
474,474,1.040867,2.097,1.040867,2.097,True,True,m3_search_allowed,True,False,True
475,475,1.040867,4.194,1.040867,4.194,True,True,m3_search_allowed,True,False,True
476,476,1.040867,6.291,1.040867,6.291,True,True,m3_search_allowed,True,False,True
477,477,1.040867,8.389,1.040867,8.389,True,True,m3_search_allowed,True,False,True
478,478,1.040867,10.486,1.040867,10.486,True,True,m3_search_allowed,True,False,True
479,479,1.040867,12.583,1.040867,12.583,True,True,m3_search_allowed,True,False,True
480,480,1.040867,14.68,1.040867,14.68,True,True,m3_search_allowed,True,False,True
481,481,1.040867,16.777,1.040867,16.777,True,True,m3_search_allowed,True,False,True
482,482,1.040867,18.874,1.040867,18.874,True,True,m3_search_allowed,True,False,True
483,483,1.040867,20.972,1.040867,20.972,True,True,m3_search_allowed,True,False,True
484,484,1.040867,23.069,1.040867,23.069,True,True,m3_search_allowed,True,False,True
485,485,1.040867,25.166,1.040867,25.166,True,True,m3_search_allowed,True,False,True
486,486,1.040867,27.263,1.040867,27.263,True,True,m3_search_allowed,True,False,True
487,487,1.040867,29.36,1.040867,29.36,True,True,m3_search_allowed,True,False,True
488,488,1.040867,31.457,1.040867,31.457,True,True,m3_search_allowed,True,False,True
489,489,1.040867,33.554,1.040867,33.554,True,True,m3_search_allowed,True,False,True
490,490,1.040867,35.652,1.040867,35.652,True,True,m3_search_allowed,True,False,True
491,491,1.040867,37.749,1.040867,37.749,True,True,m3_search_allowed,True,False,True
492,492,1.040867,39.846,1.040867,39.846,True,True,m3_search_allowed,True,False,True
493,493,1.040867,41.943,1.040867,41.943,True,True,m3_search_allowed,True,False,True
494,494,1.040867,44.04,1.040867,44.04,True,True,m3_search_allowed,True,False,True
495,495,1.040867,46.137,1.040867,46.137,True,True,m3_search_allowed,True,False,True
496,496,1.040867,48.234,1.040867,48.234,True,True,m3_search_allowed,True,False,True
497,497,1.040867,50.332,1.040867,50.332,True,True,m3_search_allowed,True,False,True
498,498,1.040867,52.429,1.040867,52.429,True,True,m3_search_allowed,True,False,True
499,499,1.040867,54.526,1.040867,54.526,True,True,m3_search_allowed,True,False,True
500,500,1.040867,56.623,1.040867,56.623,True,True,m3_search_allowed,True,False,True
501,501,1.040867,58.72,1.040867,58.72,True,True,m3_search_allowed,True,False,True
502,502,1.040867,60.817,1.040867,60.817,True,True,m3_search_allowed,True,False,True
503,503,1.040867,62.915,1.040867,62.915,True,True,m3_search_allowed,True,False,True
504,504,1.040867,65.012,1.040867,65.012,True,True,m3_search_allowed,True,False,True
505,505,1.040867,67.109,1.040867,67.109,True,True,m3_search_allowed,True,False,True
506,506,1.040867,69.206,1.040867,69.206,True,True,m3_search_allowed,True,False,True
507,507,1.040867,71.303,1.040867,71.303,True,True,m3_search_allowed,True,False,True
508,508,1.040867,73.4,1.040867,73.4,True,True,m3_search_allowed,True,False,True
509,509,1.040867,75.497,1.040867,75.497,True,True,m3_search_allowed,True,False,True
510,510,1.040867,77.595,1.040867,77.595,True,True,m3_search_allowed,True,False,True
511,511,1.040867,79.692,1.040867,79.692,True,True,m3_search_allowed,True,False,True
512,512,1.040867,81.789,1.040867,81.789,True,True,m3_search_allowed,True,False,True
513,513,1.040867,83.886,1.040867,83.886,True,True,m3_search_allowed,True,False,True
514,514,1.040867,85.983,1.040867,85.983,True,True,m3_search_allowed,True,False,True
515,515,1.040867,88.08,1.040867,88.08,True,True,m3_search_allowed,True,False,True
516,516,1.040867,90.178,1.040867,90.178,True,True,m3_search_allowed,True,False,True
517,517,1.040867,92.275,1.040867,92.275,True,True,m3_search_allowed,True,False,True
518,518,1.040867,94.372,1.040867,94.372,True,True,m3_search_allowed,True,False,True
519,519,1.040867,96.469,1.040867,96.469,True,True,m3_search_allowed,True,False,True
520,520,1.040867,98.566,1.040867,98.566,True,True,m3_search_allowed,True,False,True
521,521,1.040867,100.663,1.040867,100.663,True,True,m3_search_allowed,True,False,True
522,522,1.040867,102.76,1.040867,102.76,True,True,m3_search_allowed,True,False,True
523,523,1.040867,104.858,1.040867,104.858,True,True,m3_search_allowed,True,False,True
524,524,1.040867,106.955,1.040867,106.955,True,True,m3_search_allowed,True,False,True
525,525,1.040867,109.052,1.040867,109.052,True,True,m3_search_allowed,True,False,True
526,526,1.040867,111.149,1.040867,111.149,True,True,m3_search_allowed,True,False,True
527,527,1.040867,113.246,1.040867,113.246,True,True,m3_search_allowed,True,False,True
528,528,1.040867,115.343,1.040867,115.343,True,True,m3_search_allowed,True,False,True
529,529,1.040867,117.441,1.040867,117.441,True,True,m3_search_allowed,True,False,True
530,530,1.040867,119.538,1.040867,119.538,True,True,m3_search_allowed,True,False,True
531,531,1.040867,121.635,1.040867,121.635,True,True,m3_search_allowed,True,False,True
532,532,1.040867,123.732,1.040867,123.732,True,True,m3_search_allowed,True,False,True
533,533,1.040867,125.829,1.040867,125.829,True,True,m3_search_allowed,True,False,True
534,534,1.040867,127.926,1.040867,127.926,True,True,m3_search_allowed,True,False,True
535,535,1.040867,130.023,1.040867,130.023,True,True,m3_search_allowed,True,False,True
536,536,1.040867,132.121,1.040867,132.121,True,True,m3_search_allowed,True,False,True
537,537,1.040867,134.218,1.040867,134.218,True,True,m3_search_allowed,True,False,True
538,538,1.040867,136.315,1.040867,136.315,True,True,m3_search_allowed,True,False,True
539,539,1.040867,138.412,1.040867,138.412,True,True,m3_search_allowed,True,False,True
540,540,1.040867,140.509,1.040867,140.509,True,True,m3_search_allowed,True,False,True
541,541,1.040867,142.606,1.040867,142.606,True,True,m3_search_allowed,True,False,True
542,542,1.040867,144.703,1.040867,144.703,True,True,m3_search_allowed,True,False,True
543,543,1.040867,146.801,1.040867,146.801,True,True,m3_search_allowed,True,False,True
544,544,1.040867,148.898,1.040867,148.898,True,True,m3_search_allowed,True,False,True
545,545,1.040867,150.995,1.040867,150.995,True,True,m3_search_allowed,True,False,True
546,546,1.040867,153.092,1.040867,153.092,True,True,m3_search_allowed,True,False,True
547,547,1.040867,155.189,1.040867,155.189,True,True,m3_search_allowed,True,False,True
548,548,1.040867,157.286,1.040867,157.286,True,True,m3_search_allowed,True,False,True
549,549,1.040867,159.384,1.040867,159.384,True,True,m3_search_allowed,True,False,True
550,550,1.040867,161.481,1.040867,161.481,True,True,m3_search_allowed,True,False,True
551,551,1.040867,163.578,1.040867,163.578,True,True,m3_search_allowed,True,False,True
552,552,1.040867,165.675,1.040867,165.675,True,True,m3_search_allowed,True,False,True
553,553,1.040867,167.772,1.040867,167.772,True,True,m3_search_allowed,True,False,True
554,554,1.040867,169.869,1.040867,169.869,True,True,m3_search_allowed,True,False,True
555,555,1.040867,171.966,1.040867,171.966,True,True,m3_search_allowed,True,False,True
556,556,1.040867,174.064,1.040867,174.064,True,True,m3_search_allowed,True,False,True
557,557,1.040867,176.161,1.040867,176.161,True,True,m3_search_allowed,True,False,True
558,558,1.040867,178.258,1.040867,178.258,True,True,m3_search_allowed,True,False,True
559,559,1.040867,180.355,1.040867,180.355,True,True,m3_search_allowed,True,False,True
560,560,1.040867,182.452,1.040867,182.452,True,True,m3_search_allowed,True,False,True
561,561,1.040867,184.549,1.040867,184.549,True,True,m3_search_allowed,True,False,True
562,562,1.040867,186.647,1.040867,186.647,True,True,m3_search_allowed,True,False,True
563,563,1.040867,188.744,1.040867,188.744,True,True,m3_search_allowed,True,False,True
564,564,1.040867,190.841,1.040867,190.841,True,True,m3_search_allowed,True,False,True
565,565,1.040867,192.938,1.040867,192.938,True,True,m3_search_allowed,True,False,True
566,566,1.040867,195.035,1.040867,195.035,True,True,m3_search_allowed,True,False,True
567,567,1.040867,197.132,1.040867,197.132,True,True,m3_search_allowed,True,False,True
568,568,1.040867,199.229,1.040867,199.229,True,True,m3_search_allowed,True,False,True
569,569,1.040867,201.327,1.040867,201.327,True,True,m3_search_allowed,True,False,True
570,570,1.040867,203.424,1.040867,203.424,True,True,m3_search_allowed,True,False,True
571,571,1.040867,205.521,1.040867,205.521,True,True,m3_search_allowed,True,False,True
572,572,1.040867,207.618,1.040867,207.618,True,True,m3_search_allowed,True,False,True
573,573,1.040867,209.715,1.040867,209.715,True,True,m3_search_allowed,True,False,True
574,574,1.040867,211.812,1.040867,211.812,True,True,m3_search_allowed,True,False,True
575,575,1.040867,213.91,1.040867,213.91,True,True,m3_search_allowed,True,False,True
576,576,1.040867,216.007,1.040867,216.007,True,True,m3_search_allowed,True,False,True
577,577,1.040867,218.104,1.040867,218.104,True,True,m3_search_allowed,True,False,True
578,578,1.040867,220.201,1.040867,220.201,True,True,m3_search_allowed,True,False,True
579,579,1.040867,222.298,1.040867,222.298,True,True,m3_search_allowed,True,False,True
580,580,1.040867,224.395,1.040867,224.395,True,True,m3_search_allowed,True,False,True
581,581,1.040867,226.492,1.040867,226.492,True,True,m3_search_allowed,True,False,True
582,582,1.040867,228.59,1.040867,228.59,True,True,m3_search_allowed,True,False,True
583,583,1.040867,230.687,1.040867,230.687,True,True,m3_search_allowed,True,False,True
584,584,1.040867,232.784,1.040867,232.784,True,True,m3_search_allowed,True,False,True
585,585,1.040867,234.881,1.040867,234.881,True,True,m3_search_allowed,True,False,True
586,586,1.040867,236.978,1.040867,236.978,True,True,m3_search_allowed,True,False,True
587,587,1.040867,239.075,1.040867,239.075,True,True,m3_search_allowed,True,False,True
588,588,1.040867,241.172,1.040867,241.172,True,True,m3_search_allowed,True,False,True
589,589,1.040867,243.27,1.040867,243.27,True,True,m3_search_allowed,True,False,True
590,590,1.040867,245.367,1.040867,245.367,True,True,m3_search_allowed,True,False,True
591,591,1.040867,247.464,1.040867,247.464,True,True,m3_search_allowed,True,False,True
592,592,1.040867,249.561,1.040867,249.561,True,True,m3_search_allowed,True,False,True
593,593,1.040867,251.658,1.040867,251.658,True,True,m3_search_allowed,True,False,True
594,594,1.040867,253.755,1.040867,253.755,True,True,m3_search_allowed,True,False,True
595,595,1.040867,255.853,1.040867,255.853,True,True,m3_search_allowed,True,False,True
596,596,1.040867,257.95,1.040867,257.95,True,True,m3_search_allowed,True,False,True
597,597,1.040867,260.047,1.040867,260.047,True,True,m3_search_allowed,True,False,True
598,598,1.040867,262.144,1.040867,262.144,True,True,m3_search_allowed,True,False,True
599,599,1.040867,264.241,1.040867,264.241,True,True,m3_search_allowed,True,False,True
600,600,1.040867,266.338,1.040867,266.338,True,True,m3_search_allowed,True,False,True
601,601,1.040867,268.435,1.040867,268.435,True,True,m3_search_allowed,True,False,True
602,602,1.040867,270.533,1.040867,270.533,True,True,m3_search_allowed,True,False,True
603,603,1.040867,272.63,1.040867,272.63,True,True,m3_search_allowed,True,False,True
604,604,1.040867,274.727,1.040867,274.727,True,True,m3_search_allowed,True,False,True
605,605,1.040867,276.824,1.040867,276.824,True,True,m3_search_allowed,True,False,True
606,606,1.040867,278.921,1.040867,278.921,True,True,m3_search_allowed,True,False,True
607,607,1.040867,281.018,1.040867,281.018,True,True,m3_search_allowed,True,False,True
608,608,1.040867,283.116,1.040867,283.116,True,True,m3_search_allowed,True,False,True
609,609,1.040867,285.213,1.040867,285.213,True,True,m3_search_allowed,True,False,True
610,610,1.040867,287.31,1.040867,287.31,True,True,m3_search_allowed,True,False,True
611,611,1.040867,289.407,1.040867,289.407,True,True,m3_search_allowed,True,False,True
612,612,1.040867,291.504,1.040867,291.504,True,True,m3_search_allowed,True,False,True
613,613,1.040867,293.601,1.040867,293.601,True,True,m3_search_allowed,True,False,True
614,614,1.040867,295.698,1.040867,295.698,True,True,m3_search_allowed,True,False,True
615,615,1.040867,297.796,1.040867,297.796,True,True,m3_search_allowed,True,False,True
616,616,1.040867,299.893,1.040867,299.893,True,True,m3_search_allowed,True,False,True
624,624,1.416184,0.134,1.416184,0.134,True,True,m3_search_allowed,True,False,True
625,625,1.416184,0.268,1.416184,0.268,True,True,m3_search_allowed,True,False,True
626,626,1.416184,0.537,1.416184,0.537,True,True,m3_search_allowed,True,False,True
627,627,1.416184,1.074,1.416184,1.074,True,True,m3_search_allowed,True,False,True
628,628,1.416184,2.097,1.416184,2.097,True,True,m3_search_allowed,True,False,True
629,629,1.416184,4.194,1.416184,4.194,True,True,m3_search_allowed,True,False,True
630,630,1.416184,6.291,1.416184,6.291,True,True,m3_search_allowed,True,False,True
631,631,1.416184,8.389,1.416184,8.389,True,True,m3_search_allowed,True,False,True
632,632,1.416184,10.486,1.416184,10.486,True,True,m3_search_allowed,True,False,True
633,633,1.416184,12.583,1.416184,12.583,True,True,m3_search_allowed,True,False,True
634,634,1.416184,14.68,1.416184,14.68,True,True,m3_search_allowed,True,False,True
635,635,1.416184,16.777,1.416184,16.777,True,True,m3_search_allowed,True,False,True
636,636,1.416184,18.874,1.416184,18.874,True,True,m3_search_allowed,True,False,True
637,637,1.416184,20.972,1.416184,20.972,True,True,m3_search_allowed,True,False,True
638,638,1.416184,23.069,1.416184,23.069,True,True,m3_search_allowed,True,False,True
639,639,1.416184,25.166,1.416184,25.166,True,True,m3_search_allowed,True,False,True
640,640,1.416184,27.263,1.416184,27.263,True,True,m3_search_allowed,True,False,True
641,641,1.416184,29.36,1.416184,29.36,True,True,m3_search_allowed,True,False,True
642,642,1.416184,31.457,1.416184,31.457,True,True,m3_search_allowed,True,False,True
643,643,1.416184,33.554,1.416184,33.554,True,True,m3_search_allowed,True,False,True
644,644,1.416184,35.652,1.416184,35.652,True,True,m3_search_allowed,True,False,True
645,645,1.416184,37.749,1.416184,37.749,True,True,m3_search_allowed,True,False,True
646,646,1.416184,39.846,1.416184,39.846,True,True,m3_search_allowed,True,False,True
647,647,1.416184,41.943,1.416184,41.943,True,True,m3_search_allowed,True,False,True
648,648,1.416184,44.04,1.416184,44.04,True,True,m3_search_allowed,True,False,True
649,649,1.416184,46.137,1.416184,46.137,True,True,m3_search_allowed,True,False,True
650,650,1.416184,48.234,1.416184,48.234,True,True,m3_search_allowed,True,False,True
651,651,1.416184,50.332,1.416184,50.332,True,True,m3_search_allowed,True,False,True
652,652,1.416184,52.429,1.416184,52.429,True,True,m3_search_allowed,True,False,True
653,653,1.416184,54.526,1.416184,54.526,True,True,m3_search_allowed,True,False,True
654,654,1.416184,56.623,1.416184,56.623,True,True,m3_search_allowed,True,False,True
655,655,1.416184,58.72,1.416184,58.72,True,True,m3_search_allowed,True,False,True
656,656,1.416184,60.817,1.416184,60.817,True,True,m3_search_allowed,True,False,True
657,657,1.416184,62.915,1.416184,62.915,True,True,m3_search_allowed,True,False,True
658,658,1.416184,65.012,1.416184,65.012,True,True,m3_search_allowed,True,False,True
659,659,1.416184,67.109,1.416184,67.109,True,True,m3_search_allowed,True,False,True
660,660,1.416184,69.206,1.416184,69.206,True,True,m3_search_allowed,True,False,True
661,661,1.416184,71.303,1.416184,71.303,True,True,m3_search_allowed,True,False,True
662,662,1.416184,73.4,1.416184,73.4,True,True,m3_search_allowed,True,False,True
663,663,1.416184,75.497,1.416184,75.497,True,True,m3_search_allowed,True,False,True
664,664,1.416184,77.595,1.416184,77.595,True,True,m3_search_allowed,True,False,True
665,665,1.416184,79.692,1.416184,79.692,True,True,m3_search_allowed,True,False,True
666,666,1.416184,81.789,1.416184,81.789,True,True,m3_search_allowed,True,False,True
667,667,1.416184,83.886,1.416184,83.886,True,True,m3_search_allowed,True,False,True
668,668,1.416184,85.983,1.416184,85.983,True,True,m3_search_allowed,True,False,True
669,669,1.416184,88.08,1.416184,88.08,True,True,m3_search_allowed,True,False,True
670,670,1.416184,90.178,1.416184,90.178,True,True,m3_search_allowed,True,False,True
671,671,1.416184,92.275,1.416184,92.275,True,True,m3_search_allowed,True,False,True
672,672,1.416184,94.372,1.416184,94.372,True,True,m3_search_allowed,True,False,True
673,673,1.416184,96.469,1.416184,96.469,True,True,m3_search_allowed,True,False,True
674,674,1.416184,98.566,1.416184,98.566,True,True,m3_search_allowed,True,False,True
675,675,1.416184,100.663,1.416184,100.663,True,True,m3_search_allowed,True,False,True
676,676,1.416184,102.76,1.416184,102.76,True,True,m3_search_allowed,True,False,True
677,677,1.416184,104.858,1.416184,104.858,True,True,m3_search_allowed,True,False,True
678,678,1.416184,106.955,1.416184,106.955,True,True,m3_search_allowed,True,False,True
679,679,1.416184,109.052,1.416184,109.052,True,True,m3_search_allowed,True,False,True
680,680,1.416184,111.149,1.416184,111.149,True,True,m3_search_allowed,True,False,True
681,681,1.416184,113.246,1.416184,113.246,True,True,m3_search_allowed,True,False,True
682,682,1.416184,115.343,1.416184,115.343,True,True,m3_search_allowed,True,False,True
683,683,1.416184,117.441,1.416184,117.441,True,True,m3_search_allowed,True,False,True
684,684,1.416184,119.538,1.416184,119.538,True,True,m3_search_allowed,True,False,True
685,685,1.416184,121.635,1.416184,121.635,True,True,m3_search_allowed,True,False,True
686,686,1.416184,123.732,1.416184,123.732,True,True,m3_search_allowed,True,False,True
687,687,1.416184,125.829,1.416184,125.829,True,True,m3_search_allowed,True,False,True
688,688,1.416184,127.926,1.416184,127.926,True,True,m3_search_allowed,True,False,True
689,689,1.416184,130.023,1.416184,130.023,True,True,m3_search_allowed,True,False,True
690,690,1.416184,132.121,1.416184,132.121,True,True,m3_search_allowed,True,False,True
691,691,1.416184,134.218,1.416184,134.218,True,True,m3_search_allowed,True,False,True
692,692,1.416184,136.315,1.416184,136.315,True,True,m3_search_allowed,True,False,True
693,693,1.416184,138.412,1.416184,138.412,True,True,m3_search_allowed,True,False,True
694,694,1.416184,140.509,1.416184,140.509,True,True,m3_search_allowed,True,False,True
695,695,1.416184,142.606,1.416184,142.606,True,True,m3_search_allowed,True,False,True
696,696,1.416184,144.703,1.416184,144.703,True,True,m3_search_allowed,True,False,True
697,697,1.416184,146.801,1.416184,146.801,True,True,m3_search_allowed,True,False,True
698,698,1.416184,148.898,1.416184,148.898,True,True,m3_search_allowed,True,False,True
699,699,1.416184,150.995,1.416184,150.995,True,True,m3_search_allowed,True,False,True
700,700,1.416184,153.092,1.416184,153.092,True,True,m3_search_allowed,True,False,True
701,701,1.416184,155.189,1.416184,155.189,True,True,m3_search_allowed,True,False,True
702,702,1.416184,157.286,1.416184,157.286,True,True,m3_search_allowed,True,False,True
703,703,1.416184,159.384,1.416184,159.384,True,True,m3_search_allowed,True,False,True
704,704,1.416184,161.481,1.416184,161.481,True,True,m3_search_allowed,True,False,True
705,705,1.416184,163.578,1.416184,163.578,True,True,m3_search_allowed,True,False,True
706,706,1.416184,165.675,1.416184,165.675,True,True,m3_search_allowed,True,False,True
707,707,1.416184,167.772,1.416184,167.772,True,True,m3_search_allowed,True,False,True
708,708,1.416184,169.869,1.416184,169.869,True,True,m3_search_allowed,True,False,True
709,709,1.416184,171.966,1.416184,171.966,True,True,m3_search_allowed,True,False,True
710,710,1.416184,174.064,1.416184,174.064,True,True,m3_search_allowed,True,False,True
711,711,1.416184,176.161,1.416184,176.161,True,True,m3_search_allowed,True,False,True
