source_table,source_row_1based,Model,Loss_Source,Loss_Comparability,source_model_family_hint,N_params_B,D_tokens_B,Val_Loss,LB_Average,LB_IFEval,LB_BBH,LB_MATH,LB_GPQA,LB_MUSR,LB_MMLU_PRO,high_comparability_label,loss_finite,lb_average_finite,all_lb_finite,high_paired_finite,content_key_sha256,cross_table_duplicate,pooled_duplicate_rank,kept_in_pooled_unique_table,model_identity_status,loss_unit_status,evaluation_protocol_status,benchmark_definition_status
C6,7,EleutherAI/pythia-6.9b,"Pythia training log (Attachment B, final checkpoint D=299.9B tokens)","High (same model, same validation set)",Pythia (source-label hint; version/family independence unverified),6.86104,299.893,2.125,5.966546774741993,22.811362739752745,5.88163197981621,1.4350453172205437,0.22371364653244186,3.8148437499999996,1.6326832151300221,True,True,True,True,True,e2f834c068062043e418cddb596695db6a02512d880d50a4bdd66d7838fb3e58,True,2,False,model name present; revision/SHA and leaderboard submission/run ID unavailable,unknown in bridge CSV; must be source-verified,unknown beyond supplied comparability label,metric names present; evaluation-set/aggregation details not row-verified
C6,8,EleutherAI/pythia-12b,"Pythia training log (Attachment B, final checkpoint D=299.9B tokens)","High (same model, same validation set)",Pythia (source-label hint; version/family independence unverified),11.965825,299.893,2.0933,6.059841492942702,24.71475684517081,4.987531038290507,1.6616314199395772,0.0,3.7872395833333345,1.2078900709219857,True,True,True,True,True,7cb64f1a49f0273769929d2917cd022a3b0c16fa86be9b8f1748436f7f004d8b,True,2,False,model name present; revision/SHA and leaderboard submission/run ID unavailable,unknown in bridge CSV; must be source-verified,unknown beyond supplied comparability label,metric names present; evaluation-set/aggregation details not row-verified
C6,9,meta-llama/Meta-Llama-3-8B,"LLaMA 3 Technical Report (Meta, 2024), training loss at convergence","Medium (different validation set, approximate)",unresolved,8.03,,1.760,13.626857071686075,14.550614591506093,24.50076379676797,4.531722054380665,7.38255033557047,6.242447916666666,24.553043735224584,False,True,True,True,False,004590ed69275942e51801d9068dd081ddbeef64ff660d68cf57050d94632e22,True,2,False,model name present; revision/SHA and leaderboard submission/run ID unavailable,unknown in bridge CSV; must be source-verified,unknown beyond supplied comparability label,metric names present; evaluation-set/aggregation details not row-verified
C6,10,meta-llama/Llama-2-7b-hf,"LLaMA 2 paper (Touvron et al., 2023), training loss at convergence","Medium (different validation set, approximate)",unresolved,6.738,,1.750,8.806357596540016,25.18938638368418,10.35141665784897,1.7371601208459215,2.2371364653243813,3.7578125,9.56523345153664,False,True,True,True,False,c3e75189a532c8f4db91741530161463fbadb0635e43b44ed8b21fe8d6b08cfc,True,2,False,model name present; revision/SHA and leaderboard submission/run ID unavailable,unknown in bridge CSV; must be source-verified,unknown beyond supplied comparability label,metric names present; evaluation-set/aggregation details not row-verified
C6,11,meta-llama/Llama-3.1-8B,"LLaMA 3.1 Technical Report (Meta, 2024), training loss","Medium (different validation set, approximate)",unresolved,8.03,,1.760,14.42086519266696,12.459828809780273,25.30447063475493,6.570996978851963,8.05369127516779,8.715104166666668,25.42109929078014,False,True,True,True,False,cea75644fe7afd72f4b9f9ebc6dc24fb2e1bcc9c1d06252e671054b387fb1e5e,True,2,False,model name present; revision/SHA and leaderboard submission/run ID unavailable,unknown in bridge CSV; must be source-verified,unknown beyond supplied comparability label,metric names present; evaluation-set/aggregation details not row-verified
C6,12,Qwen/Qwen2-0.5B,"Qwen2 Technical Report (Alibaba, 2024), validation loss","Medium (different validation set, approximate)",unresolved,0.494,,2.840,7.224121473565234,18.732186154957734,7.9185120409032566,2.643504531722054,1.4541387024608499,4.601041666666668,7.99534574468085,False,True,True,True,False,070c3faee8464153d8f26af2f7001364b0eb1f9a1e6a7ff9d3e5b0b75f9a54e0,True,2,False,model name present; revision/SHA and leaderboard submission/run ID unavailable,unknown in bridge CSV; must be source-verified,unknown beyond supplied comparability label,metric names present; evaluation-set/aggregation details not row-verified
C6,13,Qwen/Qwen2-1.5B,"Qwen2 Technical Report (Alibaba, 2024), validation loss","Medium (different validation set, approximate)",unresolved,1.544,,2.630,10.445452935561454,21.132705665412217,11.781833653483531,7.02416918429003,1.9015659955257262,3.5932291666666667,17.239213947990542,False,True,True,True,False,1e36cb1c0dde91a3c03026803ad021945f3d3e3aa2e5b137a1877d96b9fe0ea6,True,2,False,model name present; revision/SHA and leaderboard submission/run ID unavailable,unknown in bridge CSV; must be source-verified,unknown beyond supplied comparability label,metric names present; evaluation-set/aggregation details not row-verified
C6,14,Qwen/Qwen2-7B,"Qwen2 Technical Report (Alibaba, 2024), validation loss","Medium (different validation set, approximate)",unresolved,7.616,,2.200,23.9251621404824,31.48667757106699,34.711136202753416,20.39274924471299,7.270693512304249,14.322916666666666,35.366799645390074,False,True,True,True,False,b2c0d422231e19a4561a6520c490fd765b33a04cc9c9842fec3b820a17fcd3dc,True,2,False,model name present; revision/SHA and leaderboard submission/run ID unavailable,unknown in bridge CSV; must be source-verified,unknown beyond supplied comparability label,metric names present; evaluation-set/aggregation details not row-verified
C6,15,Qwen/Qwen2.5-0.5B,"Qwen2.5 Technical Report (Alibaba, 2024), validation loss","Medium (different validation set, approximate)",unresolved,0.5,,2.810,6.550067614297009,16.271714606133948,6.953961634882263,3.927492447129909,0.0,2.0833333333333326,10.0639036643026,False,True,True,True,False,d68e40e0af3addd472325e391de09d47c6bc85aa4c42f21cdc8812f2865c042b,True,2,False,model name present; revision/SHA and leaderboard submission/run ID unavailable,unknown in bridge CSV; must be source-verified,unknown beyond supplied comparability label,metric names present; evaluation-set/aggregation details not row-verified
C6,16,Qwen/Qwen2.5-1.5B,"Qwen2.5 Technical Report (Alibaba, 2024), validation loss","Medium (different validation set, approximate)",unresolved,1.5,,2.580,13.852701161320264,26.743041795768562,16.660465167691854,9.138972809667674,4.697986577181204,5.265885416666666,20.609855200945624,False,True,True,True,False,5aebdb4135054fa95a4c14e84301c6d2ad8e258f186a0d4af9b008a043f36e36,True,2,False,model name present; revision/SHA and leaderboard submission/run ID unavailable,unknown in bridge CSV; must be source-verified,unknown beyond supplied comparability label,metric names present; evaluation-set/aggregation details not row-verified
C6,17,Qwen/Qwen2.5-7B,"Qwen2.5 Technical Report (Alibaba, 2024), validation loss","Medium (different validation set, approximate)",unresolved,7.616,,2.150,26.019159924095096,33.74479713825982,35.81347328754777,25.075528700906347,9.955257270693513,14.13671875,37.38918439716312,False,True,True,True,False,392216802219a027bb841a1ec96f2f9df6f619bbb65335d2170abce760bb2f48,True,2,False,model name present; revision/SHA and leaderboard submission/run ID unavailable,unknown in bridge CSV; must be source-verified,unknown beyond supplied comparability label,metric names present; evaluation-set/aggregation details not row-verified
C6,18,Qwen/Qwen2.5-14B,"Qwen2.5 Technical Report (Alibaba, 2024), validation loss","Medium (different validation set, approximate)",unresolved,14.77,,2.020,31.951062693148973,36.94464022127954,45.078312404984935,29.003021148036257,17.561521252796418,15.913281249999997,47.205599881796694,False,True,True,True,False,e070aae73db2dcd37c177d855e625ff3af3bf6f50d677ef00d8057bd9d800e4d,True,2,False,model name present; revision/SHA and leaderboard submission/run ID unavailable,unknown in bridge CSV; must be source-verified,unknown beyond supplied comparability label,metric names present; evaluation-set/aggregation details not row-verified
C6,19,google/gemma-2-2b,"Gemma 2 Technical Report (Google, 2024), final loss","Medium (different validation set, approximate)",unresolved,2.614,,2.390,10.359615568466916,20.176021844262113,12.497306228573644,3.0211480362537766,1.6778523489932917,11.267708333333333,13.51765661938534,False,True,True,True,False,368fbcc4c0b25874eb3f6e6e35b58dc37e8c83cc3c148ca38de44475057e374c,True,2,False,model name present; revision/SHA and leaderboard submission/run ID unavailable,unknown in bridge CSV; must be source-verified,unknown beyond supplied comparability label,metric names present; evaluation-set/aggregation details not row-verified
C6,20,google/gemma-2-9b,"Gemma 2 Technical Report (Google, 2024), final loss","Medium (different validation set, approximate)",unresolved,9.0,,2.100,21.205286776100692,20.398320899657357,34.09681853589784,13.444108761329304,10.514541387024611,14.297656250000001,34.48027482269504,False,True,True,True,False,7756a3ea2a7d1780230b6def74a98ab889ed72f54219ec0b106a6f27f0295777,True,2,False,model name present; revision/SHA and leaderboard submission/run ID unavailable,unknown in bridge CSV; must be source-verified,unknown beyond supplied comparability label,metric names present; evaluation-set/aggregation details not row-verified
C6,21,google/gemma-2-27b,"Gemma 2 Technical Report (Google, 2024), final loss","Medium (different validation set, approximate)",unresolved,27.227,,1.950,23.926167340782822,24.75221301701707,37.390737454186464,16.61631419939577,13.422818791946312,13.921093749999997,37.4538268321513,False,True,True,True,False,e2b1924ffabaa942c02872075b0d143edbda65ecf5f5a06622fc1846f4d41c87,True,2,False,model name present; revision/SHA and leaderboard submission/run ID unavailable,unknown in bridge CSV; must be source-verified,unknown beyond supplied comparability label,metric names present; evaluation-set/aggregation details not row-verified
C6,22,google/gemma-7b,"Gemma Technical Report (Google, 2024), final loss","Medium (different validation set, approximate)",unresolved,8.538,,2.240,15.442818570272307,26.593217108383534,21.11609932329174,7.401812688821751,4.921700223713646,10.979947916666669,21.644134160756497,False,True,True,True,False,839f701507b69e7814c131163c0810429714f6dc28d6970d14cc84c9dcef506e,True,2,False,model name present; revision/SHA and leaderboard submission/run ID unavailable,unknown in bridge CSV; must be source-verified,unknown beyond supplied comparability label,metric names present; evaluation-set/aggregation details not row-verified
C6,23,microsoft/phi-2,"Phi-2 model card (Microsoft, 2023), training loss","Medium (different validation set, approximate)",unresolved,2.78,,2.390,15.534291558214901,27.3875539125077,28.038519293439304,2.9456193353474323,2.9082774049216997,13.83697916666666,18.088800236406616,False,True,True,True,False,2e63ff0fdb9907cf49fd452dbd5ee9dce2aeb8573a29ee81c68fd793e0eb893c,True,2,False,model name present; revision/SHA and leaderboard submission/run ID unavailable,unknown in bridge CSV; must be source-verified,unknown beyond supplied comparability label,metric names present; evaluation-set/aggregation details not row-verified
C6,24,microsoft/phi-1_5,"Phi-1.5 paper (Microsoft, 2023), training loss","Medium (different validation set, approximate)",unresolved,1.418,,2.320,7.170966845799231,20.32839532440591,7.468938770070243,1.812688821752266,2.348993288590602,3.385416666666666,7.6813682033096935,False,True,True,True,False,9eb488d26de6ec0856b6b6b9fa73005cdfa9f5c8b259e0776b453660797bdaa7,True,2,False,model name present; revision/SHA and leaderboard submission/run ID unavailable,unknown in bridge CSV; must be source-verified,unknown beyond supplied comparability label,metric names present; evaluation-set/aggregation details not row-verified
C6,25,microsoft/Phi-3-mini-4k-instruct,"Phi-3 Technical Report (Microsoft, 2024), training loss","Medium (different validation set, approximate)",unresolved,3.821,,2.150,27.562174043592282,54.76746144673909,36.55985530518785,16.389728096676738,10.96196868008949,13.118749999999997,33.57528073286053,False,True,True,True,False,0bee0f011248d60d6cb25546d731a06e6ef879002434d6899cf02fbc674ac526,True,2,False,model name present; revision/SHA and leaderboard submission/run ID unavailable,unknown in bridge CSV; must be source-verified,unknown beyond supplied comparability label,metric names present; evaluation-set/aggregation details not row-verified
C6,26,meta-llama/Meta-Llama-3-70B,"LLaMA 3 Technical Report (Meta, 2024), training loss at convergence","Medium (different validation set, approximate)",unresolved,70.554,,1.710,26.705350171613343,16.031906452656727,48.709812647505885,18.580060422960727,19.686800894854585,16.011197916666664,41.21232269503546,False,True,True,True,False,fa644a5d55399ea2d0f98adb0cad06a3fb06bd563c675882079db6ea4bc56aba,True,2,False,model name present; revision/SHA and leaderboard submission/run ID unavailable,unknown in bridge CSV; must be source-verified,unknown beyond supplied comparability label,metric names present; evaluation-set/aggregation details not row-verified
C6,27,meta-llama/Llama-2-13b-hf,"LLaMA 2 paper (Touvron et al., 2023), training loss","Medium (different validation set, approximate)",unresolved,13.016,,1.700,11.065185981273997,24.824687385027282,17.222559825058127,1.5105740181268883,4.138702460850116,3.385416666666666,15.309175531914892,False,True,True,True,False,52464dbff27a4d007e74382bfefe4e7dfb43ab4c95c102027fd1050d4562e8ce,True,2,False,model name present; revision/SHA and leaderboard submission/run ID unavailable,unknown in bridge CSV; must be source-verified,unknown beyond supplied comparability label,metric names present; evaluation-set/aggregation details not row-verified
C6,28,meta-llama/Llama-2-70b-hf,"LLaMA 2 paper (Touvron et al., 2023), training loss","Medium (different validation set, approximate)",unresolved,68.977,,1.650,18.372598605703004,24.06780675274937,35.900061863721675,3.2477341389728096,7.046979865771815,9.777604166666668,30.1954048463357,False,True,True,True,False,662b70557ae9997bedf9196be0dc1d8a15fd636c55d13008290c7293237858bd,True,2,False,model name present; revision/SHA and leaderboard submission/run ID unavailable,unknown in bridge CSV; must be source-verified,unknown beyond supplied comparability label,metric names present; evaluation-set/aggregation details not row-verified
C6,29,mistralai/Mistral-7B-v0.1,"Mistral 7B technical report (Mistral AI, 2023), validation loss","Medium (different validation set, approximate)",unresolved,7.242,,2.100,14.575358924083135,23.855481234236272,22.0182553990746,2.9456193353474323,5.592841163310966,10.675520833333335,22.364435579196215,False,True,True,True,False,3bf56d53e078c351bc63d1ec2a6427b42737cb4e009fc6958494db694945c4fd,True,2,False,model name present; revision/SHA and leaderboard submission/run ID unavailable,unknown in bridge CSV; must be source-verified,unknown beyond supplied comparability label,metric names present; evaluation-set/aggregation details not row-verified
C6,30,mistralai/Mistral-7B-Instruct-v0.2,"Mistral 7B model card (Mistral AI, 2024)","Medium (different validation set, approximate)",unresolved,7.242,,2.100,18.50789159273764,54.96227786717022,22.910601936713604,3.0211480362537766,3.467561521252797,7.608854166666667,19.076906028368796,False,True,True,True,False,7e380bf8631e032f6d51e1bf1c330f5517e0506cab8a2163694861c8d44c3587,True,2,False,model name present; revision/SHA and leaderboard submission/run ID unavailable,unknown in bridge CSV; must be source-verified,unknown beyond supplied comparability label,metric names present; evaluation-set/aggregation details not row-verified
C6,31,mistralai/Mixtral-8x7B-v0.1,"Mixtral technical report (Mistral AI, 2023), validation loss","Medium (different validation set, approximate)",unresolved,46.703,,1.900,19.665108918316083,23.260947618984297,30.4002992674255,9.365558912386707,9.395973154362418,13.6640625,31.903812056737586,False,True,True,True,False,142f388ac5eec6403b77b258ded1c2e2620e99b41be8f0d14fe0d5585fb791f2,True,2,False,model name present; revision/SHA and leaderboard submission/run ID unavailable,unknown in bridge CSV; must be source-verified,unknown beyond supplied comparability label,metric names present; evaluation-set/aggregation details not row-verified
C6,32,Qwen/Qwen2.5-32B,"Qwen2.5 Technical Report (Alibaba, 2024), validation loss","Medium (different validation set, approximate)",unresolved,32.764,,1.950,38.00796730514634,40.766499554515356,53.954752851331996,35.64954682779456,21.588366890380314,22.69583333333333,53.39280437352246,False,True,True,True,False,8a10717985f15dd4d5b28b8c2d7c9afa77d1989635ff31f503dc64f557134b0d,True,2,False,model name present; revision/SHA and leaderboard submission/run ID unavailable,unknown in bridge CSV; must be source-verified,unknown beyond supplied comparability label,metric names present; evaluation-set/aggregation details not row-verified
C6,33,Qwen/Qwen2.5-72B,"Qwen2.5 Technical Report (Alibaba, 2024), validation loss","Medium (different validation set, approximate)",unresolved,72.706,,1.850,38.441143572535815,41.37100670664947,54.61505780163693,39.12386706948641,20.69351230425056,19.640624999999996,55.20279255319149,False,True,True,True,False,12affa466e6c6da0a8336235c9d3f000d72a3eaca5546922e23d5605f4c9ad5d,True,2,False,model name present; revision/SHA and leaderboard submission/run ID unavailable,unknown in bridge CSV; must be source-verified,unknown beyond supplied comparability label,metric names present; evaluation-set/aggregation details not row-verified
C6,34,Qwen/Qwen2-57B-A14B,"Qwen2 Technical Report (Alibaba, 2024), validation loss","Medium (different validation set, approximate)",unresolved,57.409,,1.900,25.0338731324107,31.126965340851164,38.87598905034189,18.65558912386707,7.494407158836691,10.538541666666669,43.511746453900706,False,True,True,True,False,62d3b1deb40fc6cd7295cb30fd17fbd34143bd34ac47179c8e23db1ef2691358,True,2,False,model name present; revision/SHA and leaderboard submission/run ID unavailable,unknown in bridge CSV; must be source-verified,unknown beyond supplied comparability label,metric names present; evaluation-set/aggregation details not row-verified
C6,35,01-ai/Yi-6B,"Yi Technical Report (01.AI, 2023), training loss","Medium (different validation set, approximate)",unresolved,6.061,,2.100,13.611617485376058,28.93378458046871,19.408504737915056,1.5861027190332326,2.572706935123044,7.044270833333335,22.12433510638298,False,True,True,True,False,b7c6bcc581815afe0a926bc59bfbb3b90618d7043f5ab20ec39cb52a998d2ac0,True,2,False,model name present; revision/SHA and leaderboard submission/run ID unavailable,unknown in bridge CSV; must be source-verified,unknown beyond supplied comparability label,metric names present; evaluation-set/aggregation details not row-verified
C6,36,01-ai/Yi-34B,"Yi Technical Report (01.AI, 2023), training loss","Medium (different validation set, approximate)",unresolved,34.389,,1.900,22.373127018936653,30.45751938190668,35.542431259008794,5.13595166163142,15.548098434004473,9.648437500000004,37.90632387706855,False,True,True,True,False,7596c06b1fbf94935ead05be965821470306c42a5dfc0ea473fd163854e67b95,True,2,False,model name present; revision/SHA and leaderboard submission/run ID unavailable,unknown in bridge CSV; must be source-verified,unknown beyond supplied comparability label,metric names present; evaluation-set/aggregation details not row-verified
C6,37,tiiuae/falcon-7b,"Falcon technical report (TII, 2023), validation loss","Medium (different validation set, approximate)",unresolved,7.0,,2.250,5.1734447203194796,18.205140139274903,5.963936911876051,0.9818731117824773,0.0,4.497135416666667,1.392582742316784,False,True,True,True,False,c3e008c229db9ca108505683fd9323ab3b31c1782220509e7d7f43749f8251ae,True,2,False,model name present; revision/SHA and leaderboard submission/run ID unavailable,unknown in bridge CSV; must be source-verified,unknown beyond supplied comparability label,metric names present; evaluation-set/aggregation details not row-verified
C6,38,tiiuae/falcon-40b,"Falcon technical report (TII, 2023), validation loss","Medium (different validation set, approximate)",unresolved,40.0,,2.050,11.40130446230009,24.964538535530174,16.583304730312175,1.812688821752266,3.1319910514541416,5.193229166666668,16.722074468085104,False,True,True,True,False,413bf95ad4275bc7e95490846fb754c39c2297d231e677901164885bd504a9b9,True,2,False,model name present; revision/SHA and leaderboard submission/run ID unavailable,unknown in bridge CSV; must be source-verified,unknown beyond supplied comparability label,metric names present; evaluation-set/aggregation details not row-verified
C6,39,google/gemma-1.1-2b-it,"Gemma Technical Report (Google, 2024), final loss","Medium (different validation set, approximate)",unresolved,2.506,,2.500,8.053373854341979,30.674831668860847,5.862826722774347,1.812688821752266,2.572706935123044,2.024479166666666,5.372709810874704,False,True,True,True,False,6ec4a1a67595c4d798a109480d1d08e3949e924f6b28b0a9b8ed7d35b1a56e09,True,2,False,model name present; revision/SHA and leaderboard submission/run ID unavailable,unknown in bridge CSV; must be source-verified,unknown beyond supplied comparability label,metric names present; evaluation-set/aggregation details not row-verified
C6,40,google/gemma-1.1-7b-it,"Gemma Technical Report (Google, 2024), final loss","Medium (different validation set, approximate)",unresolved,8.538,,2.200,17.693584228972615,50.391073462856326,15.93420938501317,4.909365558912387,5.8165548098433995,11.510937500000002,17.5993646572104,False,True,True,True,False,01b04454300411ca6fc302a9ce44bf0617273195c51e0c3c8d22ba3a68203a69,True,2,False,model name present; revision/SHA and leaderboard submission/run ID unavailable,unknown in bridge CSV; must be source-verified,unknown beyond supplied comparability label,metric names present; evaluation-set/aggregation details not row-verified
C6,41,facebook/opt-1.3b,"OPT paper (Zhang et al., 2022), Pile validation loss","Medium (different validation set, approximate)",unresolved,1.3,,2.750,5.276689334204645,23.83298536771322,3.6480520895226785,0.906344410876133,0.0,2.0833333333333326,1.1894208037825047,False,True,True,True,False,0146b3a439ef292ceb5a97f6b293abbc9595c8cfeac5e7987aa19641f38e8eb3,True,2,False,model name present; revision/SHA and leaderboard submission/run ID unavailable,unknown in bridge CSV; must be source-verified,unknown beyond supplied comparability label,metric names present; evaluation-set/aggregation details not row-verified
C6,42,deepseek-ai/deepseek-llm-7b-base,"DeepSeek LLM Technical Report (DeepSeek-AI, 2023), validation loss","Medium (different validation set, approximate)",unresolved,7.0,,2.150,8.227098434870664,21.787191319033496,9.76792479590425,1.9637462235649545,3.1319910514541416,3.755989583333332,8.955747635933804,False,True,True,True,False,9873e8fe347cf2a943d227809a870bc567f4faaecbe1ed5b66785a5c626e6aba,True,2,False,model name present; revision/SHA and leaderboard submission/run ID unavailable,unknown in bridge CSV; must be source-verified,unknown beyond supplied comparability label,metric names present; evaluation-set/aggregation details not row-verified
C6,43,microsoft/Phi-3-small-8k-instruct,"Phi-3 Technical Report (Microsoft, 2024), training loss","Medium (different validation set, approximate)",unresolved,7.392,,2.050,32.34201367038736,64.96651107949131,46.205570366389075,18.869565217391305,8.277404921700223,16.77395833333333,38.95907210401891,False,True,True,True,False,8bcabfe3bb05461b0b83a1d453c76c50d73a535c6f0c9fb713fafd381c7c0259,True,2,False,model name present; revision/SHA and leaderboard submission/run ID unavailable,unknown in bridge CSV; must be source-verified,unknown beyond supplied comparability label,metric names present; evaluation-set/aggregation details not row-verified
C6,44,microsoft/Phi-3-medium-4k-instruct,"Phi-3 Technical Report (Microsoft, 2024), training loss","Medium (different validation set, approximate)",unresolved,13.96,,1.950,33.09765943937642,64.22713954529537,49.38061007422016,19.561933534743204,11.521252796420578,13.052083333333334,40.84293735224587,False,True,True,True,False,d68463383d5fadffa1ba8a0a482848ae0b3f18dc6d77cb15cc5cc657de2ca4e4,True,2,False,model name present; revision/SHA and leaderboard submission/run ID unavailable,unknown in bridge CSV; must be source-verified,unknown beyond supplied comparability label,metric names present; evaluation-set/aggregation details not row-verified
C6,45,01-ai/Yi-1.5-34B,Yi-1.5 report,"Medium (different validation set, approximate)",unresolved,34.389,,1.95,25.64649419429311,28.411725333226947,42.74936268839652,15.332326283987916,15.436241610738257,11.217187500000003,40.732121749408975,False,True,True,True,False,45ec887b886ceddcf277233f0ca1c5003ea5b9cf5bb028f283563ab6c14c7db7,False,1,True,model name present; revision/SHA and leaderboard submission/run ID unavailable,unknown in bridge CSV; must be source-verified,unknown beyond supplied comparability label,metric names present; evaluation-set/aggregation details not row-verified
C6,46,01-ai/Yi-1.5-34B-32K,Yi-1.5 report,"Medium (different validation set, approximate)",unresolved,34.389,,1.95,26.727912908508134,31.186917379220468,43.38184666762572,15.407854984894259,15.100671140939594,14.07786458333333,41.21232269503546,False,True,True,True,False,0dc38e076f45f6dc35c99de6831f706e179e1c19940260da31b14ad705f25541,False,1,True,model name present; revision/SHA and leaderboard submission/run ID unavailable,unknown in bridge CSV; must be source-verified,unknown beyond supplied comparability label,metric names present; evaluation-set/aggregation details not row-verified
C6,47,01-ai/Yi-1.5-34B-Chat,Yi-1.5 report,"Medium (different validation set, approximate)",unresolved,34.389,,1.95,33.35799367075618,60.66758423205982,44.262825981005655,27.719033232628398,15.324384787472036,13.058072916666665,39.11606087470449,False,True,True,True,False,920ea4cc17b77c6a4e34e634f85c0b44db741c4c3065e426f4fb24e1e86d4419,False,1,True,model name present; revision/SHA and leaderboard submission/run ID unavailable,unknown in bridge CSV; must be source-verified,unknown beyond supplied comparability label,metric names present; evaluation-set/aggregation details not row-verified
C6,48,01-ai/Yi-1.5-34B-Chat-16K,Yi-1.5 report,"Medium (different validation set, approximate)",unresolved,34.389,,1.95,29.403554842710225,45.6449997118756,44.53615654671034,21.37462235649547,11.74496644295302,13.736718750000001,39.383865248226954,False,True,True,True,False,3c967a4b0c9077f48f6537f52fc51fe597e67ceae627d7d034a4fb9c6fca38b0,False,1,True,model name present; revision/SHA and leaderboard submission/run ID unavailable,unknown in bridge CSV; must be source-verified,unknown beyond supplied comparability label,metric names present; evaluation-set/aggregation details not row-verified
C6,49,01-ai/Yi-34B-200K,Yi technical report,"Medium (different validation set, approximate)",unresolved,34.389,,1.9,20.01347533597433,15.424850507763843,36.02211028900003,5.740181268882175,14.205816554809845,9.414843749999998,39.273049645390074,False,True,True,True,False,ec686decf4a83e7ae54d34235411b892acd9817d74be176af287bb85631d7fba,False,1,True,model name present; revision/SHA and leaderboard submission/run ID unavailable,unknown in bridge CSV; must be source-verified,unknown beyond supplied comparability label,metric names present; evaluation-set/aggregation details not row-verified
C6,50,01-ai/Yi-34B-Chat,Yi technical report,"Medium (different validation set, approximate)",unresolved,34.389,,1.9,24.226662652803373,46.98887839820566,37.623987597243485,6.268882175226587,11.74496644295302,8.363802083333338,34.369459219858165,False,True,True,True,False,f46eeeb608caaf65bc1ce8e920e65c2b8fa3c16ca932b577b6e362e0d469da8b,False,1,True,model name present; revision/SHA and leaderboard submission/run ID unavailable,unknown in bridge CSV; must be source-verified,unknown beyond supplied comparability label,metric names present; evaluation-set/aggregation details not row-verified
C6,51,01-ai/Yi-6B-200K,Yi technical report,"Medium (different validation set, approximate)",unresolved,6.061,,2.1,11.996098298832841,8.433068702154728,20.148020103768047,1.812688821752266,4.250559284116329,16.842447916666668,20.489804964539008,False,True,True,True,False,90b5013f0e9a7b6161632d4dbd5e78d00aeae6a1e0c9708dfb42a7531ebbc588,False,1,True,model name present; revision/SHA and leaderboard submission/run ID unavailable,unknown in bridge CSV; must be source-verified,unknown beyond supplied comparability label,metric names present; evaluation-set/aggregation details not row-verified
C6,52,01-ai/Yi-6B-Chat,Yi technical report,"Medium (different validation set, approximate)",unresolved,6.061,,2.1,14.11765000523676,33.95213588833185,17.00016656742376,1.3595166163141994,5.92841163310962,3.5656250000000003,22.90004432624113,False,True,True,True,False,9709f7fd3ed807d24c4970cedb6e49cdbecf668ae1c33b931ced5cdf9afbc4df,False,1,True,model name present; revision/SHA and leaderboard submission/run ID unavailable,unknown in bridge CSV; must be source-verified,unknown beyond supplied comparability label,metric names present; evaluation-set/aggregation details not row-verified
C6,53,EleutherAI/gpt-neox-20b,GPT-NeoX paper,"Medium (different validation set, approximate)",unresolved,20.739,,1.9,6.1165221524743325,25.86880587951081,4.929114201526899,1.3595166163141994,0.0,2.816666666666666,1.725029550827422,False,True,True,True,False,d2f79d0cae38b08b82bd1f8e8201d1279cf022f0b4221ebd4c4baccffcdcbe32,False,1,True,model name present; revision/SHA and leaderboard submission/run ID unavailable,unknown in bridge CSV; must be source-verified,unknown beyond supplied comparability label,metric names present; evaluation-set/aggregation details not row-verified
C6,54,Qwen/Qwen2-0.5B-Instruct,Qwen2 report,"Medium (different validation set, approximate)",unresolved,0.494,,2.84,6.586780633287707,22.466610814860125,5.876044259408482,2.8700906344410875,0.0,2.408854166666666,5.89908392434988,False,True,True,True,False,28f1dc758c82358dc5af73ff6793fb1fd80ae4188dd7b173727e5e69781180a7,False,1,True,model name present; revision/SHA and leaderboard submission/run ID unavailable,unknown in bridge CSV; must be source-verified,unknown beyond supplied comparability label,metric names present; evaluation-set/aggregation details not row-verified
C6,55,Qwen/Qwen2-1.5B-Instruct,Qwen2 report,"Medium (different validation set, approximate)",unresolved,1.544,,2.63,14.141936815181689,33.712327734854625,13.695346827502663,7.175226586102719,1.5659955257270708,12.026822916666667,16.675901300236408,False,True,True,True,False,46a3e4e40e1dd361a12db08096c4fcbb4c9858b539aedc2d9213fe07b9c1e82a,False,1,True,model name present; revision/SHA and leaderboard submission/run ID unavailable,unknown in bridge CSV; must be source-verified,unknown beyond supplied comparability label,metric names present; evaluation-set/aggregation details not row-verified
C6,56,Qwen/Qwen2-57B-A14B-Instruct,Qwen2 MoE report,"Medium (different validation set, approximate)",unresolved,57.409,,1.9,33.015868823547095,63.37783747124297,41.785917734842535,28.172205438066467,10.850111856823268,14.183593749999995,39.725546690307326,False,True,True,True,False,1bdb7014276ab05b867b5347718efdfda4d63feab5a841a0d0d1c2feb6001987,False,1,True,model name present; revision/SHA and leaderboard submission/run ID unavailable,unknown in bridge CSV; must be source-verified,unknown beyond supplied comparability label,metric names present; evaluation-set/aggregation details not row-verified
