registry_id,model_name_raw,version_match_status,strict_version_confirmed,c2_epoch_open_weights_raw,c2_epoch_open_weights_status,c1_hub_license_raw,c1_license_field_status,license_terms_independently_verified,research_reproduction_permission_status
C8::Enno-Ai_EnnoAi-Pro-Llama-3-8B,Enno-Ai/EnnoAi-Pro-Llama-3-8B,source_version_missing,False,,unknown,creativeml-openrail-m,recorded_unverified,False,not_assessed
C8::Enno-Ai_EnnoAi-Pro-Llama-3-8B-v0.3,Enno-Ai/EnnoAi-Pro-Llama-3-8B-v0.3,source_version_missing,False,,unknown,creativeml-openrail-m,recorded_unverified,False,not_assessed
C8::Enno-Ai_EnnoAi-Pro-Llama-3.1-8B-v0.9,Enno-Ai/EnnoAi-Pro-Llama-3.1-8B-v0.9,source_version_missing,False,,unknown,apache-2.0,recorded_unverified,False,not_assessed
C8::EnnoAi_EnnoAi-Pro-Llama-3.1-8B-v1.0,EnnoAi/EnnoAi-Pro-Llama-3.1-8B-v1.0,source_version_missing,False,,unknown,apache-2.0,recorded_unverified,False,not_assessed
C8::Epiculous_Azure_Dusk-v0.2,Epiculous/Azure_Dusk-v0.2,source_version_missing,False,,unknown,apache-2.0,recorded_unverified,False,not_assessed
C8::Epiculous_Crimson_Dawn-v0.2,Epiculous/Crimson_Dawn-v0.2,source_version_missing,False,,unknown,apache-2.0,recorded_unverified,False,not_assessed
C8::Epiculous_NovaSpark,Epiculous/NovaSpark,source_version_missing,False,,unknown,apache-2.0,recorded_unverified,False,not_assessed
C8::Epiculous_Violet_Twilight-v0.2,Epiculous/Violet_Twilight-v0.2,source_version_missing,False,,unknown,apache-2.0,recorded_unverified,False,not_assessed
C8::EpistemeAI2_Athene-codegemma-2-7b-it-alpaca-v1.2,EpistemeAI2/Athene-codegemma-2-7b-it-alpaca-v1.2,source_version_missing,False,,unknown,apache-2.0,recorded_unverified,False,not_assessed
C8::EpistemeAI2_Fireball-12B-v1.2,EpistemeAI2/Fireball-12B-v1.2,source_version_missing,False,,unknown,apache-2.0,recorded_unverified,False,not_assessed
C8::EpistemeAI2_Fireball-Alpaca-Llama3.1-8B-Philos,EpistemeAI2/Fireball-Alpaca-Llama3.1-8B-Philos,source_version_missing,False,,unknown,apache-2.0,recorded_unverified,False,not_assessed
C8::EpistemeAI2_Fireball-Alpaca-Llama3.1.01-8B-Philos,EpistemeAI2/Fireball-Alpaca-Llama3.1.01-8B-Philos,source_version_missing,False,,unknown,apache-2.0,recorded_unverified,False,not_assessed
C8::EpistemeAI2_Fireball-Alpaca-Llama3.1.03-8B-Philos,EpistemeAI2/Fireball-Alpaca-Llama3.1.03-8B-Philos,source_version_missing,False,,unknown,apache-2.0,recorded_unverified,False,not_assessed
C8::EpistemeAI2_Fireball-Alpaca-Llama3.1.04-8B-Philos,EpistemeAI2/Fireball-Alpaca-Llama3.1.04-8B-Philos,source_version_missing,False,,unknown,apache-2.0,recorded_unverified,False,not_assessed
C8::EpistemeAI2_Fireball-Alpaca-Llama3.1.06-8B-Philos-dpo,EpistemeAI2/Fireball-Alpaca-Llama3.1.06-8B-Philos-dpo,source_version_missing,False,,unknown,apache-2.0,recorded_unverified,False,not_assessed
C8::EpistemeAI2_Fireball-Alpaca-Llama3.1.07-8B-Philos-Math,EpistemeAI2/Fireball-Alpaca-Llama3.1.07-8B-Philos-Math,source_version_missing,False,,unknown,apache-2.0,recorded_unverified,False,not_assessed
C8::EpistemeAI2_Fireball-Alpaca-Llama3.1.08-8B-C-R1-KTO-Reflection,EpistemeAI2/Fireball-Alpaca-Llama3.1.08-8B-C-R1-KTO-Reflection,source_version_missing,False,,unknown,apache-2.0,recorded_unverified,False,not_assessed
C8::EpistemeAI2_Fireball-Alpaca-Llama3.1.08-8B-Philos-C-R1,EpistemeAI2/Fireball-Alpaca-Llama3.1.08-8B-Philos-C-R1,source_version_missing,False,,unknown,apache-2.0,recorded_unverified,False,not_assessed
C8::EpistemeAI2_Fireball-Llama-3.1-8B-Philos-Reflection,EpistemeAI2/Fireball-Llama-3.1-8B-Philos-Reflection,source_version_missing,False,,unknown,apache-2.0,recorded_unverified,False,not_assessed
C8::EpistemeAI2_Fireball-MathMistral-Nemo-Base-2407-v2dpo,EpistemeAI2/Fireball-MathMistral-Nemo-Base-2407-v2dpo,source_version_missing,False,,unknown,apache-2.0,recorded_unverified,False,not_assessed
C8::EpistemeAI2_Fireball-Meta-Llama-3.1-8B-Instruct-Agent-0.003-128K-code-math,EpistemeAI2/Fireball-Meta-Llama-3.1-8B-Instruct-Agent-0.003-128K-code-math,source_version_missing,False,,unknown,apache-2.0,recorded_unverified,False,not_assessed
C8::EpistemeAI2_Fireball-Meta-Llama-3.1-8B-Instruct-Agent-0.005-128K-code-COT,EpistemeAI2/Fireball-Meta-Llama-3.1-8B-Instruct-Agent-0.005-128K-code-COT,source_version_missing,False,,unknown,apache-2.0,recorded_unverified,False,not_assessed
C8::EpistemeAI2_Fireball-Phi-3-medium-4k-inst-Philos,EpistemeAI2/Fireball-Phi-3-medium-4k-inst-Philos,source_version_missing,False,,unknown,apache-2.0,recorded_unverified,False,not_assessed
C8::EpistemeAI_Alpaca-Llama3.1-8B,EpistemeAI/Alpaca-Llama3.1-8B,source_version_missing,False,Yes,Yes,apache-2.0,recorded_unverified,False,not_assessed
C8::EpistemeAI_Athena-gemma-2-2b-it,EpistemeAI/Athena-gemma-2-2b-it,source_version_missing,False,,unknown,apache-2.0,recorded_unverified,False,not_assessed
C8::EpistemeAI_Athena-gemma-2-2b-it-Philos,EpistemeAI/Athena-gemma-2-2b-it-Philos,source_version_missing,False,,unknown,apache-2.0,recorded_unverified,False,not_assessed
C8::EpistemeAI_Athene-codegemma-2-7b-it-alpaca-v1.3,EpistemeAI/Athene-codegemma-2-7b-it-alpaca-v1.3,source_version_missing,False,,unknown,apache-2.0,recorded_unverified,False,not_assessed
C8::EpistemeAI_DeepPhi-3.5-mini-instruct,EpistemeAI/DeepPhi-3.5-mini-instruct,source_version_missing,False,,unknown,mit,recorded_unverified,False,not_assessed
C8::EpistemeAI_DeepThinkers-Phi4,EpistemeAI/DeepThinkers-Phi4,source_version_missing,False,,unknown,mit,recorded_unverified,False,not_assessed
C8::EpistemeAI_FineLlama3.1-8B-Instruct,EpistemeAI/FineLlama3.1-8B-Instruct,source_version_missing,False,,unknown,,blank,False,not_assessed
C8::EpistemeAI_Fireball-12B,EpistemeAI/Fireball-12B,source_version_missing,False,,unknown,apache-2.0,recorded_unverified,False,not_assessed
C8::EpistemeAI_Fireball-12B-v1.13a-philosophers,EpistemeAI/Fireball-12B-v1.13a-philosophers,source_version_missing,False,,unknown,apache-2.0,recorded_unverified,False,not_assessed
C8::EpistemeAI_Fireball-Alpaca-Llama-3.1-8B-Philos-DPO-200,EpistemeAI/Fireball-Alpaca-Llama-3.1-8B-Philos-DPO-200,source_version_missing,False,,unknown,apache-2.0,recorded_unverified,False,not_assessed
C8::EpistemeAI_Fireball-Alpaca-Llama3.1.07-8B-Philos-Math-KTO-beta,EpistemeAI/Fireball-Alpaca-Llama3.1.07-8B-Philos-Math-KTO-beta,source_version_missing,False,,unknown,apache-2.0,recorded_unverified,False,not_assessed
C8::EpistemeAI_Fireball-Alpaca-Llama3.1.08-8B-Philos-C-R2,EpistemeAI/Fireball-Alpaca-Llama3.1.08-8B-Philos-C-R2,source_version_missing,False,,unknown,apache-2.0,recorded_unverified,False,not_assessed
C8::EpistemeAI_Fireball-Meta-Llama-3.1-8B-Instruct-0.001-128K-auto,EpistemeAI/Fireball-Meta-Llama-3.1-8B-Instruct-0.001-128K-auto,source_version_missing,False,,unknown,apache-2.0,recorded_unverified,False,not_assessed
C8::EpistemeAI_Fireball-Meta-Llama-3.1-8B-Instruct-Agent-0.003-128K,EpistemeAI/Fireball-Meta-Llama-3.1-8B-Instruct-Agent-0.003-128K,source_version_missing,False,,unknown,apache-2.0,recorded_unverified,False,not_assessed
C8::EpistemeAI_Fireball-Meta-Llama-3.1-8B-Instruct-Agent-0.003-128K-code,EpistemeAI/Fireball-Meta-Llama-3.1-8B-Instruct-Agent-0.003-128K-code,source_version_missing,False,,unknown,apache-2.0,recorded_unverified,False,not_assessed
C8::EpistemeAI_Fireball-Meta-Llama-3.1-8B-Instruct-Agent-0.003-128K-code-ds,EpistemeAI/Fireball-Meta-Llama-3.1-8B-Instruct-Agent-0.003-128K-code-ds,source_version_missing,False,,unknown,llama3.1,recorded_unverified,False,not_assessed
C8::EpistemeAI_Fireball-Meta-Llama-3.1-8B-Instruct-Agent-0.004-128K-code-COT,EpistemeAI/Fireball-Meta-Llama-3.1-8B-Instruct-Agent-0.004-128K-code-COT,source_version_missing,False,,unknown,apache-2.0,recorded_unverified,False,not_assessed
C8::EpistemeAI_Fireball-Meta-Llama-3.1-8B-Instruct-Agent-0.004-128K-code-ds-auto,EpistemeAI/Fireball-Meta-Llama-3.1-8B-Instruct-Agent-0.004-128K-code-ds-auto,source_version_missing,False,,unknown,apache-2.0,recorded_unverified,False,not_assessed
C8::EpistemeAI_Fireball-Meta-Llama-3.1-8B-Instruct-Math,EpistemeAI/Fireball-Meta-Llama-3.1-8B-Instruct-Math,source_version_missing,False,,unknown,apache-2.0,recorded_unverified,False,not_assessed
C8::EpistemeAI_Fireball-Meta-Llama-3.2-8B-Instruct-agent-003-128k-code-DPO,EpistemeAI/Fireball-Meta-Llama-3.2-8B-Instruct-agent-003-128k-code-DPO,source_version_missing,False,,unknown,apache-2.0,recorded_unverified,False,not_assessed
C8::EpistemeAI_Fireball-Mistral-Nemo-Base-2407-v1-DPO2,EpistemeAI/Fireball-Mistral-Nemo-Base-2407-v1-DPO2,source_version_missing,False,,unknown,apache-2.0,recorded_unverified,False,not_assessed
C8::EpistemeAI_Fireball-R1-Llama-3.1-8B,EpistemeAI/Fireball-R1-Llama-3.1-8B,source_version_missing,False,,unknown,llama3.1,recorded_unverified,False,not_assessed
C8::EpistemeAI_Llama-3.2-3B-Agent007-Coder,EpistemeAI/Llama-3.2-3B-Agent007-Coder,source_version_missing,False,,unknown,apache-2.0,recorded_unverified,False,not_assessed
C8::EpistemeAI_Mistral-Nemo-Instruct-12B-Philosophy-Math,EpistemeAI/Mistral-Nemo-Instruct-12B-Philosophy-Math,source_version_missing,False,,unknown,apache-2.0,recorded_unverified,False,not_assessed
C8::EpistemeAI_OpenReasoner-Llama-3.2-3B-rs1.0,EpistemeAI/OpenReasoner-Llama-3.2-3B-rs1.0,source_version_missing,False,,unknown,llama3.2,recorded_unverified,False,not_assessed
C8::EpistemeAI_Polypsyche-Llama-3.1-8B-Instruct-Agent-0.003-128K-code-ds-auto-Empathy,EpistemeAI/Polypsyche-Llama-3.1-8B-Instruct-Agent-0.003-128K-code-ds-auto-Empathy,source_version_missing,False,,unknown,apache-2.0,recorded_unverified,False,not_assessed
C8::EpistemeAI_Polypsyche-Llama-3.1-8B-Instruct-Agent-0.003-128K-code-ds-auto-Logic,EpistemeAI/Polypsyche-Llama-3.1-8B-Instruct-Agent-0.003-128K-code-ds-auto-Logic,source_version_missing,False,,unknown,apache-2.0,recorded_unverified,False,not_assessed
C8::EpistemeAI_Polypsyche-Llama-3.1-8B-Instruct-Agent-0.003-128K-code-ds-auto-divergent,EpistemeAI/Polypsyche-Llama-3.1-8B-Instruct-Agent-0.003-128K-code-ds-auto-divergent,source_version_missing,False,,unknown,apache-2.0,recorded_unverified,False,not_assessed
C8::EpistemeAI_Reasoning-Llama-3.1-CoT-RE1-NMT,EpistemeAI/Reasoning-Llama-3.1-CoT-RE1-NMT,source_version_missing,False,,unknown,apache-2.0,recorded_unverified,False,not_assessed
C8::EpistemeAI_Reasoning-Llama-3.1-CoT-RE1-NMT-V2-ORPO,EpistemeAI/Reasoning-Llama-3.1-CoT-RE1-NMT-V2-ORPO,source_version_missing,False,,unknown,apache-2.0,recorded_unverified,False,not_assessed
C8::EpistemeAI_Reasoning-Llama-3.2-1B-Instruct-v1.2,EpistemeAI/Reasoning-Llama-3.2-1B-Instruct-v1.2,source_version_missing,False,,unknown,apache-2.0,recorded_unverified,False,not_assessed
C8::EpistemeAI_Reasoning-Llama-3.2-1B-Instruct-v1.3,EpistemeAI/Reasoning-Llama-3.2-1B-Instruct-v1.3,source_version_missing,False,,unknown,apache-2.0,recorded_unverified,False,not_assessed
C8::EpistemeAI_Reasoning-Llama-3.2-3B-Math-Instruct-RE1,EpistemeAI/Reasoning-Llama-3.2-3B-Math-Instruct-RE1,source_version_missing,False,,unknown,,blank,False,not_assessed
C8::EpistemeAI_Reasoning-Llama-3.2-3B-Math-Instruct-RE1-ORPO,EpistemeAI/Reasoning-Llama-3.2-3B-Math-Instruct-RE1-ORPO,source_version_missing,False,,unknown,apache-2.0,recorded_unverified,False,not_assessed
C8::EpistemeAI_ReasoningCore-3B-T1_1,EpistemeAI/ReasoningCore-3B-T1_1,source_version_missing,False,,unknown,apache-2.0,recorded_unverified,False,not_assessed
C8::Eric111_CatunaMayo,Eric111/CatunaMayo,source_version_missing,False,,unknown,apache-2.0,recorded_unverified,False,not_assessed
C8::Eric111_CatunaMayo-DPO,Eric111/CatunaMayo-DPO,source_version_missing,False,,unknown,apache-2.0,recorded_unverified,False,not_assessed
C8::Etherll_Chocolatine-3B-Instruct-DPO-Revised-Ties,Etherll/Chocolatine-3B-Instruct-DPO-Revised-Ties,source_version_missing,False,,unknown,,blank,False,not_assessed
C8::Etherll_Chocolatine-3B-Instruct-DPO-Revised-Ties-v2,Etherll/Chocolatine-3B-Instruct-DPO-Revised-Ties-v2,source_version_missing,False,,unknown,,blank,False,not_assessed
C8::Etherll_Herplete-LLM-Llama-3.1-8b-Ties,Etherll/Herplete-LLM-Llama-3.1-8b-Ties,source_version_missing,False,,unknown,,blank,False,not_assessed
C8::Etherll_Qwen2.5-7B-della-test,Etherll/Qwen2.5-7B-della-test,source_version_missing,False,Yes,Yes,,blank,False,not_assessed
C8::Etherll_Qwen2.5-Coder-7B-Instruct-Ties,Etherll/Qwen2.5-Coder-7B-Instruct-Ties,source_version_missing,False,,unknown,,blank,False,not_assessed
C8::Etherll_Replete-LLM-V3-Llama-3.1-8b,Etherll/Replete-LLM-V3-Llama-3.1-8b,source_version_missing,False,,unknown,,blank,False,not_assessed
C8::Etherll_SuperHermes,Etherll/SuperHermes,source_version_missing,False,,unknown,,blank,False,not_assessed
C8::Eurdem_Defne-llama3.1-8B,Eurdem/Defne-llama3.1-8B,source_version_missing,False,,unknown,llama3.1,recorded_unverified,False,not_assessed
C8::FINGU-AI_L3-8B,FINGU-AI/L3-8B,source_version_missing,False,,unknown,llama3.1,recorded_unverified,False,not_assessed
C8::FINGU-AI_Phi-4-RRStock,FINGU-AI/Phi-4-RRStock,source_version_missing,False,Yes,Yes,mit,recorded_unverified,False,not_assessed
C8::FINGU-AI_Q-Small-3B,FINGU-AI/Q-Small-3B,source_version_missing,False,,unknown,apache-2.0,recorded_unverified,False,not_assessed
C8::FINGU-AI_QwQ-Buddy-32B-Alpha,FINGU-AI/QwQ-Buddy-32B-Alpha,source_version_missing,False,,unknown,mit,recorded_unverified,False,not_assessed
C8::FINGU-AI_RomboUltima-32B,FINGU-AI/RomboUltima-32B,source_version_missing,False,,unknown,mit,recorded_unverified,False,not_assessed
C8::FallenMerick_Chewy-Lemon-Cookie-11B,FallenMerick/Chewy-Lemon-Cookie-11B,source_version_missing,False,,unknown,cc-by-4.0,recorded_unverified,False,not_assessed
C8::Felladrin_Llama-160M-Chat-v1,Felladrin/Llama-160M-Chat-v1,source_version_missing,False,,unknown,apache-2.0,recorded_unverified,False,not_assessed
C8::Felladrin_Minueza-32M-UltraChat,Felladrin/Minueza-32M-UltraChat,source_version_missing,False,,unknown,apache-2.0,recorded_unverified,False,not_assessed
C8::FlofloB_100k_fineweb_continued_pretraining_Qwen2.5-0.5B-Instruct_Unsloth_merged_16bit,FlofloB/100k_fineweb_continued_pretraining_Qwen2.5-0.5B-Instruct_Unsloth_merged_16bit,source_version_missing,False,,unknown,apache-2.0,recorded_unverified,False,not_assessed
C8::FlofloB_10k_continued_pretraining_Phi-3-mini-4k-instruct_Unsloth_merged_16bit,FlofloB/10k_continued_pretraining_Phi-3-mini-4k-instruct_Unsloth_merged_16bit,source_version_missing,False,,unknown,apache-2.0,recorded_unverified,False,not_assessed
C8::FlofloB_10k_continued_pretraining_Qwen2.5-0.5B-Instruct_Unsloth_merged_16bit,FlofloB/10k_continued_pretraining_Qwen2.5-0.5B-Instruct_Unsloth_merged_16bit,source_version_missing,False,,unknown,apache-2.0,recorded_unverified,False,not_assessed
C8::FlofloB_40k_continued_pretraining_Qwen2.5-0.5B-Instruct_Unsloth_merged_16bit,FlofloB/40k_continued_pretraining_Qwen2.5-0.5B-Instruct_Unsloth_merged_16bit,source_version_missing,False,,unknown,apache-2.0,recorded_unverified,False,not_assessed
C8::FlofloB_83k_continued_pretraining_Qwen2.5-0.5B-Instruct_Unsloth_merged_16bit,FlofloB/83k_continued_pretraining_Qwen2.5-0.5B-Instruct_Unsloth_merged_16bit,source_version_missing,False,,unknown,apache-2.0,recorded_unverified,False,not_assessed
C8::FlofloB_smollm2-135M_pretrained_1000k_fineweb,FlofloB/smollm2-135M_pretrained_1000k_fineweb,source_version_missing,False,,unknown,apache-2.0,recorded_unverified,False,not_assessed
C8::FlofloB_smollm2-135M_pretrained_1000k_fineweb_uncovai_human_removed,FlofloB/smollm2-135M_pretrained_1000k_fineweb_uncovai_human_removed,source_version_missing,False,,unknown,apache-2.0,recorded_unverified,False,not_assessed
C8::FlofloB_smollm2-135M_pretrained_1000k_fineweb_uncovai_selected,FlofloB/smollm2-135M_pretrained_1000k_fineweb_uncovai_selected,source_version_missing,False,,unknown,apache-2.0,recorded_unverified,False,not_assessed
C8::FlofloB_smollm2-135M_pretrained_1200k_fineweb,FlofloB/smollm2-135M_pretrained_1200k_fineweb,source_version_missing,False,,unknown,apache-2.0,recorded_unverified,False,not_assessed
C8::FlofloB_smollm2-135M_pretrained_1200k_fineweb_uncovai_human_removed,FlofloB/smollm2-135M_pretrained_1200k_fineweb_uncovai_human_removed,source_version_missing,False,,unknown,apache-2.0,recorded_unverified,False,not_assessed
C8::FlofloB_smollm2-135M_pretrained_1200k_fineweb_uncovai_selected,FlofloB/smollm2-135M_pretrained_1200k_fineweb_uncovai_selected,source_version_missing,False,,unknown,apache-2.0,recorded_unverified,False,not_assessed
C8::FlofloB_smollm2-135M_pretrained_1400k_fineweb,FlofloB/smollm2-135M_pretrained_1400k_fineweb,source_version_missing,False,,unknown,apache-2.0,recorded_unverified,False,not_assessed
C8::FlofloB_smollm2-135M_pretrained_1400k_fineweb_uncovai_human_removed,FlofloB/smollm2-135M_pretrained_1400k_fineweb_uncovai_human_removed,source_version_missing,False,,unknown,apache-2.0,recorded_unverified,False,not_assessed
C8::FlofloB_smollm2-135M_pretrained_1400k_fineweb_uncovai_selected,FlofloB/smollm2-135M_pretrained_1400k_fineweb_uncovai_selected,source_version_missing,False,,unknown,apache-2.0,recorded_unverified,False,not_assessed
C8::FlofloB_smollm2-135M_pretrained_200k_fineweb_uncovai_human_removed,FlofloB/smollm2-135M_pretrained_200k_fineweb_uncovai_human_removed,source_version_missing,False,,unknown,apache-2.0,recorded_unverified,False,not_assessed
C8::FlofloB_smollm2-135M_pretrained_200k_fineweb_uncovai_selected,FlofloB/smollm2-135M_pretrained_200k_fineweb_uncovai_selected,source_version_missing,False,,unknown,apache-2.0,recorded_unverified,False,not_assessed
C8::FlofloB_smollm2-135M_pretrained_400k_fineweb,FlofloB/smollm2-135M_pretrained_400k_fineweb,source_version_missing,False,,unknown,apache-2.0,recorded_unverified,False,not_assessed
C8::FlofloB_smollm2-135M_pretrained_400k_fineweb_uncovai_human_removed,FlofloB/smollm2-135M_pretrained_400k_fineweb_uncovai_human_removed,source_version_missing,False,,unknown,apache-2.0,recorded_unverified,False,not_assessed
C8::FlofloB_smollm2-135M_pretrained_400k_fineweb_uncovai_selected,FlofloB/smollm2-135M_pretrained_400k_fineweb_uncovai_selected,source_version_missing,False,,unknown,apache-2.0,recorded_unverified,False,not_assessed
C8::FlofloB_smollm2-135M_pretrained_600k_fineweb,FlofloB/smollm2-135M_pretrained_600k_fineweb,source_version_missing,False,,unknown,apache-2.0,recorded_unverified,False,not_assessed
C8::FlofloB_smollm2-135M_pretrained_600k_fineweb_uncovai_human_removed,FlofloB/smollm2-135M_pretrained_600k_fineweb_uncovai_human_removed,source_version_missing,False,,unknown,apache-2.0,recorded_unverified,False,not_assessed
C8::FlofloB_smollm2-135M_pretrained_600k_fineweb_uncovai_selected,FlofloB/smollm2-135M_pretrained_600k_fineweb_uncovai_selected,source_version_missing,False,,unknown,apache-2.0,recorded_unverified,False,not_assessed
C8::FlofloB_smollm2-135M_pretrained_800k_fineweb,FlofloB/smollm2-135M_pretrained_800k_fineweb,source_version_missing,False,,unknown,apache-2.0,recorded_unverified,False,not_assessed
C8::FlofloB_smollm2-135M_pretrained_800k_fineweb_uncovai_human_removed,FlofloB/smollm2-135M_pretrained_800k_fineweb_uncovai_human_removed,source_version_missing,False,,unknown,apache-2.0,recorded_unverified,False,not_assessed
C8::FlofloB_smollm2-135M_pretrained_800k_fineweb_uncovai_selected,FlofloB/smollm2-135M_pretrained_800k_fineweb_uncovai_selected,source_version_missing,False,,unknown,apache-2.0,recorded_unverified,False,not_assessed
C8::FlofloB_smollm2_pretrained_200k_fineweb,FlofloB/smollm2_pretrained_200k_fineweb,source_version_missing,False,,unknown,apache-2.0,recorded_unverified,False,not_assessed
C8::FlofloB_test_continued_pretraining_Phi-3-mini-4k-instruct_Unsloth_merged_16bit,FlofloB/test_continued_pretraining_Phi-3-mini-4k-instruct_Unsloth_merged_16bit,source_version_missing,False,,unknown,apache-2.0,recorded_unverified,False,not_assessed
C8::FuJhen_ft-openhermes-25-mistral-7b-irca-dpo-pairs,FuJhen/ft-openhermes-25-mistral-7b-irca-dpo-pairs,source_version_missing,False,,unknown,apache-2.0,recorded_unverified,False,not_assessed
C8::FuJhen_mistral-instruct-7B-DPO,FuJhen/mistral-instruct-7B-DPO,source_version_missing,False,,unknown,apache-2.0,recorded_unverified,False,not_assessed
C8::FuJhen_mistral_7b_v0.1_structedData_e2e,FuJhen/mistral_7b_v0.1_structedData_e2e,source_version_missing,False,,unknown,apache-2.0,recorded_unverified,False,not_assessed
C8::FuJhen_mistral_7b_v0.1_structedData_viggo,FuJhen/mistral_7b_v0.1_structedData_viggo,source_version_missing,False,,unknown,apache-2.0,recorded_unverified,False,not_assessed
C8::FuseAI_FuseChat-7B-v2.0,FuseAI/FuseChat-7B-v2.0,source_version_missing,False,,unknown,apache-2.0,recorded_unverified,False,not_assessed
C8::FuseAI_FuseChat-Llama-3.1-8B-Instruct,FuseAI/FuseChat-Llama-3.1-8B-Instruct,source_version_missing,False,,unknown,apache-2.0,recorded_unverified,False,not_assessed
C8::FuseAI_FuseChat-Llama-3.2-3B-Instruct,FuseAI/FuseChat-Llama-3.2-3B-Instruct,source_version_missing,False,,unknown,,blank,False,not_assessed
C8::FuseAI_FuseChat-Qwen-2.5-7B-Instruct,FuseAI/FuseChat-Qwen-2.5-7B-Instruct,source_version_missing,False,,unknown,,blank,False,not_assessed
C8::GalrionSoftworks_MN-LooseCannon-12B-v1,GalrionSoftworks/MN-LooseCannon-12B-v1,source_version_missing,False,,unknown,,blank,False,not_assessed
C8::GalrionSoftworks_MagnusIntellectus-12B-v1,GalrionSoftworks/MagnusIntellectus-12B-v1,source_version_missing,False,,unknown,apache-2.0,recorded_unverified,False,not_assessed
C8::GenVRadmin_AryaBhatta-GemmaOrca-2-Merged,GenVRadmin/AryaBhatta-GemmaOrca-2-Merged,source_version_missing,False,,unknown,mit,recorded_unverified,False,not_assessed
C8::GenVRadmin_AryaBhatta-GemmaOrca-Merged,GenVRadmin/AryaBhatta-GemmaOrca-Merged,source_version_missing,False,,unknown,mit,recorded_unverified,False,not_assessed
C8::GenVRadmin_AryaBhatta-GemmaUltra-Merged,GenVRadmin/AryaBhatta-GemmaUltra-Merged,source_version_missing,False,,unknown,mit,recorded_unverified,False,not_assessed
C8::GenVRadmin_llama38bGenZ_Vikas-Merged,GenVRadmin/llama38bGenZ_Vikas-Merged,source_version_missing,False,,unknown,mit,recorded_unverified,False,not_assessed
C8::GoToCompany_gemma2-9b-cpt-sahabatai-v1-instruct,GoToCompany/gemma2-9b-cpt-sahabatai-v1-instruct,source_version_missing,False,,unknown,gemma,recorded_unverified,False,not_assessed
C8::GoToCompany_llama3-8b-cpt-sahabatai-v1-instruct,GoToCompany/llama3-8b-cpt-sahabatai-v1-instruct,source_version_missing,False,,unknown,llama3,recorded_unverified,False,not_assessed
C8::Goekdeniz-Guelmez_Josiefied-Qwen2.5-1.5B-Instruct-abliterated-v1,Goekdeniz-Guelmez/Josiefied-Qwen2.5-1.5B-Instruct-abliterated-v1,source_version_missing,False,,unknown,apache-2.0,recorded_unverified,False,not_assessed
C8::Goekdeniz-Guelmez_Josiefied-Qwen2.5-1.5B-Instruct-abliterated-v2,Goekdeniz-Guelmez/Josiefied-Qwen2.5-1.5B-Instruct-abliterated-v2,source_version_missing,False,,unknown,apache-2.0,recorded_unverified,False,not_assessed
C8::Goekdeniz-Guelmez_Josiefied-Qwen2.5-1.5B-Instruct-abliterated-v3,Goekdeniz-Guelmez/Josiefied-Qwen2.5-1.5B-Instruct-abliterated-v3,source_version_missing,False,,unknown,apache-2.0,recorded_unverified,False,not_assessed
C8::Goekdeniz-Guelmez_Josiefied-Qwen2.5-14B-Instruct-abliterated-v4,Goekdeniz-Guelmez/Josiefied-Qwen2.5-14B-Instruct-abliterated-v4,source_version_missing,False,,unknown,apache-2.0,recorded_unverified,False,not_assessed
C8::Goekdeniz-Guelmez_Josiefied-Qwen2.5-7B-Instruct-abliterated-v2,Goekdeniz-Guelmez/Josiefied-Qwen2.5-7B-Instruct-abliterated-v2,source_version_missing,False,,unknown,apache-2.0,recorded_unverified,False,not_assessed
C8::Goekdeniz-Guelmez_j.o.s.i.e.v4o-1.5b-dpo-stage1-v1,Goekdeniz-Guelmez/j.o.s.i.e.v4o-1.5b-dpo-stage1-v1,source_version_missing,False,,unknown,apache-2.0,recorded_unverified,False,not_assessed
C8::Goekdeniz-Guelmez_josie-3b-v6.0,Goekdeniz-Guelmez/josie-3b-v6.0,source_version_missing,False,,unknown,apache-2.0,recorded_unverified,False,not_assessed
C8::Goekdeniz-Guelmez_josie-7b-v6.0,Goekdeniz-Guelmez/josie-7b-v6.0,source_version_missing,False,,unknown,apache-2.0,recorded_unverified,False,not_assessed
C8::GreenNode_GreenNode-small-9B-it,GreenNode/GreenNode-small-9B-it,source_version_missing,False,,unknown,,blank,False,not_assessed
C8::GritLM_GritLM-7B-KTO,GritLM/GritLM-7B-KTO,source_version_missing,False,,unknown,apache-2.0,recorded_unverified,False,not_assessed
C8::GritLM_GritLM-8x7B-KTO,GritLM/GritLM-8x7B-KTO,source_version_missing,False,,unknown,apache-2.0,recorded_unverified,False,not_assessed
C8::Groq_Llama-3-Groq-8B-Tool-Use,Groq/Llama-3-Groq-8B-Tool-Use,source_version_missing,False,,unknown,llama3,recorded_unverified,False,not_assessed
C8::Gryphe_Pantheon-RP-1.0-8b-Llama-3,Gryphe/Pantheon-RP-1.0-8b-Llama-3,source_version_missing,False,,unknown,apache-2.0,recorded_unverified,False,not_assessed
C8::Gryphe_Pantheon-RP-1.5-12b-Nemo,Gryphe/Pantheon-RP-1.5-12b-Nemo,source_version_missing,False,,unknown,apache-2.0,recorded_unverified,False,not_assessed
C8::Gryphe_Pantheon-RP-1.6-12b-Nemo,Gryphe/Pantheon-RP-1.6-12b-Nemo,source_version_missing,False,,unknown,apache-2.0,recorded_unverified,False,not_assessed
